itemLabel,occupationLabel
Rufrius Crispinus,
Publius Vibius Marianus,
Tiberius Claudius Patrobius,lutteur
Tiberius Claudius Hipparchus,
Pompilia,
Gaios,sculpteur
Gaios,sculpteur
Titos,sculpteur
Titos,tailleur de pierre
Diomedes,tailleur de pierre
Publius Cornelius Maluginensis,homme politique de la Rome antique
Gaius Mamilius Atellus,homme politique de la Rome antique
Marcus Aemilius Barbula,homme politique de la Rome antique
Lucius Campanius Priscus,prêtre municipal
Titus Aelius Aurelius Apollonius,sportif
Flavius Jordanes,chef militaire
Caerellia,
Cnaeus Marcius Vates,homme politique de la Rome antique
Gaius Fundanius,dramaturge
Julius Valerius,écrivain
Marianus,poète
Lucius Nonius Verus,officier
Sextus Villius Annalis,
Masclinius Maternus,
Quintus Tarquitius Catulus,
Aulus Julius Pompilius Piso,personnalité politique
Lucius Aemilius Carus,
Lucius Lucceius Martinus,
Aurelius Metrodorus,sportif
Marcus Aurelius Cotta,
Gaius Julius Camilius Asper,personnalité politique
Pontius Paulinus,personnalité politique
Lucius Publilius Petronius Volusianus,personnalité politique
Gaius Annius Anullinus Geminus Percennianus,personnalité politique
Sextus Caecilius Volusianus,personnalité politique
Flavius Plintha,personnalité politique
Marcus Tineius Ovinius Castus Pulcher,personnalité politique
Accius Sura,personnalité politique
Marcus Aedius Celer,personnalité politique
Vettius Cornificius Gordianus,personnalité politique
Lucius Vettius Paullus,personnalité politique
Marcus Gavius Appalius Maximus,personnalité politique
Gaius Betitius Maximillianus,personnalité politique
Gaius Gabinius Barbarus Pompeianus,personnalité politique
Marcus Stertinius Rufus,personnalité politique
Marcus Ceionius Varus,personnalité politique
Sextus Appius Severus,personnalité politique
Caius Rufius Festus,
Cnaeus Petronius Probatus Junior Justus,
Quintus Lusius Sabinianus,personnalité politique
Accius Julianus,personnalité politique
Caecilius Iucundus Metellus,
Titus Flavius Genialis,
Tullius Crispinus,
Gaius Dillius Aponianus,préteur
Gaius Dillius Aponianus,questeur
Gaius Dillius Aponianus,consul suffect
Gaius Dillius Aponianus,tribun de la plèbe
Gaius Dillius Aponianus,curator alvei Tiberis et riparum et cloacarum Urbis
Gaius Sedatius Florus,
Antonius Novellus,chef militaire
Apollonios de Drépane,
Volesus,
Caius Terentius Tullius Geminus,personnalité politique
Publius Sulpicius Galba Maximus,homme politique de la Rome antique
Publius Sulpicius Galba Maximus,militaire
Quintus Vitellius,personnalité politique
Quintus Vitellius,fonctionnaire
Publius Martius Sergius Saturninus,personnalité politique
Sextus Appuleius,militaire
Sextus Appuleius,personnalité politique
Flavius Claudius Antonius,personnalité politique
Marcus Annius Libo,personnalité politique
Severus Sanctus Endelechius,écrivain
Severus Sanctus Endelechius,poète
Severus Sanctus Endelechius,auteur
Gaius Ducenius Proculus,personnalité politique
Manius Rabuleius,homme politique de la Rome antique
Manius Rabuleius,militaire
Fenestella,historien
Lucius Calpurnius Piso,militaire
Lucius Calpurnius Piso,personnalité politique
Gaius Norbanus Flaccus,militaire
Gaius Norbanus Flaccus,personnalité politique
Vitellius Germanicus,personnalité politique
Gaius Junius Donatus,personnalité politique
Amantius,personnalité politique
Gaius Stertinius Maximus,personnalité politique
Lucius Cornelius Cinna,homme politique de la Rome antique
Félix de Nole,presbytre
Urbanus,monarque
Lucius Valerius Claudius Poplicola Balbinus Maximus,personnalité politique
Rosius Regulus,personnalité politique
Publius Salvius Iulianus,personnalité politique
Rufius Festus,historien
Manius Aemilius Lepidus,militaire
Manius Aemilius Lepidus,personnalité politique
Aristobule,prêtre
Sextus Julius Severus,militaire
Sextus Julius Severus,personnalité politique
Lucius Aelius Lamia,militaire
Lucius Aelius Lamia,personnalité politique
Quintus Marcius Barea Soranus,personnalité politique
Marcus Furius Camillus,militaire
Marcus Furius Camillus,personnalité politique
Julius Julianus,personnalité politique
Lucius Postumius Albinus Regillensis,homme politique de la Rome antique
Lucius Postumius Albinus Regillensis,militaire
Caius Plautius Proculus,homme politique de la Rome antique
Caius Plautius Proculus,militaire
Publius Plautius Proculus,homme politique de la Rome antique
Marcus Gavius Maximus,personnalité politique
Nevitta,personnalité politique
Nevitta,officier
Gaius Aburnius Valens,personnalité politique
Lucius Papirius Crassus,homme politique de la Rome antique
Lucius Papirius Crassus,militaire
Quintus Aiacius Modestus Crescentianus,personnalité politique
Gaius Amafinius,écrivain
Gaius Amafinius,philosophe
Publius Annius Trebonius Gallus,militaire
Publius Annius Trebonius Gallus,personnalité politique
Trebellius Pollio,historien
Aulus Vicirius Proculus,personnalité politique
Titus Genucius Augurinus,homme politique de la Rome antique
Titus Genucius Augurinus,militaire
Gaius Oppius,écrivain
Gaius Oppius,personnalité politique
Gaius Oppius,historien
Quintus Fabius Ambustus,homme politique de la Rome antique
Quintus Fabius Ambustus,militaire
Quintus Fabius Ambustus,ancient Roman diplomat
Flavius Arinthaeus,personnalité politique
Aulus Postumius Tubertus,homme politique de la Rome antique
Aulus Postumius Tubertus,militaire
Caius Bellicius Torquatus,militaire
Caius Bellicius Torquatus,personnalité politique
Aulus Junius Pastor Lucius Caesennius Sospes,personnalité politique
Marcellinus,militaire
Marcellinus,fonctionnaire
Eucher de Lyon,évêque
Eucher de Lyon,écrivain
Eucher de Lyon,prêtre
Nonius Paternus,personnalité politique
Quintus Marcius Tremulus,homme politique de la Rome antique
Quintus Marcius Tremulus,militaire
Manius Acilius Glabrio,homme politique de la Rome antique
Manius Acilius Glabrio,militaire
Publius Cornelius Scipio Asiaticus,personnalité politique
Caius Aufidius Victorinus,personnalité politique
Lucius Fulcinius Trio,militaire
Lucius Fulcinius Trio,personnalité politique
Quintus Volusius Saturninus,militaire
Quintus Volusius Saturninus,personnalité politique
Quintus Volusius Saturninus,homme d'État
Caius Sulpicius Gallus,astronome
Caius Sulpicius Gallus,diplomate
Caius Sulpicius Gallus,homme politique de la Rome antique
Caius Sulpicius Gallus,militaire
Caius Fonteius Capito,militaire
Caius Fonteius Capito,personnalité politique
Marcus Valerius Volusus Maximus,homme politique de la Rome antique
Marcus Valerius Volusus Maximus,militaire
Gaius Licinius Lucullus,prêtre romain
Gaius Hostilius Tubulus,homme politique de la Rome antique
Gaius Hostilius Tubulus,militaire
Caius Sempronius Tuditanus,diplomate
Caius Sempronius Tuditanus,homme politique de la Rome antique
Caius Sicinius,homme politique de la Rome antique
Caius Servilius Casca,
Gaius Licinius Nerva,militaire
Lucius Domitius Aenobarbus,militaire
Lucius Domitius Aenobarbus,personnalité politique
Gaius Licinius Nerva,
Lucius Hostilius Cato,homme politique de la Rome antique
Lucius Hostilius Cato,militaire
Gaius Centenius,consul
Gaius Centenius,militaire
Gaius Mamilius Limetanus,homme politique de la Rome antique
Genucius,
Gaius Curiatius,
Cnaeus Sicinius,
Quintus Aelius Tubero,homme politique de la Rome antique
Lucius Apustius Fullo,homme politique de la Rome antique
Lucius Apustius Fullo,militaire
Gnaeus Trebonius,
Gaius Mamilius Vitulus,militaire
Gaius Mamilius Vitulus,personnalité politique
Heliodorus,médecin
Servilius Vatia,
Cnaeus Genucius,homme politique de la Rome antique
Titus Statius,homme politique de la Rome antique
Lucius Caedicius,homme politique de la Rome antique
Titus Genucius,homme politique de la Rome antique
Gnaeus Marcius,
Icili,
Lucius Sicinius,
Quintus Pomponius,
Gaius Lacerius,
Publius Curiatius,
Marcus Pomponius,
Sextus Tempanius,homme politique de la Rome antique
Sextus Tempanius,militaire
Marcus Maenius,
Marcus Acutius,homme politique de la Rome antique
Marcus Minucius,
Marcus Minucius Augurinus,
Quintus Mummius,
Lucius Mummius,militaire
Lucius Valerius Tappo,homme politique de la Rome antique
Lucius Valerius Tappo,militaire
Gaius Sempronius Rutilus,homme politique de la Rome antique
Publius Sempronius Blaesus,homme politique de la Rome antique
Marcus Junius Brutus,diplomate
Marcus Junius Brutus,militaire
Publius Junius Brutus,militaire
Publius Sempronius Gracchus,homme politique de la Rome antique
Gaius Valerius Tappo,
Gaius Publicius Bibulus,
Marcus Metilius,homme politique de la Rome antique
Tiberius Claudius Asellus,militaire
Marcus Pomponius,militaire
Titus Didius,homme politique de la Rome antique
Quintus Aelius Tubero,philosophe
Quintus Aelius Tubero,militaire
Publius Gabinius Capito,homme politique de la Rome antique
Caius Arruntius Catellius Celer,personnalité politique
Vipsanius Laenas,personnalité politique
Marcus Hirrius Fronto Neratius Pansa,personnalité politique
Publius Neratius Marcellus,militaire
Lucius Aurelius Cotta,militaire
Lucius Arennius,
Lucius Cassius Longinus,magistrat
Lucius Aurelius Cotta,militaire
Lucius Trebellius,personnalité politique
Lucius Aemilius Papus,militaire
Lucius Aemilius Papus,personnalité politique
Appius Annius Gallus,personnalité politique
Arrius Varus,centurion
Arrius Varus,militaire
Arrius Varus,soldat
Sextus Cocceius Vibianus,personnalité politique
Arrius Aper,militaire
Aemilius Rectus,personnalité politique
Lucius Plotius Gallus,écrivain
Lucius Plotius Gallus,rhéteur
Marius Secundus,personnalité politique
Publius Valerius Triarius,
Lucius Procilius,homme politique de la Rome antique
Lucius Procilius,historien romain de l'antiquité
Quintus Ancharius,militaire
Publius Rutilius,
Publius Servilius Globulus,homme politique de la Rome antique
Publius Servilius Globulus,militaire
Publius Rutilius,
Publius Cornelius Lentulus,personnalité politique
Publius Sabinus,
Publius Pasidienus Firmus,personnalité politique
Quintus Hortensius Hortalus,personnalité politique
Publi Sili,militaire
Publi Sili,personnalité politique
Quintus Fabricius,militaire
Quintus Fabius Buteo,homme politique de la Rome antique
Marcus Valerius Volusus Maximus,ancient Roman diplomat
Marcus Trebatius Priscus,militaire
Marcus Trebatius Priscus,personnalité politique
Lucius Lucretius Tricipitinus,homme politique de la Rome antique
Lucius Lucretius Tricipitinus,militaire
Gnaeus Gellius,annaliste
Gnaeus Gellius,historien romain de l'antiquité
Tiberius Claudius Severus Proculus,militaire
Tiberius Claudius Severus Proculus,personnalité politique
Titus Sextius Lateranus,militaire
Titus Sextius Lateranus,personnalité politique
Lucius Volusius Saturninus,militaire
Lucius Volusius Saturninus,personnalité politique
Titus Caesernius Statius Quinctius Statianus Memmius Macrinus,personnalité politique
Spurius Postumius Albus Regillensis,prêtre romain
Spurius Postumius Albus Regillensis,homme politique de la Rome antique
Spurius Postumius Albus Regillensis,militaire
Spurius Postumius Albus Regillensis,ancient Roman legislator
Quintus Lucretius Vespillo,militaire
Quintus Lucretius Vespillo,personnalité politique
Gaius Laecanius Bassus,militaire
Gaius Laecanius Bassus,personnalité politique
Marcus Gavius Squilla Gallicanus,militaire
Marcus Gavius Squilla Gallicanus,personnalité politique
Lucius Vorenus,militaire
Lucius Iavolenus Priscus,écrivain
Lucius Iavolenus Priscus,personnalité politique
Marcus Munatius Sulla Cerialis,personnalité politique
Titus Sextius Africanus,personnalité politique
Gaius Plautius Venox Hypsaeus,homme politique de la Rome antique
Gaius Plautius Venox Hypsaeus,militaire
Julius Honorius,écrivain
Julius Honorius,géographe
Quintus Quinctius Cincinnatus,homme politique de la Rome antique
Quintus Quinctius Cincinnatus,militaire
Publius Trebonius,personnalité politique
Marcus Nonius Arrius Mucianus,militaire
Marcus Nonius Arrius Mucianus,personnalité politique
Gaius Secius Campanus,personnalité politique
Marcus Fulvius Gillo,personnalité politique
Quintus Caecina Primus,personnalité politique
Caius Valerius Potitus Flacus,homme politique de la Rome antique
Caius Valerius Potitus Flacus,militaire
Caius Poetelius Libo Visolus,homme politique de la Rome antique
Caius Poetelius Libo Visolus,militaire
Sextus Vitulasius Nepos,personnalité politique
Lucius Licinius Sura,militaire
Lucius Licinius Sura,personnalité politique
Julius Obsequens,écrivain
Julius Obsequens,poète
Julius Obsequens,historien
Aulus Aternius Varus Fontinalis,homme politique de la Rome antique
Victor of Solothurn,soldat
Victor of Solothurn,martyr
Sextus Neranius Capito,personnalité politique
Caius Claudius Sabinus Regillensis,homme politique de la Rome antique
Caius Claudius Sabinus Regillensis,militaire
Marcus Aponius Saturninus,militaire
Marcus Aponius Saturninus,personnalité politique
Sulpicius Lucretius Barba,personnalité politique
Marcus Peducaeus Saenianus,personnalité politique
Cnaeus Domitius Tullus,personnalité politique
Tarpeia,
Marcus Pompeius Macrinus,personnalité politique
Lucius Pinarius Mamercinus Rufus,homme politique de la Rome antique
Lucius Pinarius Mamercinus Rufus,militaire
Lucius Pinarius Mamercinus Rufus,ancient Roman legislator
Mésomède de Crète,compositeur
Mésomède de Crète,poète
Mésomède de Crète,citharede
Mésomède de Crète,épigrammatiste
Spurius Furius Fusus,homme politique de la Rome antique
Spurius Furius Fusus,militaire
Titus Verginius Tricostus Caeliomontanus,homme politique de la Rome antique
Titus Verginius Tricostus Caeliomontanus,militaire
Marcus Papirius Crassus,homme politique de la Rome antique
Marcus Pedo Vergilianus,militaire
Marcus Pedo Vergilianus,personnalité politique
Marcus Cornelius Maluginensis,homme politique de la Rome antique
Marcus Cornelius Maluginensis,militaire
Lucius Licinius Lucullus,homme politique de la Rome antique
Lucius Licinius Lucullus,militaire
Spurius Servilius Priscus Structus,homme politique de la Rome antique
Spurius Servilius Priscus Structus,militaire
Marcus Livius Drusus,homme politique de la Rome antique
Marcus Livius Drusus,militaire
Lucius Caecilius Metellus Calvus,homme politique de la Rome antique
Lucius Caecilius Metellus Calvus,militaire
Lucius Caecilius Metellus Delmaticus,homme politique de la Rome antique
Lucius Caecilius Metellus Delmaticus,militaire
Marcus Livius Salinator,homme politique de la Rome antique
Marcus Livius Salinator,militaire
Lucius Aemilius Paullus,personnalité politique
Publius Petronius Turpilianus,militaire
Publius Petronius Turpilianus,personnalité politique
Lucius Coelius Antipater,écrivain
Lucius Coelius Antipater,juriste
Lucius Coelius Antipater,annaliste
Lucius Coelius Antipater,historien romain de l'antiquité
Quintus Caecilius Metellus Nepos,homme politique de la Rome antique
Fannia,
Rhadamsadès,monarque
Rhœmétalcès du Bosphore,monarque
Sauromatès III du Bosphore,monarque
Teiranès,monarque
Rhescuporis IV du Bosphore,monarque
Sauromatès IV du Bosphore,monarque
Ininthimeos,monarque
Pharsanzès,monarque
Gnaeus Fabius Ambustus,homme politique de la Rome antique
Gnaeus Pedanius Fuscus,personnalité politique
Pons de Cimiez,
Sextia,
Marcia,
Sauromatès II du Bosphore,monarque
Hippolyte,
Lucius Junius Pullus,homme politique de la Rome antique
Lucius Junius Pullus,militaire
Julius Epinedecactus,
Julius Exsuperantius,écrivain
Julius Exsuperantius,historien
Just de Lyon,archevêque
Caius Julius Victor,écrivain
Lucius Papirius Mugillanus,homme politique de la Rome antique
Lucius Papirius Mugillanus,militaire
Litorius,militaire
Lucius Atilius Luscus,homme politique de la Rome antique
Lucius Atilius Luscus,militaire
Lucius Aurelius Cotta,homme politique de la Rome antique
Lucius Aurelius Cotta,militaire
Lucius Baebius Dives,homme politique de la Rome antique
Lucius Baebius Dives,militaire
Lucius Flavius,
Lucius Julius Caesar,personnalité politique
Lucius Julius Iullus,homme politique de la Rome antique
Lucius Julius Iullus,militaire
Lucius Julius Libo le Jeune,personnalité politique
Lucius Mamilius Vitulus,homme politique de la Rome antique
Lucius Mamilius Vitulus,militaire
Lucius Munatius Gallus,
Lucius Papirius Praetextatus,homme politique de la Rome antique
Lucius Septimuleius,
Lucius Valerius Potitus,militaire
Lucius Vinicius,homme politique de la Rome antique
Titus Junius Brutus,homme politique de la Rome antique
Luscius Lanuvinus,poète
Luscius Lanuvinus,dramaturge
Tiberius Julius Secundus,
Marcus Antonius Polemo II,monarque
Marcus Antonius Polemo Ier,monarque
Marcus Aurelius Liber,aurige
Marcus Claudius Glicia,scribe
Marcus Junius Nipsus,mathématicien
Marcus Iallius Bassus Fabius Valerianus,militaire
Marcus Iallius Bassus Fabius Valerianus,personnalité politique
Marcus Junius,
Marcus Junius,
Marcus Juventius Thalna,homme politique de la Rome antique
Marcus Juventius Thalna,militaire
Marcus Martiannius Pulcher,
Marcus Mettius Rufus,
Marcus Sedatius Severianus,militaire
Marcus Sedatius Severianus,personnalité politique
Marcus Valerius Corvus,homme politique de la Rome antique
Publius Cornelius Scipio,homme politique de la Rome antique
Publius Cornelius Scipio,militaire
Mascezel,soldat
Lucius Aurelius Orestes,homme politique de la Rome antique
Lucius Aurelius Orestes,militaire
Valerius Maximus Basilius,personnalité politique
Publius Tullius Varro,personnalité politique
Nestor de Laranda,poète
Terence of Pesaro,prêtre
Numerius Julius Caesar,homme politique de la Rome antique
Olympius,personnalité politique
Paulin de Milan,écrivain
Paulin de Milan,hagiographe
Pauline,
Pegasus,militaire
Pegasus,personnalité politique
Pegasus,conseiller juridique
Lucius Petronius Sabinus,
Publius Sufenas Verus,
Gaius Volasenna Severus,personnalité politique
Pisandre de Laranda,écrivain
Pisandre de Laranda,poète
Pisandre de Laranda,mythographe
Protus and Hyacinth,
Synclética d'Alexandrie,religieux catholique
Porcius Licinus,écrivain
Porcius Licinus,poète
Procule de Pouzzoles,diacre
Rabirius,architecte
Volero Publilius,homme politique de la Rome antique
Volero Publilius,militaire
Publius Aelius Gutta Calpurnianus,aurige
Publius Horatius,militaire
Aponio,écrivain
Avendrace,prêtre catholique
Gaius of Corinth,
Quintus Fabius Buteo,militaire
Publius Cornelius Lentulus Marcellinus,orateur
Publius Licinius Lucullus,
Publi Furi,
Publius Magius,
Publius Pomponius Flaccus,personnalité politique
Publius Licinius Nerva,personnalité politique
Publius Licinius Nerva,militaire
Publius Titius Perpetuus,militaire
Licinius Proculus,
Afranius Dexter,militaire
Roscius Regulus,militaire
Rubrius,
Quintus Numerius Rufus,
Quintus Maelius,
Marcus Aurelius Cotta,militaire
Lucius Plotius Vicina,personnalité politique
Gaius Cluvius,militaire
Quintus Petillius,
Sextus Julius Caesar,homme politique de la Rome antique
Quintus Marcius Rufus,soldat
Quintus Pompeius,homme politique de la Rome antique
Quintus Pompeius,militaire
Lucius Julius Caesar,homme politique de la Rome antique
Lucius Julius Caesar,militaire
Hémétère de Calahorra,militaire
Aemilius Pacensis,soldat
Larcius Licinius,personnalité politique
Gnaeus Baebius Tamphilus,militaire
Saint Magin,
Claudius Pacatus,chef militaire
Marcus Firmus,
Marcus Stallius,architecte
Pau de Tricastin,évêque
Quintus Fabius Postuminus,personnalité politique
Tiberius Julius Lupus,
Saint Claudia,
Lucius Egilius,
Lucius Ninnius Quadratus,
Marcus Cluvius,opérateur de marché
Marcus Calpurnius Piso Frugi,homme politique de la Rome antique
Marcus Calpurnius Piso Frugi,militaire
Mettius Curtius,
Ninnius Crassus,poète
Octavius Ruso,historien
Octavius Musa,historien
Caius Publicius Marcellus,personnalité politique
Quintus Eclogius,historien
Quintus Glitius Felix,poète
Quintus Minucius Thermus,homme politique de la Rome antique
Quintus Minucius Thermus,militaire
Ablabius Murena,militaire
Lucius Fulvius Aburnius Valens,personnalité politique
Albinus,
Publius Alfenus Varus,militaire
Anastasi de Lleida,
Antius Restio,
Antistius,épigrammatiste
Antonius Flamma,personnalité politique
Publius Anteius Antiochos,philosophe
Appius Claudius Nero,homme politique de la Rome antique
Appius Claudius Nero,militaire
Appius Claudius Pulcher,homme politique de la Rome antique
Appius Claudius Pulcher,militaire
Lucius Appuleius Saturninus,militaire
Asinius Quadratus,épigrammatiste
Asinia Pollia,
Atilicinus,juriste
Aulus Baebius,homme politique de la Rome antique
Aulus Cornelius Mammula,militaire
Aulus Gabinius,militaire
Aulus Gabinius,
Aulus Gabinius,homme politique de la Rome antique
Aulus Gabinius,militaire
Licinius Nerva,homme politique de la Rome antique
Licinius Nerva,militaire
Aulus Manlius,militaire
Aulus Manlius Torquatus,militaire
Aulus Manlius Torquatus,personnalité politique
Aulus Nonius,homme politique de la Rome antique
Aulus Postumius Albinus,personnalité politique
Aulus Verginius,homme politique de la Rome antique
Aulus Verginius,
Aurelius Eubulus,personnalité politique
Marcus Bassaeus Rufus,militaire
Baebius Marcellinus,
Bellienus,
Gaius Anicius,personnalité politique
Calpurnia,
Calpurnia,
Caninius Celer,
Caius Atinius Labeo,homme politique de la Rome antique
Caius Atinius Labeo,militaire
Gaius Caecina Tuscus,personnalité politique
Celer,militaire
Publius Celer,militaire
Caeso Fabius Dorso,pontifex maximus
Cilo,personnalité politique
Cinna,juriste
Comini,
Lucius Clodius,homme politique de la Rome antique
Cornelia,
Lucius Cornificius the Elder,militaire
Marcus Cosconius,militaire
Crispinus Caepio,
Crispinus,poète
Crispinus,rhéteur
Marcus Titinius Curvus,militaire
Gaius Livius Denter,militaire
Diogenes,sculpteur
Curtius Rufus,
Lucius Furius,
Gaius Aemilius Mamercus,homme politique de la Rome antique
Gaius Aemilius Mamercus,militaire
Traianus Mucianus,chef militaire
Quintus Marcius Barea Sura,personnalité politique
Triphyllius,prêtre catholique
Ulpius Marcellus,
Marcus of Calabria,prêtre
Lucius Petrosidius,militaire
Claudius Apollonius,sportif
Aurelius Maximianus,
Blossius of Cuma,philosophe
Caius Vettulenus Civica Cerialis,personnalité politique
Clodia,
Decius Mundus,
Faustinus of Potentia,prêtre
Felix of Massa Martana,prêtre catholique
Fonteius,écrivain
Gaius Aurunculeius,personnalité politique
Gaius Aurunculeius,soldat
Julius Secundus,
Gnaeus Seius,
Innocentius of Tortona,prêtre catholique
Lucius Memmius,homme politique de la Rome antique
Longinus of Pomaria,prêtre catholique
Marzio Macro,soldat
Kanus Iunius Niger,
Sabinius Tiro,écrivain
Septime de Jesi,prêtre
Ursicinus of Brescia,prêtre catholique
Andromachus,
Caius Julius Sallustius Saturninus Fortunatianus,
Galeo Tettienus Severus Marcus Eppuleius Proculus Tiberius Caepio Hispo,sénateur romain
Gnaeus Baebius Tamphilus Vala Numonianus,magistrat monétaire
Lucius Sergius Esquilinus,personnalité politique
Quintus Aradius Rufinus Valerius Proculus Populonius,
Lucius Aquillius Florus,magistrat monétaire
Marcus Aurelius Diogenes,
Marcus Helvius Geminus,magistrat monétaire
Marcus Fadius Priscus,
Publius Sextius Lippinus Tarquitianus,
Sabinus Julianus,
Titus Mussidius Pollianus,personnalité politique
Torquatus Novellius Atticus,
Publius Cornelius Balbus,
Lucius Marcius Memor,
Aulus Gabinius Sisenna,militaire
Caelia Macrina,
Decimus Valerius Taurus Catullus Messallinus Asiaticus,
Cnaeus Manlius,
Lucius Cornelius Sulla Magnus,
Probus,
Exupérance de Ravenne,prêtre catholique
Lucius Cossinius,militaire
Titus Gallus,écrivain
Artemas de Pozzuoli,
Titus Andronicus,
Lucius Ennius,
Lucius Volusius Saturninus,
Lucius Aurelius Marcianus,Praeses
Marcus Licinius Scribonianus Camerinus,
Licinia Cornelia Volusia Torquata,
Sylvie d'Aquitaine,historien
Publius Lollius Maximus,soldat
Volusia Cornelia,
Marcus Vigellius,philosophe
Celedonio,soldat
Gaius Julius Cornutus Tertullu,
Justinus of Siponto,prêtre catholique
Juste d'Acerenza,prêtre catholique
Redentus of Trani,prêtre catholique
Quintus Apronius,soldat
Lucius Egnatius Rufus,personnalité politique
Ludius,peintre
Publius Manlius,homme politique de la Rome antique
Quintus Veranius,militaire
Quintus Veranius,personnalité politique
Claudia Pulchra maior,
Saint Halina,
Titus Vibius Varus,
Marcus Insteius,
Sextus Digitius,homme politique de la Rome antique
Oppien de Syrie,écrivain
Oppien de Syrie,poète
Publius Cornelius Philomusus,peintre
Tiberius Claudius Soter,peintre
Perpétue,écrivain
Auxibius,prêtre catholique
Lucius Mallius,peintre
Cornelius Lentulus,militaire
Cornelius Lentulus,personnalité politique
Cornelius Sulla,
Damio,
Daniel de Barcelona,
Decius Calpurnius,militaire
Decius Magius,
Domitius Calvinus,militaire
Decimus Iunius Brutus,
Decimus Junius Silanus Manlianus,homme politique de la Rome antique
Decimus Junius Silanus Manlianus,militaire
Decimus Quinctius,militaire
Aelius Gallus,écrivain
Aelius Gallus,médecin
Aelius Serapion,philosophe
Aelius Serenus,grammairien
Aemilia,prêtresse romaine
Aemilia Paulla,
Spurius Furius Camillus,militaire
Spurius Icilius,homme politique de la Rome antique
Spurius Metilius,
Spurius Maelius,homme politique de la Rome antique
Spurius Veturius Crassus Cicurinus,
Statorius,militaire
Statilius Capella,militaire
Eutychès,grammaticus
Eutychès,philologue
Eutychès,grammairien
Fabius Buteo,Acte d'accusation
Fabius Marcellinus,historien
Favorinus,orateur
Flamidià del Conflent,
Flavius Fimbria,militaire
Flavianus,militaire
Flavianus,préfet du prétoire
Phocas,écrivain
Phocas,grammairien
Fadia,
Fadia,
Gaius Acilius Glabrio,historien romain de l'antiquité
Titus Annius Cimber,homme politique de la Rome antique
Gaius Aurunculeius,militaire
Caius Bibulus,
Caius Calpurnius Piso Frugi,homme politique de la Rome antique
Gaius Canuleius,
Gaius Caelius Caldus the Younger,homme politique de la Rome antique
Gaius Cetronius,militaire
Gaius Cluvius Saxula,militaire
Gaius Cosconius,juge
Caius Cosconius,militaire
Caius Cosconius,personnalité politique
Caius Curtius Peducaeanus,militaire
Gaius Decimius,militaire
Caius Duillius,
Gaius Scribonius Curio,homme politique de la Rome antique
Gaius Scribonius Curio,militaire
Gaius Fabricius Luscinus,militaire
Gaius Fannius,homme politique de la Rome antique
Gaius Fannius Strabo,militaire
Gaius Fannius,historien
Gaius Fannius,orateur
Gaius Fannius,annaliste
Gaius Fannius,militaire
Gaius Fannius,personnalité politique
Gaius Fidiculanius Falcula,homme politique de la Rome antique
Gaius Flavius,praefectus fabrum
Caius Fuficius Fango,personnalité politique
Caius Furnius,homme politique de la Rome antique
Gaius Gargonius,rhéteur
Gaius Helvius,militaire
Gaius Herennius,militaire
Gaius Hostilius Cato,homme politique de la Rome antique
Gaius Hostilius Cato,militaire
Gaius Julius Postumus,personnalité politique
Caius Juventius,juriste
Caius Laetorius,militaire
Caius Licinius,homme politique de la Rome antique
Gaius Licinius Murena,homme politique de la Rome antique
Gaius Licinius Murena,militaire
Gaius Livius Salinator,homme politique de la Rome antique
Gaius Livius Salinator,militaire
Lucius Marcius Septimus,militaire
Lucius Marcius Septimus,chef militaire
Gaius Lucretius Gallus,militaire
Gaius Marcius,
Caius Marius,homme politique de la Rome antique
Gaius Memmius Quririnus,
Caius Memmius,homme politique de la Rome antique
Gaius Messius,militaire
Caius Opimius Pansa,
Caius Octavius,militaire
Gaius Octavius,militaire
Caius Orcivius,militaire
Gaius Plaetorius,
Gaius Plautius Venox,
Caius Pomptinus,homme politique de la Rome antique
Caius Pomptinus,militaire
Gaius Publicius Malleolus,
Gaius Publilius,
Gaius Rubrius Gallus,militaire
Atia,
Caius Julius Iulus,homme politique de la Rome antique
Caius Julius Iulus,militaire
Gaius Maesius Aquilius Fabius Titianus,personnalité politique
Lucius Aelius Lamia,personnalité politique
Lucius Alfenius Avitianus,personnalité politique
Lucius Alfenius Avitianus,officier
Gabinius Barbarus Pompeianus,personnalité politique
Avianius Vindicianus,
Astius Vindicianus,
Cynegius,
Cynegius,
Cynegius,
Vindicianus,
Marcus Aurelius Consius Quartus,personnalité politique
Quadrat de Nicomédie,
Rubria Tertulla,
Caius Asinius Nicomachus,personnalité politique
Ancharia,
Hostius Quadra,propriétaire d'esclaves
Caius Perelius Aurelius Alexander,grand prêtre
Caius Perelius Aurelius Alexander,pancratiast
Publius Lentulus,
Flavia Domitilla,
Lucius Veturius,
Crepereia Tryphaena,
Julius Florus,poète
Ascholius,
Gaius Calpurnius Aviola,personnalité politique
Rufus,
Oppia,prêtresse romaine
Livineius Regulus,
Aelia Sabina,chanteur
Aelia Sabina,organiste
Lucius Aquilius Florus,magistrat monétaire
Tiberius Claudius Atticus Herodianus,
Marcus Staberius Felix Primillanus,
Titien,
Titus Aelius Aurelius Metrodorus,coureur à pied
Felix,
Sulpicius Victor,rhéteur
Felix,soldat
Vitellius Afer,écrivain
Lucius Crepereius Madalianus,
Quintus Fabius Maximus,
Eugenius Asellus,
Remigius,
Sennius Paternus,
Pomponius Bassus,élu au service public
Mogetissa,militaire
