itemLabel,occupationLabel
Lucius Corellius Neratius Pansa,personnalité politique
Lucius Caecilius Metellus,homme politique de la Rome antique
Lucius Caecilius Metellus,militaire
Gaius Nautius Rutilus,homme politique de la Rome antique
Gaius Nautius Rutilus,militaire
Lucius Genucius Clepsina,homme politique de la Rome antique
Lucius Genucius Clepsina,militaire
Nicomaque de Gérase,mathématicien
Nicomaque de Gérase,philosophe
Nicomaque de Gérase,musicologue
Nicomaque de Gérase,théoricien de la musique
Cnaeus Domitius Ahenobarbus,homme politique de la Rome antique
Cnaeus Domitius Ahenobarbus,militaire
Tiberius Julius Alexander,militaire
Tiberius Julius Alexander,personnalité politique
Scipion l'Asiatique,homme politique de la Rome antique
Scipion l'Asiatique,militaire
Caius Octavius,homme politique de la Rome antique
Caius Octavius,militaire
Gaius Licinius Calvus,homme politique de la Rome antique
Lucius Canuleius Dives,homme politique de la Rome antique
Lucius Canuleius Dives,militaire
Lucius Cassius Longinus,personnalité politique
Luci Cassi,
Lucius Caecilius Denter,militaire
Lucius Considius,duumvir
Lucius Cornelius Cethegus,personnalité politique
Lucius Cornelius Scipio,
Lucius Decimius,légat
Lucius Critonius,
Lucius Roscius Aelianus Paculus Salvius Julianus,militaire
Lucius Roscius Aelianus Paculus Salvius Julianus,personnalité politique
Lucius Scribonius Libo Drusus,militaire
Lucius Equitius,personnalité politique
Lucius Stertinius,personnalité politique
Lucius Fannius,militaire
Lucio Flaminius Chilo,
Lucius Fabricius,personnalité politique
Lucius Fufidius,juriste
Lucius Flavius,militaire
Lucius Flavius,personnalité politique
Lucius Fufidius Pollio,militaire
Lucius Fufidius Pollio,personnalité politique
Lucius Furius,militaire
Lucius Genucius,légat
Lucius Hortensius,militaire
Lucius Hostilius Tubulus,homme politique de la Rome antique
Lucius Junius Brutus Damasippus,chef militaire
Lucius Juventius Laterensis,militaire
Lucius Junius Pacianus,militaire
Lucius Junius Brutus,homme politique de la Rome antique
Marcus Licinius Lucullus,personnalité politique
Marcus Licinius Lucullus,chef militaire
Lucius Licinius Lucullus,militaire
Lucius Lollius,militaire
Lucius Cornelius Lentulus,militaire
Lucius Magius,militaire
Lucius Manlius Torquatus,militaire
Luci Mari,
Lucius Novius Rufus,personnalité politique
Lucius Numisius,homme politique de la Rome antique
Lucius Octavius,militaire
Lucius Oppius Salinator,homme politique de la Rome antique
Lucius Oppius Salinator,militaire
Lucius Papirius Crassus,militaire
Lucius Ovinius Rusticus Cornelianus,militaire
Lucius Papirius Mugillanus,militaire
Lucius Papirius Maso,
Lucius Petillius,légat
Lucius Papirius Paetus,philosophe
Lucius Plautius Plancus,personnalité politique
Lucius Plautius Hypsaeus,homme politique de la Rome antique
Lucius Plautius Hypsaeus,militaire
Lucius Pompaeus,militaire
Lucius Publicius Malleolus,homme politique de la Rome antique
Lucius Quinctius Crispinus,homme politique de la Rome antique
Lucius Quinctius Crispinus,militaire
Lucius Racilius,personnalité politique
Lucius Antistius Reginus,homme politique de la Rome antique
Lucius Salvius Otho Titianus,militaire
Lucius Salvius Otho Titianus,personnalité politique
Lucius Seianus,militaire
Lucius Septimius,militaire
Lucius Terentius,militaire
Lucius Trebellius,
Lucius Sicinius Vellutus,
Lucius Tullius,militaire
Lucius Tremellius Scrofa,personnalité politique
Lucius Tullius Cicero,
Sextus Vettulenus Civica Cerialis,personnalité politique
Lucius Valerius Flaccus,prêtre romain
Lucius Vargunteius,personnalité politique
Lucius Villius Tappulus,militaire
Lucius Villius Tappulus,personnalité politique
Lucius Villius Annalis,militaire
Lucius Villius Annalis,personnalité politique
Lucius Vipstanus Messalla,militaire
Lucius Volteius,militaire
Lucius Volteius,personnalité politique
Lucius of Etruria,philosophe
Gnaeus Cornelius Scipio,militaire
Lucilius,militaire
Marcus Macrinius Vindex,militaire
Mamercus,
Manius Acilius Glabrio,militaire
Manius Acilius Glabrio,personnalité politique
Manlius Torquatus,militaire
Titus Manlius Mancinus,
Marcus Antius Briso,
Marcus Atilius Serranus,homme politique de la Rome antique
Marcus Atilius Serranus,militaire
Marc Atili Serrà,militaire
Marc Atili Serrà,personnalité politique
Marcus Aurelius Cotta,militaire
Marcus Barbatius Pollio,homme politique de la Rome antique
Marcus Calpurnius Piso,personnalité politique
Marcus Cantius,militaire
Marcus Canuleius,homme politique de la Rome antique
Marcus Caesoninus,militaire
Marcus Cincius,
Caius Servilius Structus Axilla,homme politique de la Rome antique
Caius Servilius Structus Axilla,militaire
Tyconius,écrivain
Tyconius,théologien
Antiochus,personnalité politique
Julius Laetus,militaire
Marcus Duronius,personnalité politique
Caecina Mavortius Basilius Decius,personnalité politique
Marcus Acilius Severus,personnalité politique
Aurelianus,consul
Aurelianus,personnalité politique
Gaius Vettius Cossinius Rufinus,personnalité politique
Pacatianus,personnalité politique
Gennadius Avienus,personnalité politique
Lucius Flavius Aper,soldat
Cornelius,
Decius Marius Venantius Basilius,personnalité politique
Lucius Cornelius Bocchus,écrivain
Lucius Cornelius Bocchus,historien
Cornelius Epicadus,écrivain
Cornelius Labeo,écrivain
Cornelius Labeo,philosophe
Cornelius Latinianus,
Cornelius Lentulus,préteur
Cornelius Lacon,militaire
Sextus Cornelius Repentinus,personnalité politique
Sextus Cornelius Repentinus,soldat
Cornelius Severus,écrivain
Cornelius Severus,poète
Cornelius Sulla Felix,personnalité politique
Basil of Amasea,prêtre
Cossus Cornelius Lentulus,militaire
Cossus Cornelius Lentulus,personnalité politique
Anicius Olybrius,personnalité politique
Illustrius Pusaeus,personnalité politique
Sebastiano,soldat
Crepereius Calpurnianus,historien romain de l'antiquité
Piat de Seclin,missionnaire
Piat de Seclin,martyr
Lucius Bruttius Quintius Crispinus,personnalité politique
Lucius Fulvius Curvus,homme politique de la Rome antique
Lucius Fulvius Curvus,militaire
Pentadius,fonctionnaire
Gaius Vibius Postumus,militaire
Gaius Vibius Postumus,personnalité politique
Caelius Aconius Probianus,personnalité politique
Apodemius,diplomate
Apodemius,fonctionnaire
Aconia Fabia Paulina,écrivain
Clodius Celsinus Adelphius,personnalité politique
Quintus Clodius Hermogenianus Olybrius,personnalité politique
Nummius Tuscus,personnalité politique
Quintus Ninnius Hasta,personnalité politique
Nepotianus,soldat
Anicia Faltonia Proba,
Flavius Domitius Leontius,personnalité politique
Marcus Maecius Memmius Furius Baburius Caecilianus Placidus,personnalité politique
Flavius Eucherius,personnalité politique
Caesarius,personnalité politique
Gaius Caecilius Metellus,homme politique de la Rome antique
Flavius Euodius,personnalité politique
Lucius Aelius Lamia Plautius Aelianus,militaire
Lucius Aelius Lamia Plautius Aelianus,personnalité politique
Lucius Aelius Tubero,écrivain
Lucius Aelius Tubero,historien
Lucius Aelius Tubero,philosophe
Lucius Aelius Tubero,militaire
Lucius Mammius Pollio,militaire
Lucius Mammius Pollio,personnalité politique
Lucius Ambivius Turpio,acteur de théâtre
Lucius Caecilius Metellus,homme politique de la Rome antique
Lucius Caecilius Rufus,militaire
Lucius Caecilius Rufus,personnalité politique
Lucius Caecilius Metellus,personnalité politique
Lucius Junius Gallion,rhéteur
Lucius Saufeius,historien romain de l'antiquité
Lucius Scribonius Libo,personnalité politique
Lucius Ulpius Marcellus,écrivain
Lucius Ulpius Marcellus,conseiller juridique
Lucius Valerius Flaccus,homme politique de la Rome antique
Lucius Valerius Flaccus,militaire
Lucius Valerius Flaccus,militaire
Lucius Valerius Flaccus,homme politique de la Rome antique
Lucius Valerius Flaccus,militaire
Lucius Voltacilius Pitholaus,historien
Lucius Voltacilius Pitholaus,orateur
Julius Bassianus,prêtre
Marius Plotius Sacerdos,écrivain
Marius Plotius Sacerdos,linguiste
Marcus Atilius,écrivain
Marcus Atilius,poète
Marcus Calpurnius Bibulus,écrivain
Marcus Gratidius,homme politique de la Rome antique
Marcus Gratidius,militaire
Marcus Junius Congus Gracchanus,historien
Marcus Marius,écrivain
Marcus Servilius Pulex Geminus,homme politique de la Rome antique
Marcus Servilius Pulex Geminus,militaire
Marcus Argentarius,poète
Marcus Argentarius,épigrammatiste
Gaius Licinius Calvus,militaire
Pertinax César,personnalité politique
Publilius Syrus,acteur
Publilius Syrus,écrivain
Publilius Syrus,poète
Publilius Syrus,dramaturge
Publilius Syrus,philosophe
Dexippe,écrivain
Dexippe,historien
Dexippe,soldat
Flavius Rufinus,militaire
Flavius Rufinus,personnalité politique
Constance de Lyon,écrivain
Constance de Lyon,poète
Constance de Lyon,auteur
Constance de Lyon,hagiographe
Jovin,personnalité politique
Jovin,usurpateur romain
Marcus Aemilius Scaurus,écrivain
Marcus Aemilius Scaurus,homme politique de la Rome antique
Marcus Aemilius Scaurus,militaire
Marcus Aemilius Scaurus,historien romain de l'antiquité
Thémistios,écrivain
Thémistios,militaire
Thémistios,personnalité politique
Thémistios,philosophe
Thémistios,orateur
Rufin d'Aquilée,écrivain
Rufin d'Aquilée,traducteur
Rufin d'Aquilée,moine
Rufin d'Aquilée,théologien
Rufin d'Aquilée,historien de l'Église
Lucius Calpurnius Piso Caesoninus,homme politique de la Rome antique
Pierre d'Alexandrie,prêtre
Publius Cornelius Lentulus Sura,homme politique de la Rome antique
Publius Cornelius Lentulus Sura,militaire
Tigellin,personnalité politique
Domitius Alexander,militaire
Avienus,écrivain
Avienus,poète
Avienus,proconsul
Julius Firmicus Maternus,astronome
Julius Firmicus Maternus,écrivain
Julius Firmicus Maternus,poète
Julius Firmicus Maternus,astrologue
Népotien,personnalité politique
Caius Claudius Marcellus,homme politique de la Rome antique
Caius Claudius Marcellus,militaire
Caius Licinius Verres,homme politique de la Rome antique
Caius Licinius Verres,militaire
Caius de Milan,prêtre
Dexippe,écrivain
Dexippe,philosophe
Sainte Ursule,
Marcus Claudius Marcellus,homme politique de la Rome antique
Marcus Claudius Marcellus,militaire
Lucius Cornelius Merula,homme politique de la Rome antique
Lucius Cornelius Merula,militaire
Nero Julius Caesar,personnalité politique
Marcus Terentius Varro Lucullus,homme politique de la Rome antique
Marcus Terentius Varro Lucullus,militaire
Flavius Eutropius,militaire
Flavius Eutropius,personnalité politique
Flavius Eutropius,fonctionnaire
Caius Helvius Cinna,poète
Caius Helvius Cinna,homme politique de la Rome antique
Marcus Arrecinus Clemens,personnalité politique
Onosandre,écrivain
Onosandre,philosophe
Onosandre,essayiste
Firmus,monarque
Publius Decius Mus,homme politique de la Rome antique
Publius Decius Mus,militaire
Lucius Cornelius Scipio Barbatus,homme politique de la Rome antique
Lucius Cornelius Scipio Barbatus,militaire
Adrien de Nicomédie,officier
Adrien de Nicomédie,martyr
Lucius Aemilius Lepidus Paullus,homme politique de la Rome antique
Lucius Aemilius Lepidus Paullus,militaire
Lucius Cassius Longinus,écrivain
Lucius Cassius Longinus,militaire
Lucius Cassius Longinus,personnalité politique
Sisenna Statilius Taurus,militaire
Sisenna Statilius Taurus,personnalité politique
Aetius,personnalité politique
Aetius,fonctionnaire
Marcus Marius Gratidianus,homme politique de la Rome antique
Marcus Marius Gratidianus,militaire
Macrien le Jeune,monarque
Macrien,personnalité politique
Macrien,officier
Macrien,soldat
Cnaeus Lentulus Batiatus,laniste
Cnaeus Lentulus Batiatus,homme politique de la Rome antique
Quiétus,personnalité politique
Opillio,personnalité politique
Valère Maxime,écrivain
Valère Maxime,poète
Valère Maxime,historien
Arbogast,militaire
Theodorus,personnalité politique
Quentin,missionnaire
Publius Rutilius Lupus,homme politique de la Rome antique
Publius Rutilius Lupus,militaire
Marcus Minucius Thermus,homme politique de la Rome antique
Marcus Minucius Thermus,militaire
Asella of Rome,religieux catholique
Longinus of Cardala,militaire
Longinus of Cardala,fonctionnaire
Lucius Fabius Gallus,
Tropez de Pise,
Marcus Aemilius Paullus,homme politique de la Rome antique
Marcus Aemilius Paullus,militaire
Caius Quinctius Valgus,personnalité politique
Caius Quinctius Valgus,fonctionnaire
Tanusius Geminus,historien
Tanusius Geminus,annaliste
Théodore Priscien,écrivain
Théodore Priscien,médecin
Julius Maternus,explorateur
Turnus,poète
Gavinus,prêtre catholique
Gavinus,martyr
Alexandre d'Abonuteichos,mystique
Gnaeus Pompeius Magnus,personnalité politique
Caius Licinius Varus,homme politique de la Rome antique
Caius Licinius Varus,militaire
Servius Fulvius Paetinus Nobilior,homme politique de la Rome antique
Servius Fulvius Paetinus Nobilior,militaire
Lucius Caninius Gallus,homme politique de la Rome antique
Lucius Caninius Gallus,militaire
Quintus Caecilius,militaire
Quintus Servilius Caepio,homme politique de la Rome antique
Quintus Servilius Caepio,militaire
Félicien de Foligno,prêtre
Gaius Caninius Rebilus,homme politique de la Rome antique
Gaius Caninius Rebilus,militaire
Xénophon de Cos,médecin
Georges de Cappadoce,prêtre
Castor de Rhodes,écrivain
Castor de Rhodes,historien
Castor de Rhodes,Rhetor
Gaius Rabirius,homme politique de la Rome antique
Lucius Cornelius Chrysogonus,homme politique de la Rome antique
Melitios de Lycopolis,prêtre
Hiéroclès,écrivain
Hiéroclès,philosophe
Marcus Junius Brutus,homme politique de la Rome antique
Marcus Porcius Cato,homme politique de la Rome antique
Publius Anteius Rufus,personnalité politique
Polybe,fonctionnaire impérial
Caius Antistius Reginus,militaire
Quintus Antistius Adventus Postumius Aquilinus,personnalité politique
Quintus Antistius Adventus Postumius Aquilinus,officier
Faustus Cornelius Sulla,personnalité politique
Manius Acilius Balbus,homme politique de la Rome antique
Manius Acilius Balbus,militaire
Lucius Cossonius Gallus Vecilius Crispinus Mansuanius Marcellinus Numisius Sabunus,personnalité politique
Lucilius le Jeune,écrivain
Lucilius le Jeune,poète
Lucilius le Jeune,gouverneur romain
Publius Cornelius Scipio Orestinus,chef militaire
Gnaeus Cornelius Dolabella,homme politique de la Rome antique
Gnaeus Cornelius Dolabella,militaire
Lucius Cornelius Lentulus Caudinus,homme politique de la Rome antique
Lucius Cornelius Lentulus Caudinus,militaire
Tryphiodore,écrivain
Tryphiodore,poète
Vettius Agorius Basilius Mavortius,militaire
Vettius Agorius Basilius Mavortius,personnalité politique
Anicius Hermogenianus Olybrius,personnalité politique
Tiberius Claudius Maximus,soldat
Lucio Postumio Albino,homme politique de la Rome antique
Lucio Postumio Albino,militaire
Marcus Porcius Caton,homme politique de la Rome antique
Eumène,rhéteur
Victor de Marseille,militaire
Gnaeus Julius Verus,militaire
Gnaeus Julius Verus,personnalité politique
Gnaeus Julius Verus,officier
Marcus Minucius Rufus,homme politique de la Rome antique
Marcus Minucius Rufus,militaire
Sulpicius Alexander,historien
Renatus Profuturus Frigeridus,historien
Quintus Spicius Cerialis,chef militaire
Numerius Fabius Pictor,homme politique de la Rome antique
Numerius Fabius Pictor,militaire
Caius Iulius Euryclès,chef militaire
Marcus Aemilius Lepidus,homme politique de la Rome antique
Marcus Aemilius Lepidus,militaire
Paul de Narbonne,prêtre
Turcius Rufius Apronianus Asterius,militaire
Turcius Rufius Apronianus Asterius,personnalité politique
Turcius Rufius Apronianus Asterius,auteur
Trophime d'Arles,prêtre catholique
Lucius Marcius Censorinus,homme politique de la Rome antique
Lucius Marcius Censorinus,militaire
Libérius,militaire
Libérius,personnalité politique
Lucius Volusius Saturninus,militaire
Saint Fabius,
"Fabio, mártir",
Fauste de Cyzique,
Felix,fonctionnaire
Felix of Como,prêtre
Félix de Nole,prêtre
Philippus,personnalité politique
Flavius Philippus,personnalité politique
Florentius,
Santa Fermina,
Flavien de Rome,
Flavius Eusignius,personnalité politique
Flavius Lampadius,personnalité politique
Flavius Leontius,militaire
Flavius Leontius,personnalité politique
Flavius Martinus,
Flavius Petrus,personnalité politique
Florentinus,fonctionnaire
Florentius,personnalité politique
Florus,fonctionnaire
Fortunatus of Casei,
Fortunatus,prêtre catholique
Fortunatianus d'Aquilée,prêtre
Fortunatianus d'Aquilée,prêtre catholique
Furius Crassipes,homme politique de la Rome antique
Furius Crassipes,militaire
Furius Maecius Gracchus,personnalité politique
Furius Maecius Gracchus,officier
Gabinius Vettius Probianus,personnalité politique
Gabinius Barbarus Pompeianus,personnalité politique
Caius Albucius Silus,écrivain
Caius Albucius Silus,personnalité politique
Gaius Annius Tiberianus,personnalité politique
Gaius Claudius Regilllensis,homme politique de la Rome antique
Gaius Fabius,homme politique de la Rome antique
Gaius Fabius,militaire
Caius Servilius Ahala,homme politique de la Rome antique
Caius Servilius Ahala,militaire
Gaius Volteius Capito,militaire
Caius Volcacius Tullus,militaire
Gaudenzio,prêtre catholique
Gaudentius,personnalité politique
Geminio Cresto,
Ioannes,personnalité politique
Jovius,personnalité politique
Iulia Serviana Paulina,
Giuliano,
Julius Festus Hymetius,personnalité politique
Julius Paris,historien
Julius Tutor,militaire
Julius Tutor,officier
Julius Tutor,chef militaire
Julius Tutor,soldat
Neratius Junius Flavianus,personnalité politique
Iunius Tiberianus,personnalité politique
Junius Valentinus,personnalité politique
Iustinianus,
Gnaeus Genucius Augurinus,homme politique de la Rome antique
Gnaeus Genucius Augurinus,militaire
Gnaeus Petreius,soldat
Cnaeus Quinctius Capitolinus,homme politique de la Rome antique
Gomoarius,officier
Gomoarius,chef militaire
Gomoarius,soldat
Gracchus,officier
Gracchus,fonctionnaire
Grata,
Gregorius,personnalité politique
Quintus Articuleius Paetus,militaire
Quintus Articuleius Paetus,personnalité politique
Gaius Helvidius Priscus,personnalité politique
Marcus Servilius,militaire
Marcus Servilius,personnalité politique
Honorat de Toulouse,prêtre catholique
Honorat de Toulouse,prélat
Lampadio,personnalité politique
Latronianus,poète
Marcus Laenius Flaccus,homme politique de la Rome antique
Limenius,personnalité politique
Lorentino d'Arezzo,
Lucillianus,officier
Lucius Albinus,
Lucius Annius,homme politique de la Rome antique
Lucius Artorius Pius Maximus,personnalité politique
Lucius Aurelius Gallus,personnalité politique
Lucius Aurelius Gallus,soldat
Lucius Betilienus Varus,personnalité politique
Lucius Betilienus Varus,magistrat
Lucius Crassicius Pansa,philosophe
Lucius Aelius Helvius Dionysius,personnalité politique
Lucius Fabius Severus,personnalité politique
Lucius Iulius Iullus,homme politique de la Rome antique
Lucius Iulius Iullus,militaire
Lucius Manlius Capitolinus,homme politique de la Rome antique
Lucius Manlius Capitolinus,militaire
Licius Hostilius Saserna,homme politique de la Rome antique
Lucius Ramnius,
Lucius Turranius Gratianus,personnalité politique
Lucius Turcius Apronianus Asterius,personnalité politique
Lucius Turcius Apronianus Asterius,officier
Cnaeus Matius,poète
Agathémère,médecin
Caius Annius Anullinus,personnalité politique
Caius Annius Anullinus,officier
Rufius Achilius Sividius,personnalité politique
Marcus Nummius Albinus,personnalité politique
Flavius Januarinus,personnalité politique
Tazio Andronico,personnalité politique
Flavius Ursus,personnalité politique
Flavius Ursus,soldat
Septimius Bassus,personnalité politique
Flavius Nigrinianus,personnalité politique
Boethius,personnalité politique
Tettius Facundus,personnalité politique
Domitius Zenophilus,personnalité politique
Vettius Justus,personnalité politique
Vettius Justus,officier
Quintus Caecilius,homme politique de la Rome antique
Paulus,personnalité politique
Anicius Auchenius Bassus,personnalité politique
Marcus Nummius Albinus,personnalité politique
Anicius Auchenius Bassus,personnalité politique
Quintus Atrius,militaire
Messius Maximus,écrivain
Decimus Junius Brutus,homme politique de la Rome antique
Decimus Junius Brutus,militaire
Decimus Iunius Brutus Scaeva,homme politique de la Rome antique
Decimus Iunius Brutus Scaeva,militaire
Decimus Terentius Gentianus,personnalité politique
Decimus Laberius,écrivain
Decimus Laberius,poète
Decimus Laberius,dramaturge
Decimus Laberius,mimographer
Decimus Laberius,militaire
Decimus Turullius,homme politique de la Rome antique
Marcus Porcius Cato Salonianus,magistrat
Marcus Porcius Cato Salonianus,homme politique de la Rome antique
Marcus Porcius Cato Salonianus,militaire
Decimus Valerius Asiaticus,personnalité politique
Flavius Decius Paulinus Iunior,personnalité politique
Gaius Fabricius Luscinus,diplomate
Gaius Fabricius Luscinus,homme politique de la Rome antique
Gaius Fabricius Luscinus,militaire
Sextus Iulius Iullus,homme politique de la Rome antique
Sextus Iulius Iullus,militaire
Lucius Geganius Macerinus,homme politique de la Rome antique
Lucius Geganius Macerinus,militaire
Caius Horatius Pulvillus,prêtre romain
Caius Horatius Pulvillus,homme politique de la Rome antique
Caius Horatius Pulvillus,militaire
Marcus Roscius Coelius,militaire
Marcus Roscius Coelius,personnalité politique
Marcus Roscius Coelius,officier
Marcus Roscius Coelius,soldat
Caius Veturius Cicurinus,homme politique de la Rome antique
Caius Veturius Cicurinus,militaire
Lucio Lucrezio Tricipitino Flavo,homme politique de la Rome antique
Lucio Lucrezio Tricipitino Flavo,militaire
Spurius Nautius Rutilus,homme politique de la Rome antique
Spurius Nautius Rutilus,militaire
Spurius Tarpeius Montanus Capitolinus,homme politique de la Rome antique
Spurius Tarpeius Montanus Capitolinus,militaire
Lucius Verginius Tricostus,homme politique de la Rome antique
Lucius Verginius Tricostus,militaire
Decimus Junius Silanus,écrivain
Decimus Junius Silanus,traducteur
Aulus Cornelius Cossus,homme politique de la Rome antique
Aulus Cornelius Cossus,militaire
Marcus Genucius Augurinus,homme politique de la Rome antique
Marcus Genucius Augurinus,militaire
Lucius Aemilius Mamercinus,homme politique de la Rome antique
Lucius Aemilius Mamercinus,militaire
Lucius Manlius Capitolinus Imperiosus,homme politique de la Rome antique
Volero Publilius Philo,homme politique de la Rome antique
Volero Publilius Philo,militaire
Caius Avidius Nigrinus,militaire
Caius Avidius Nigrinus,personnalité politique
Lucius Verginius Tricostus,homme politique de la Rome antique
Lucius Verginius Tricostus,militaire
Quintus Poetelius Libo Visolus,homme politique de la Rome antique
Quintus Poetelius Libo Visolus,militaire
Gaius Fabius Ambustus,homme politique de la Rome antique
Gaius Fabius Ambustus,militaire
Publius Cornelius Maluginensis,consul
Publius Cornelius Maluginensis,sénateur romain
Cnaeus Iulius Mento,homme politique de la Rome antique
Cnaeus Iulius Mento,militaire
Manius Papirius Crassus,prêtre romain
Manius Papirius Crassus,homme politique de la Rome antique
Manius Papirius Crassus,militaire
Lucius Pomponius Flaccus,militaire
Lucius Pomponius Flaccus,personnalité politique
Aulus Verginius Tricostus Rutilus,homme politique de la Rome antique
Aulus Verginius Tricostus Rutilus,militaire
Aulus Manlius Capitolinus,homme politique de la Rome antique
Aulus Manlius Capitolinus,militaire
Publius Sestius Capitolinus Vaticanus,homme politique de la Rome antique
Publius Sestius Capitolinus Vaticanus,militaire
Lucius Catilius Severus,militaire
Lucius Catilius Severus,personnalité politique
Marcus Cincius Alimentus,homme politique de la Rome antique
Marcus Cincius Alimentus,militaire
Marcus Caelius Vinicianus,personnalité politique
Marcus Cispius,
Marcus Considius Nonianus,personnalité politique
Marcus Cornelius Maluginensis,homme politique de la Rome antique
Marcus Cosconius,militaire
Marcus Cornelius Mammula,personnalité politique
Marcus Curius,militaire
Manio Curius,
Marcus Curtius Postumus,militaire
Marcus Decius,
Marcus Duillius,homme politique de la Rome antique
Marcus Duillius,
Marcus Aebutius Helva,homme politique de la Rome antique
Marcus Aebutius Helva,militaire
Marcus Aemilius Papus,prêtre
Marcus Aemilius Lepidus,personnalité politique
Marcus Aemilius Lepidus,homme politique de la Rome antique
Marcus Aemilius Lepidus,militaire
Marcus Aemilius Regillus,militaire
Marcus Eppius,militaire
Marcus Eppius,personnalité politique
Marcus Statilius Taurus,militaire
Marcus Statilius Taurus,personnalité politique
Marcus Flavius,
Marcus Fulvius Flaccus,militaire
Marcus Fulvius Nobilior,
Marcus Fundanius,
Marcus Furius,juriste
Marcus Furius,militaire
Marcus Fundanius Fundulus,
Marcus Furius Crassipes,homme politique de la Rome antique
Marcus Furius Crassipes,militaire
Marcus Furius Luscus,homme politique de la Rome antique
Marcus Gallus,médecin
Marcus Gallio,rhéteur
Marcus Genucius,militaire
Marcus Helvius Blasio,homme politique de la Rome antique
Marcus Helvius Blasio,militaire
Marcus Hostilius,
Marcus Junius Pera,
Marcus Junius Brutus,écrivain
Marcus Junius Brutus,militaire
Marcus Junius Brutus,juriste
Marcus Junius Brutus,historien
Marcus Junius Brutus,juriste
Marcus Junius Brutus,militaire
Marcus Junius Brutus,personnalité politique
Marc Laetori,personnalité politique
Marcus Laetorius,homme politique de la Rome antique
Marcus Laetorius Mergus,militaire
Marcus Licinius Crassus,militaire
Marcus Livineius Regulus,
Marcus Livius Macatus,militaire
Marcus Lucretius,
Marcus Lucretius,
Manius Marcius,homme politique de la Rome antique
Marcus Marcius Sermo,
Marcus Marius,homme politique de la Rome antique
Marc Meni,militaire
Marcus Mummius,militaire
Marcus Naevius,
Marcus Ogulnius Gallus,militaire
Marcus Octavius Herennius,
Marcus Octavius Ligur,personnalité politique
Marcus Nonius Sufenas,militaire
Marcus Oppius,militaire
Marcus Oppius,personnalité politique
Marcus Oppius Capito,militaire
Marcus Papirius Carbo,militaire
Marcus Perperna,légat
Marcus Pomponius,militaire
Marc Pomponi Mató,militaire
Marc Pomponi Mató,personnalité politique
Marcus Pomponius Marcellus,
Marcus Quinctilius Varus,militaire
Marcus Sergius Silus,militaire
Marcus Sextius Sabinus,homme politique de la Rome antique
Marcus Sextius Sabinus,militaire
Marcus Seius,
Marcus Terentius Varro Gibba,militaire
Marcus Terpolius,
Marcus Titius,personnalité politique
Marcus Valerius Paulinus,militaire
Marcus Valerius Paulinus,personnalité politique
Marcus Virgilius,
Marcius Livianus Turbo,militaire
Marius Alfius,personnalité politique
Menius Rufus,médecin
Maenius,
Caius Maenius,homme politique de la Rome antique
Minucius Thermus,militaire
Munatius,
Numerius Decimius,Armée romaine
Numisius Rufus,militaire
Numonius Vala,militaire
Octavius Marsus,militaire
Oppius Statianus,militaire
Publius Pactumeius Clemens,juriste
Lucius Volusius Saturninus,personnalité politique
Lucceius Albinus,personnalité politique
Quintus Sextius le Père,philosophe
Lucius Caninius Gallus,homme politique de la Rome antique
Lucius Caninius Gallus,militaire
Quintus Granius,personnalité politique
Gaius Helvidius Priscus,militaire
Gaius Helvidius Priscus,personnalité politique
Gaius Helvidius Priscus,philosophe
Marcus Aemilius Barbula,homme politique de la Rome antique
Marcus Aemilius Barbula,militaire
Valero de Zaragoza,évêque
Constantius Felix,personnalité politique
Favonius Eulogius,écrivain
Favonius Eulogius,rhéteur
Quintus Pompeius Rufus,homme politique de la Rome antique
Quintus Pompeius Rufus,militaire
Lucius Minucius Basilus,homme politique de la Rome antique
Lucius Minucius Basilus,militaire
Caius Ummidius Durmius Quadratus,personnalité politique
Caius Scribonius Curio,homme politique de la Rome antique
Caius Scribonius Curio,militaire
Lucius Neratius Proculus,
Lucius Papirius Maso,militaire
Himérios,rhéteur
Marcus Livius Denter,homme politique de la Rome antique
Marcus Livius Denter,militaire
Eustathius,personnalité politique
Bassus Herculanus,personnalité politique
Probus,personnalité politique
Laeta,
Anthemius Isidorus,personnalité politique
Strategius Apion,militaire
Strategius Apion,personnalité politique
Iulius Indus,chef militaire
Numerius Projectus,
Varanes,personnalité politique
Lucius Veturius Philo,homme politique de la Rome antique
Lucius Veturius Philo,militaire
Apollonius,personnalité politique
Anicius Probus,personnalité politique
Flavius Gaudentius,chef militaire
Symmachus,personnalité politique
Flavius Avitus Marinianus,personnalité politique
Aelius Festus Aphthonius,écrivain
Aelius Festus Aphthonius,grammairien
Quintus Fabius Memmius Symmachus,militaire
Quintus Fabius Memmius Symmachus,personnalité politique
Aggenus Urbicus,écrivain
Paulus,personnalité politique
Marcus Cornelius Scipio Maluginensis,homme politique de la Rome antique
Marcus Egnatius Rufus,personnalité politique
Fulvie,courtisan
Furius Dionysius Filocalus,écrivain
Furius Dionysius Filocalus,historien
Furius Dionysius Filocalus,créateur de caractères
Furius Dionysius Filocalus,peintre
Manius Acilius Aviola,personnalité politique
Lucius Minucius Thermus,militaire
Caius Aelius Paetus,homme politique de la Rome antique
Caius Aelius Paetus,militaire
Caius Antistius Vetus,homme politique de la Rome antique
Gaius Considius Paetus,homme politique de la Rome antique
Caius Cornelius,
Caius Claudius Canina,homme politique de la Rome antique
