item,itemLabel,praenomenLabel,nomenLabel,cognomenLabel,gensLabel,sexeLabel,date_naissance,lieu_naissanceLabel,date_mort,lieu_mortLabel,pere,mere
http://www.wikidata.org/entity/Q772838,Aulus Manlius Torquatus,Aulus,Manlius,Torquatus,Manlii,masculin,-0300-01-01T00:00:00Z,Rome antique,-0200-01-01T00:00:00Z,t2258541470,t2258541466,t2258541481
http://www.wikidata.org/entity/Q772848,Aulus Manlius Torquatus Atticus,Aulus,Manlius,Atticus,Manlii,masculin,-0250-01-01T00:00:00Z,Rome antique,-0300-01-01T00:00:00Z,t2258507124,http://www.wikidata.org/entity/Q541532,t2258507129
http://www.wikidata.org/entity/Q772848,Aulus Manlius Torquatus Atticus,Aulus,Manlius,Torquatus,Manlii,masculin,-0250-01-01T00:00:00Z,Rome antique,-0300-01-01T00:00:00Z,t2258507124,http://www.wikidata.org/entity/Q541532,t2258507129
http://www.wikidata.org/entity/Q773056,Aulus Postumius Albinus Luscus,Aulus,Postumius,Albinus,Postumii,masculin,-0300-01-01T00:00:00Z,Rome antique,-0200-01-01T00:00:00Z,t2258480921,t2258480918,t2258480919
http://www.wikidata.org/entity/Q773056,Aulus Postumius Albinus Luscus,Aulus,Postumius,Luscus,Postumii,masculin,-0300-01-01T00:00:00Z,Rome antique,-0200-01-01T00:00:00Z,t2258480921,t2258480918,t2258480919
http://www.wikidata.org/entity/Q776877,Caius Calpurnius Piso,Caius,Calpurnius,Piso,Calpurnii,masculin,-0229-01-01T00:00:00Z,Rome antique,-0179-01-01T00:00:00Z,t2258575162,http://www.wikidata.org/entity/Q857028,t2258575167
http://www.wikidata.org/entity/Q779957,Caius Claudius Pulcher,Caius,Claudius,,Claudii,masculin,-0200-01-01T00:00:00Z,Rome antique,-0166-01-01T00:00:00Z,t2258563949,http://www.wikidata.org/entity/Q382007,t2258563940
http://www.wikidata.org/entity/Q781626,Marcus Atilius Regulus,Marcus,Atilius,Regulus,Atilii,masculin,-0300-01-01T00:00:00Z,Rome,-0260-01-01T00:00:00Z,Rome,http://www.wikidata.org/entity/Q318718,t2258470544
http://www.wikidata.org/entity/Q857028,Caius Calpurnius Piso,Caius,Calpurnius,Piso,Calpurnii,masculin,-0250-01-01T00:00:00Z,Rome antique,t1936463448,t1936463485,http://www.wikidata.org/entity/Q102349608,t1936463490
http://www.wikidata.org/entity/Q857110,Caius Sulpicius Paterculus,Caius,Sulpicius,Paterculus,Sulpicii,masculin,-0300-01-01T00:00:00Z,Rome antique,-0300-01-01T00:00:00Z,t2258625436,t2258625430,t2258625434
http://www.wikidata.org/entity/Q867394,Lucius Cincius Alimentus,Lucius,Cincius,Q99895922,Cincii,masculin,-0300-01-01T00:00:00Z,Rome antique,t2258597017,t2258597021,http://www.wikidata.org/entity/Q99896748,t2258597014
http://www.wikidata.org/entity/Q868058,Cnaeus Cornelius Lentulus,Cnaeus,Cornelius,,Cornelii,masculin,-0300-01-01T00:00:00Z,Rome antique,-0183-01-01T00:00:00Z,Rome,http://www.wikidata.org/entity/Q934699,t2258619557
http://www.wikidata.org/entity/Q868070,Cnaeus Servilius Caepio,Cnaeus,Servilius,,Servilii,masculin,-0300-01-01T00:00:00Z,Rome antique,-0200-01-01T00:00:00Z,Rome,http://www.wikidata.org/entity/Q446819,t2258609876
http://www.wikidata.org/entity/Q868074,Cnaeus Servilius Caepio,Cnaeus,Servilius,,Servilii,masculin,-0300-01-01T00:00:00Z,Rome antique,-0300-01-01T00:00:00Z,t2258611825,t2258611823,t2258611830
http://www.wikidata.org/entity/Q897654,Publius Cornelius Scipio Asina,Publius,Cornelius,Scipio,Cornelii,masculin,-0300-01-01T00:00:00Z,Rome antique,t2258675310,t2258675309,http://www.wikidata.org/entity/Q453853,t2258675312
http://www.wikidata.org/entity/Q919223,Publius Cornelius Cethegus,Publius,Cornelius,,Cornelii,masculin,-0300-01-01T00:00:00Z,Rome antique,-0260-01-01T00:00:00Z,t2258766162,t2258766163,t2258766165
http://www.wikidata.org/entity/Q921791,Servius Cornelius Lentulus,Servius,Cornelius,,Cornelii,masculin,-0200-01-01T00:00:00Z,Rome antique,-0200-01-01T00:00:00Z,t298398597,http://www.wikidata.org/entity/Q10843902,t298398603
http://www.wikidata.org/entity/Q929472,Publius Licinius Crassus Dives,Publius,Licinius,Crassus,Licinii,masculin,-0300-01-01T00:00:00Z,Rome antique,-0182-01-01T00:00:00Z,t2258867404,http://www.wikidata.org/entity/Q29516851,t2258867425
http://www.wikidata.org/entity/Q929472,Publius Licinius Crassus Dives,Publius,Licinius,Dives,Licinii,masculin,-0300-01-01T00:00:00Z,Rome antique,-0182-01-01T00:00:00Z,t2258867404,http://www.wikidata.org/entity/Q29516851,t2258867425
http://www.wikidata.org/entity/Q929498,Quintus Caecilius Metellus,Quintus,Caecilius,Metellus,Caecilii,masculin,-0249-01-01T00:00:00Z,Rome antique,-0174-01-01T00:00:00Z,t2258799314,http://www.wikidata.org/entity/Q359810,t2258799318
http://www.wikidata.org/entity/Q934699,Lucius Cornelius Lentulus Caudinus,Lucius,Cornelius,Caudinus,Cornelii,masculin,-0300-01-01T00:00:00Z,Rome antique,-0212-01-01T00:00:00Z,t2258888705,http://www.wikidata.org/entity/Q1371755,t2258888703
http://www.wikidata.org/entity/Q934699,Lucius Cornelius Lentulus Caudinus,Lucius,Cornelius,Lentulus,Cornelii,masculin,-0300-01-01T00:00:00Z,Rome antique,-0212-01-01T00:00:00Z,t2258888705,http://www.wikidata.org/entity/Q1371755,t2258888703
