item,occupationLabel
http://www.wikidata.org/entity/Q921693,militaire
http://www.wikidata.org/entity/Q921720,homme politique de la Rome antique
http://www.wikidata.org/entity/Q921720,militaire
http://www.wikidata.org/entity/Q921791,homme politique de la Rome antique
http://www.wikidata.org/entity/Q921791,militaire
http://www.wikidata.org/entity/Q922459,homme politique de la Rome antique
http://www.wikidata.org/entity/Q922459,militaire
http://www.wikidata.org/entity/Q926229,écrivain
http://www.wikidata.org/entity/Q926229,poète
http://www.wikidata.org/entity/Q926229,grammaticus
http://www.wikidata.org/entity/Q927711,militaire
http://www.wikidata.org/entity/Q927711,personnalité politique
http://www.wikidata.org/entity/Q927711,philosophe
http://www.wikidata.org/entity/Q928239,personnalité politique
http://www.wikidata.org/entity/Q928302,militaire
http://www.wikidata.org/entity/Q928302,personnalité politique
http://www.wikidata.org/entity/Q928522,écrivain
http://www.wikidata.org/entity/Q928522,poète
http://www.wikidata.org/entity/Q928522,prêtre catholique
http://www.wikidata.org/entity/Q928668,prêtre
http://www.wikidata.org/entity/Q928891,personnalité politique
http://www.wikidata.org/entity/Q928894,militaire
http://www.wikidata.org/entity/Q928894,personnalité politique
http://www.wikidata.org/entity/Q928906,personnalité politique
http://www.wikidata.org/entity/Q929275,presbytre
http://www.wikidata.org/entity/Q929472,homme politique de la Rome antique
http://www.wikidata.org/entity/Q929472,militaire
http://www.wikidata.org/entity/Q929498,poète
http://www.wikidata.org/entity/Q929498,orateur
http://www.wikidata.org/entity/Q929498,homme politique de la Rome antique
http://www.wikidata.org/entity/Q929498,militaire
http://www.wikidata.org/entity/Q929593,homme politique de la Rome antique
http://www.wikidata.org/entity/Q929593,militaire
http://www.wikidata.org/entity/Q929627,homme politique de la Rome antique
http://www.wikidata.org/entity/Q929627,militaire
http://www.wikidata.org/entity/Q929785,
http://www.wikidata.org/entity/Q929900,personnalité politique
http://www.wikidata.org/entity/Q930459,écrivain
http://www.wikidata.org/entity/Q930459,poète
http://www.wikidata.org/entity/Q930459,officier
http://www.wikidata.org/entity/Q930850,homme politique de la Rome antique
http://www.wikidata.org/entity/Q930850,militaire
http://www.wikidata.org/entity/Q931802,personnalité politique
http://www.wikidata.org/entity/Q932714,écrivain
http://www.wikidata.org/entity/Q932714,mythographe
http://www.wikidata.org/entity/Q933792,écrivain
http://www.wikidata.org/entity/Q933792,médecin
http://www.wikidata.org/entity/Q933792,poète
http://www.wikidata.org/entity/Q934244,écrivain
http://www.wikidata.org/entity/Q934244,poète
http://www.wikidata.org/entity/Q934244,linguiste
http://www.wikidata.org/entity/Q934699,homme politique de la Rome antique
http://www.wikidata.org/entity/Q934699,militaire
http://www.wikidata.org/entity/Q935315,homme politique de la Rome antique
http://www.wikidata.org/entity/Q935315,militaire
http://www.wikidata.org/entity/Q935447,presbytre
http://www.wikidata.org/entity/Q935520,diplomate
http://www.wikidata.org/entity/Q935520,homme politique de la Rome antique
http://www.wikidata.org/entity/Q935520,militaire
http://www.wikidata.org/entity/Q935566,homme politique de la Rome antique
http://www.wikidata.org/entity/Q935566,militaire
http://www.wikidata.org/entity/Q936673,militaire
http://www.wikidata.org/entity/Q936716,personnalité politique
http://www.wikidata.org/entity/Q936992,homme politique de la Rome antique
http://www.wikidata.org/entity/Q936992,militaire
http://www.wikidata.org/entity/Q937601,prêtre catholique
http://www.wikidata.org/entity/Q937798,homme politique de la Rome antique
http://www.wikidata.org/entity/Q937798,militaire
http://www.wikidata.org/entity/Q938320,prêtre
http://www.wikidata.org/entity/Q938378,homme politique de la Rome antique
http://www.wikidata.org/entity/Q938378,militaire
http://www.wikidata.org/entity/Q938387,missionnaire
http://www.wikidata.org/entity/Q938426,homme politique de la Rome antique
http://www.wikidata.org/entity/Q938426,militaire
http://www.wikidata.org/entity/Q938462,homme politique de la Rome antique
http://www.wikidata.org/entity/Q938462,militaire
http://www.wikidata.org/entity/Q939001,homme politique de la Rome antique
http://www.wikidata.org/entity/Q939001,militaire
http://www.wikidata.org/entity/Q939045,homme politique de la Rome antique
http://www.wikidata.org/entity/Q939045,militaire
http://www.wikidata.org/entity/Q939456,homme politique de la Rome antique
http://www.wikidata.org/entity/Q939456,militaire
http://www.wikidata.org/entity/Q939993,annaliste
http://www.wikidata.org/entity/Q939993,homme politique de la Rome antique
http://www.wikidata.org/entity/Q939993,militaire
http://www.wikidata.org/entity/Q939993,historien romain de l'antiquité
http://www.wikidata.org/entity/Q940041,militaire
http://www.wikidata.org/entity/Q940041,personnalité politique
http://www.wikidata.org/entity/Q940162,homme politique de la Rome antique
http://www.wikidata.org/entity/Q940204,prêtre
http://www.wikidata.org/entity/Q940749,diplomate
http://www.wikidata.org/entity/Q940749,homme politique de la Rome antique
http://www.wikidata.org/entity/Q940749,militaire
http://www.wikidata.org/entity/Q976168,homme politique de la Rome antique
http://www.wikidata.org/entity/Q976599,homme politique de la Rome antique
http://www.wikidata.org/entity/Q976599,militaire
http://www.wikidata.org/entity/Q977571,moine
http://www.wikidata.org/entity/Q977653,personnalité politique
http://www.wikidata.org/entity/Q978971,personnalité politique
http://www.wikidata.org/entity/Q979296,personnalité politique
http://www.wikidata.org/entity/Q980693,lutteur
http://www.wikidata.org/entity/Q981219,homme politique de la Rome antique
http://www.wikidata.org/entity/Q981219,militaire
http://www.wikidata.org/entity/Q982066,personnalité politique
http://www.wikidata.org/entity/Q982077,prêtre catholique
http://www.wikidata.org/entity/Q982497,homme politique de la Rome antique
http://www.wikidata.org/entity/Q983260,militaire
http://www.wikidata.org/entity/Q983260,historien romain de l'antiquité
http://www.wikidata.org/entity/Q983266,homme politique de la Rome antique
http://www.wikidata.org/entity/Q983266,militaire
http://www.wikidata.org/entity/Q983282,homme politique de la Rome antique
http://www.wikidata.org/entity/Q983282,militaire
http://www.wikidata.org/entity/Q983290,homme politique de la Rome antique
http://www.wikidata.org/entity/Q983290,militaire
http://www.wikidata.org/entity/Q983525,aurige
http://www.wikidata.org/entity/Q984200,homme politique de la Rome antique
http://www.wikidata.org/entity/Q984407,homme politique de la Rome antique
http://www.wikidata.org/entity/Q984407,militaire
http://www.wikidata.org/entity/Q984421,militaire
http://www.wikidata.org/entity/Q984421,personnalité politique
http://www.wikidata.org/entity/Q984483,militaire
http://www.wikidata.org/entity/Q987887,poète
http://www.wikidata.org/entity/Q994757,écrivain
http://www.wikidata.org/entity/Q994757,auteur
http://www.wikidata.org/entity/Q994764,militaire
http://www.wikidata.org/entity/Q994998,sculpteur
http://www.wikidata.org/entity/Q995441,écrivain
http://www.wikidata.org/entity/Q995441,historien
http://www.wikidata.org/entity/Q995441,auteur
http://www.wikidata.org/entity/Q995993,personnalité politique
http://www.wikidata.org/entity/Q995996,écrivain
http://www.wikidata.org/entity/Q995996,poète
http://www.wikidata.org/entity/Q1001933,écrivain
http://www.wikidata.org/entity/Q1001940,militaire
http://www.wikidata.org/entity/Q1001940,personnalité politique
http://www.wikidata.org/entity/Q1001947,écrivain
http://www.wikidata.org/entity/Q1001947,militaire
http://www.wikidata.org/entity/Q1001947,personnalité politique
http://www.wikidata.org/entity/Q1001947,grammaticus
http://www.wikidata.org/entity/Q1001949,écrivain
http://www.wikidata.org/entity/Q1001949,personnalité politique
http://www.wikidata.org/entity/Q1001949,grammaticus
http://www.wikidata.org/entity/Q1025379,théologien
http://www.wikidata.org/entity/Q1026025,acteur de théâtre
http://www.wikidata.org/entity/Q1026534,militaire
http://www.wikidata.org/entity/Q1026534,personnalité politique
http://www.wikidata.org/entity/Q1026534,officier
http://www.wikidata.org/entity/Q1026547,personnalité politique
http://www.wikidata.org/entity/Q1027390,prêtre catholique
http://www.wikidata.org/entity/Q1027390,soldat
http://www.wikidata.org/entity/Q1027458,
http://www.wikidata.org/entity/Q1027460,
http://www.wikidata.org/entity/Q1027950,juriste
http://www.wikidata.org/entity/Q1027950,antiquaire
http://www.wikidata.org/entity/Q1028637,
http://www.wikidata.org/entity/Q1032278,militaire
http://www.wikidata.org/entity/Q1032278,fonctionnaire
http://www.wikidata.org/entity/Q1032689,personnalité politique
http://www.wikidata.org/entity/Q1032689,officier
http://www.wikidata.org/entity/Q1033173,receveur des finances
http://www.wikidata.org/entity/Q1039607,Magister militum
http://www.wikidata.org/entity/Q1047983,homme politique de la Rome antique
http://www.wikidata.org/entity/Q1047983,militaire
http://www.wikidata.org/entity/Q1048424,personnalité politique
http://www.wikidata.org/entity/Q1051213,homme politique de la Rome antique
http://www.wikidata.org/entity/Q1051213,militaire
http://www.wikidata.org/entity/Q1052718,personnalité politique
http://www.wikidata.org/entity/Q1053754,
http://www.wikidata.org/entity/Q1056198,écrivain
http://www.wikidata.org/entity/Q1060389,prêtre
http://www.wikidata.org/entity/Q1074016,homme politique de la Rome antique
http://www.wikidata.org/entity/Q1074016,militaire
http://www.wikidata.org/entity/Q1076644,militaire
http://www.wikidata.org/entity/Q1076644,personnalité politique
http://www.wikidata.org/entity/Q1077925,acteur
http://www.wikidata.org/entity/Q1077925,acteur de théâtre
http://www.wikidata.org/entity/Q1084275,militaire
http://www.wikidata.org/entity/Q1084275,personnalité politique
http://www.wikidata.org/entity/Q1084275,officier
http://www.wikidata.org/entity/Q1084333,militaire
http://www.wikidata.org/entity/Q1084333,personnalité politique
http://www.wikidata.org/entity/Q1084333,philosophe
http://www.wikidata.org/entity/Q1088287,personnalité politique
http://www.wikidata.org/entity/Q1091296,homme politique de la Rome antique
http://www.wikidata.org/entity/Q1091296,militaire
http://www.wikidata.org/entity/Q1091308,écrivain
http://www.wikidata.org/entity/Q1093812,religieuse
http://www.wikidata.org/entity/Q1094373,homme politique de la Rome antique
http://www.wikidata.org/entity/Q1095889,militaire
http://www.wikidata.org/entity/Q1095889,personnalité politique
http://www.wikidata.org/entity/Q1096207,prêtre
http://www.wikidata.org/entity/Q1097304,vestale
http://www.wikidata.org/entity/Q1098296,écrivain
http://www.wikidata.org/entity/Q723453,
http://www.wikidata.org/entity/Q723472,personnalité politique
http://www.wikidata.org/entity/Q723477,militaire
http://www.wikidata.org/entity/Q723481,militaire
http://www.wikidata.org/entity/Q723481,personnalité politique
http://www.wikidata.org/entity/Q723485,personnalité politique
http://www.wikidata.org/entity/Q723605,personnalité politique
http://www.wikidata.org/entity/Q723605,officier
http://www.wikidata.org/entity/Q724689,Ab epistulis
http://www.wikidata.org/entity/Q724702,presbytre
http://www.wikidata.org/entity/Q724735,homme politique de la Rome antique
http://www.wikidata.org/entity/Q724735,militaire
http://www.wikidata.org/entity/Q725225,astrologue
http://www.wikidata.org/entity/Q725225,philosophe
http://www.wikidata.org/entity/Q725225,théoricien de la musique
http://www.wikidata.org/entity/Q725585,militaire
http://www.wikidata.org/entity/Q725585,personnalité politique
http://www.wikidata.org/entity/Q725696,homme politique de la Rome antique
http://www.wikidata.org/entity/Q725696,militaire
http://www.wikidata.org/entity/Q725714,personnalité politique
http://www.wikidata.org/entity/Q725823,poète
http://www.wikidata.org/entity/Q726689,personnalité politique
http://www.wikidata.org/entity/Q727513,chef militaire
http://www.wikidata.org/entity/Q727589,écrivain
http://www.wikidata.org/entity/Q727589,personnalité politique
http://www.wikidata.org/entity/Q727589,juriste
http://www.wikidata.org/entity/Q727792,militaire
http://www.wikidata.org/entity/Q727792,personnalité politique
http://www.wikidata.org/entity/Q727792,officier
http://www.wikidata.org/entity/Q727792,historien
http://www.wikidata.org/entity/Q727886,personnalité politique
http://www.wikidata.org/entity/Q728245,prêtre catholique
http://www.wikidata.org/entity/Q728335,militaire
http://www.wikidata.org/entity/Q728335,personnalité politique
http://www.wikidata.org/entity/Q728349,personnalité politique
http://www.wikidata.org/entity/Q728527,
http://www.wikidata.org/entity/Q728676,homme politique de la Rome antique
http://www.wikidata.org/entity/Q728676,militaire
http://www.wikidata.org/entity/Q728918,homme politique de la Rome antique
http://www.wikidata.org/entity/Q728918,militaire
http://www.wikidata.org/entity/Q728993,personnalité politique
http://www.wikidata.org/entity/Q729008,militaire
http://www.wikidata.org/entity/Q729008,personnalité politique
http://www.wikidata.org/entity/Q729102,personnalité politique
http://www.wikidata.org/entity/Q729244,écrivain
http://www.wikidata.org/entity/Q729244,philosophe
http://www.wikidata.org/entity/Q729415,personnalité politique
http://www.wikidata.org/entity/Q729415,augure
http://www.wikidata.org/entity/Q729415,sénateur romain
http://www.wikidata.org/entity/Q730426,militaire
http://www.wikidata.org/entity/Q730479,personnalité politique
http://www.wikidata.org/entity/Q730789,écrivain
http://www.wikidata.org/entity/Q730789,traducteur
http://www.wikidata.org/entity/Q730905,homme politique de la Rome antique
http://www.wikidata.org/entity/Q730905,militaire
http://www.wikidata.org/entity/Q730955,militaire
http://www.wikidata.org/entity/Q730955,personnalité politique
http://www.wikidata.org/entity/Q731059,
http://www.wikidata.org/entity/Q731280,homme politique de la Rome antique
http://www.wikidata.org/entity/Q731280,militaire
http://www.wikidata.org/entity/Q731306,militaire
http://www.wikidata.org/entity/Q731306,homme politique de la Rome antique
http://www.wikidata.org/entity/Q731306,militaire
http://www.wikidata.org/entity/Q731413,officier
http://www.wikidata.org/entity/Q731534,homme politique de la Rome antique
http://www.wikidata.org/entity/Q731534,militaire
http://www.wikidata.org/entity/Q731546,personnalité politique
http://www.wikidata.org/entity/Q731587,peintre
http://www.wikidata.org/entity/Q731690,personnalité politique
http://www.wikidata.org/entity/Q731750,écrivain
http://www.wikidata.org/entity/Q731750,militaire
http://www.wikidata.org/entity/Q732843,personnalité politique
http://www.wikidata.org/entity/Q732865,
http://www.wikidata.org/entity/Q733566,militaire
http://www.wikidata.org/entity/Q733566,personnalité politique
http://www.wikidata.org/entity/Q734088,militaire
http://www.wikidata.org/entity/Q734088,personnalité politique
http://www.wikidata.org/entity/Q734452,personnalité politique
http://www.wikidata.org/entity/Q734881,personnalité politique
http://www.wikidata.org/entity/Q735122,personnalité politique
http://www.wikidata.org/entity/Q735162,personnalité politique
http://www.wikidata.org/entity/Q735515,philosophe
http://www.wikidata.org/entity/Q735917,personnalité politique
http://www.wikidata.org/entity/Q736087,homme politique de la Rome antique
http://www.wikidata.org/entity/Q736087,militaire
http://www.wikidata.org/entity/Q736267,monarque
http://www.wikidata.org/entity/Q736335,militaire
http://www.wikidata.org/entity/Q736335,personnalité politique
http://www.wikidata.org/entity/Q737083,militaire
http://www.wikidata.org/entity/Q737083,homme politique de la Rome antique
http://www.wikidata.org/entity/Q737083,militaire
http://www.wikidata.org/entity/Q737481,homme politique de la Rome antique
http://www.wikidata.org/entity/Q737481,militaire
http://www.wikidata.org/entity/Q737583,personnalité politique
http://www.wikidata.org/entity/Q737911,prêtre
http://www.wikidata.org/entity/Q738433,homme politique de la Rome antique
http://www.wikidata.org/entity/Q738433,militaire
http://www.wikidata.org/entity/Q738590,personnalité politique
http://www.wikidata.org/entity/Q738590,orateur
http://www.wikidata.org/entity/Q739131,homme politique de la Rome antique
http://www.wikidata.org/entity/Q318726,militaire
http://www.wikidata.org/entity/Q318803,homme politique de la Rome antique
http://www.wikidata.org/entity/Q318803,militaire
http://www.wikidata.org/entity/Q318865,personnalité politique
http://www.wikidata.org/entity/Q318879,homme politique de la Rome antique
http://www.wikidata.org/entity/Q318879,militaire
http://www.wikidata.org/entity/Q318974,diacre
http://www.wikidata.org/entity/Q319252,militaire
http://www.wikidata.org/entity/Q319252,personnalité politique
http://www.wikidata.org/entity/Q319273,écrivain
http://www.wikidata.org/entity/Q319273,poète
http://www.wikidata.org/entity/Q319273,dramaturge
http://www.wikidata.org/entity/Q319273,homme politique de la Rome antique
http://www.wikidata.org/entity/Q319273,militaire
http://www.wikidata.org/entity/Q319273,historien romain de l'antiquité
http://www.wikidata.org/entity/Q319410,personnalité politique
http://www.wikidata.org/entity/Q319423,écrivain
http://www.wikidata.org/entity/Q319423,avocat
http://www.wikidata.org/entity/Q319561,homme politique de la Rome antique
http://www.wikidata.org/entity/Q319561,militaire
http://www.wikidata.org/entity/Q320136,prêtre
http://www.wikidata.org/entity/Q320199,prêtre
http://www.wikidata.org/entity/Q320902,écrivain
http://www.wikidata.org/entity/Q320902,avocat
http://www.wikidata.org/entity/Q320902,poète
http://www.wikidata.org/entity/Q320902,orateur
http://www.wikidata.org/entity/Q320902,annaliste
http://www.wikidata.org/entity/Q320902,homme politique de la Rome antique
http://www.wikidata.org/entity/Q320902,militaire
http://www.wikidata.org/entity/Q321639,prêtre
http://www.wikidata.org/entity/Q322054,écrivain
http://www.wikidata.org/entity/Q322054,officier
http://www.wikidata.org/entity/Q322054,auteur
http://www.wikidata.org/entity/Q324602,homme politique de la Rome antique
http://www.wikidata.org/entity/Q324602,militaire
http://www.wikidata.org/entity/Q324608,homme politique de la Rome antique
http://www.wikidata.org/entity/Q324608,militaire
http://www.wikidata.org/entity/Q325906,aristocrate
http://www.wikidata.org/entity/Q326560,personnalité politique
http://www.wikidata.org/entity/Q326589,usurpateur romain
http://www.wikidata.org/entity/Q326600,personnalité politique
http://www.wikidata.org/entity/Q326600,officier
http://www.wikidata.org/entity/Q326809,personnalité politique
http://www.wikidata.org/entity/Q328050,militaire
http://www.wikidata.org/entity/Q328206,juriste
http://www.wikidata.org/entity/Q328206,homme politique de la Rome antique
http://www.wikidata.org/entity/Q329114,militaire
http://www.wikidata.org/entity/Q329114,personnalité politique
http://www.wikidata.org/entity/Q329271,militaire
http://www.wikidata.org/entity/Q329271,personnalité politique
http://www.wikidata.org/entity/Q329274,écrivain
http://www.wikidata.org/entity/Q329274,juriste
http://www.wikidata.org/entity/Q329274,homme politique de la Rome antique
http://www.wikidata.org/entity/Q329433,militaire
http://www.wikidata.org/entity/Q329433,personnalité politique
http://www.wikidata.org/entity/Q329554,personnalité politique
http://www.wikidata.org/entity/Q329556,personnalité politique
http://www.wikidata.org/entity/Q329558,homme politique de la Rome antique
http://www.wikidata.org/entity/Q329558,militaire
http://www.wikidata.org/entity/Q329563,personnalité politique
http://www.wikidata.org/entity/Q329566,personnalité politique
http://www.wikidata.org/entity/Q329566,soldat
http://www.wikidata.org/entity/Q329569,militaire
http://www.wikidata.org/entity/Q329569,personnalité politique
http://www.wikidata.org/entity/Q329572,militaire
http://www.wikidata.org/entity/Q329572,personnalité politique
http://www.wikidata.org/entity/Q329578,militaire
http://www.wikidata.org/entity/Q329591,personnalité politique
http://www.wikidata.org/entity/Q329595,personnalité politique
http://www.wikidata.org/entity/Q329602,personnalité politique
http://www.wikidata.org/entity/Q329606,personnalité politique
http://www.wikidata.org/entity/Q329611,personnalité politique
http://www.wikidata.org/entity/Q331245,homme politique de la Rome antique
http://www.wikidata.org/entity/Q331245,militaire
http://www.wikidata.org/entity/Q332519,chef militaire
http://www.wikidata.org/entity/Q332785,écrivain
http://www.wikidata.org/entity/Q332785,poète
http://www.wikidata.org/entity/Q332785,philosophe
http://www.wikidata.org/entity/Q332831,missionnaire
http://www.wikidata.org/entity/Q332842,homme politique de la Rome antique
http://www.wikidata.org/entity/Q332942,moine
http://www.wikidata.org/entity/Q333064,militaire
http://www.wikidata.org/entity/Q333064,personnalité politique
http://www.wikidata.org/entity/Q333092,militaire
http://www.wikidata.org/entity/Q333092,personnalité politique
http://www.wikidata.org/entity/Q333770,personnalité politique
http://www.wikidata.org/entity/Q333788,centurion
http://www.wikidata.org/entity/Q333788,militaire
http://www.wikidata.org/entity/Q333788,personnalité politique
http://www.wikidata.org/entity/Q333799,militaire
http://www.wikidata.org/entity/Q333799,personnalité politique
http://www.wikidata.org/entity/Q333826,personnalité politique
http://www.wikidata.org/entity/Q333826,soldat
http://www.wikidata.org/entity/Q334457,écrivain
http://www.wikidata.org/entity/Q334457,historien
http://www.wikidata.org/entity/Q334457,philosophe
http://www.wikidata.org/entity/Q334457,orateur
http://www.wikidata.org/entity/Q334905,militaire
http://www.wikidata.org/entity/Q334905,personnalité politique
http://www.wikidata.org/entity/Q334907,homme politique de la Rome antique
http://www.wikidata.org/entity/Q940860,personnalité politique
http://www.wikidata.org/entity/Q942861,officier
http://www.wikidata.org/entity/Q943175,homme politique de la Rome antique
http://www.wikidata.org/entity/Q943175,militaire
http://www.wikidata.org/entity/Q943702,homme politique de la Rome antique
http://www.wikidata.org/entity/Q943702,militaire
http://www.wikidata.org/entity/Q943719,prêtre
http://www.wikidata.org/entity/Q944631,juriste
http://www.wikidata.org/entity/Q944831,militaire
http://www.wikidata.org/entity/Q947119,homme politique de la Rome antique
http://www.wikidata.org/entity/Q947119,militaire
http://www.wikidata.org/entity/Q947137,homme politique de la Rome antique
http://www.wikidata.org/entity/Q947137,militaire
http://www.wikidata.org/entity/Q947179,homme politique de la Rome antique
http://www.wikidata.org/entity/Q947179,militaire
http://www.wikidata.org/entity/Q947550,personnalité politique
http://www.wikidata.org/entity/Q947576,historien
http://www.wikidata.org/entity/Q947576,annaliste
http://www.wikidata.org/entity/Q947607,homme politique de la Rome antique
http://www.wikidata.org/entity/Q947607,militaire
http://www.wikidata.org/entity/Q947630,homme politique de la Rome antique
http://www.wikidata.org/entity/Q947630,militaire
http://www.wikidata.org/entity/Q947640,personnalité politique
http://www.wikidata.org/entity/Q947663,diplomate
http://www.wikidata.org/entity/Q947663,homme politique de la Rome antique
http://www.wikidata.org/entity/Q947663,militaire
http://www.wikidata.org/entity/Q947687,militaire
http://www.wikidata.org/entity/Q947687,personnalité politique
http://www.wikidata.org/entity/Q947687,patrice
http://www.wikidata.org/entity/Q947726,militaire
http://www.wikidata.org/entity/Q947726,personnalité politique
http://www.wikidata.org/entity/Q947736,homme politique de la Rome antique
http://www.wikidata.org/entity/Q947736,militaire
http://www.wikidata.org/entity/Q948114,écrivain
http://www.wikidata.org/entity/Q948114,poète
http://www.wikidata.org/entity/Q948114,annaliste
http://www.wikidata.org/entity/Q948114,historien romain de l'antiquité
http://www.wikidata.org/entity/Q948154,dramaturge
http://www.wikidata.org/entity/Q949214,homme politique de la Rome antique
http://www.wikidata.org/entity/Q949214,militaire
http://www.wikidata.org/entity/Q949270,homme politique de la Rome antique
http://www.wikidata.org/entity/Q949270,militaire
http://www.wikidata.org/entity/Q949309,écrivain
http://www.wikidata.org/entity/Q949309,poète
http://www.wikidata.org/entity/Q949461,
http://www.wikidata.org/entity/Q949544,homme politique de la Rome antique
http://www.wikidata.org/entity/Q949544,militaire
http://www.wikidata.org/entity/Q950157,personnalité du monde des affaires
http://www.wikidata.org/entity/Q950157,personnalité politique
http://www.wikidata.org/entity/Q950157,cavalier
http://www.wikidata.org/entity/Q950770,écrivain
http://www.wikidata.org/entity/Q950770,militaire
http://www.wikidata.org/entity/Q950770,personnalité politique
http://www.wikidata.org/entity/Q950770,juriste
http://www.wikidata.org/entity/Q950770,historien
http://www.wikidata.org/entity/Q952904,homme politique de la Rome antique
http://www.wikidata.org/entity/Q952904,militaire
http://www.wikidata.org/entity/Q953130,homme politique de la Rome antique
http://www.wikidata.org/entity/Q953130,militaire
http://www.wikidata.org/entity/Q953155,homme politique de la Rome antique
http://www.wikidata.org/entity/Q953155,militaire
http://www.wikidata.org/entity/Q953155,ancient Roman diplomat
http://www.wikidata.org/entity/Q953290,personnalité politique
http://www.wikidata.org/entity/Q953614,homme politique de la Rome antique
http://www.wikidata.org/entity/Q953614,militaire
http://www.wikidata.org/entity/Q953693,homme politique de la Rome antique
http://www.wikidata.org/entity/Q953693,militaire
http://www.wikidata.org/entity/Q953748,militaire
http://www.wikidata.org/entity/Q953748,personnalité politique
http://www.wikidata.org/entity/Q953784,écrivain
http://www.wikidata.org/entity/Q953784,médecin
http://www.wikidata.org/entity/Q955044,personnalité politique
http://www.wikidata.org/entity/Q955044,officier
http://www.wikidata.org/entity/Q955084,homme politique de la Rome antique
http://www.wikidata.org/entity/Q955084,militaire
http://www.wikidata.org/entity/Q955304,personnalité politique
http://www.wikidata.org/entity/Q955339,homme politique de la Rome antique
http://www.wikidata.org/entity/Q955339,militaire
http://www.wikidata.org/entity/Q955356,homme politique de la Rome antique
http://www.wikidata.org/entity/Q955356,militaire
http://www.wikidata.org/entity/Q955856,trésorier
http://www.wikidata.org/entity/Q955898,officier
http://www.wikidata.org/entity/Q956124,
http://www.wikidata.org/entity/Q956592,martyr chrétien
http://www.wikidata.org/entity/Q956592,officier
http://www.wikidata.org/entity/Q957079,homme politique de la Rome antique
http://www.wikidata.org/entity/Q957079,militaire
http://www.wikidata.org/entity/Q957189,militaire
http://www.wikidata.org/entity/Q957189,personnalité politique
http://www.wikidata.org/entity/Q957585,homme politique de la Rome antique
http://www.wikidata.org/entity/Q957585,militaire
http://www.wikidata.org/entity/Q957638,personnalité politique
http://www.wikidata.org/entity/Q957658,homme politique de la Rome antique
http://www.wikidata.org/entity/Q957658,militaire
http://www.wikidata.org/entity/Q958613,personnalité politique
http://www.wikidata.org/entity/Q958946,homme politique de la Rome antique
http://www.wikidata.org/entity/Q958966,personnalité politique
http://www.wikidata.org/entity/Q959633,écrivain
http://www.wikidata.org/entity/Q959633,poète
http://www.wikidata.org/entity/Q959633,critique littéraire
http://www.wikidata.org/entity/Q1098296,prêtre
http://www.wikidata.org/entity/Q1098323,
http://www.wikidata.org/entity/Q1102071,poète
http://www.wikidata.org/entity/Q1102071,philosophe
http://www.wikidata.org/entity/Q1102155,
http://www.wikidata.org/entity/Q1102286,auteur comique
http://www.wikidata.org/entity/Q1112719,homme politique de la Rome antique
http://www.wikidata.org/entity/Q1112719,militaire
http://www.wikidata.org/entity/Q1114524,assistant de justice
http://www.wikidata.org/entity/Q1114579,officier
http://www.wikidata.org/entity/Q1115051,
http://www.wikidata.org/entity/Q1115070,sénateur romain
http://www.wikidata.org/entity/Q1115768,écrivain
http://www.wikidata.org/entity/Q1115768,poète
http://www.wikidata.org/entity/Q1115859,militaire
http://www.wikidata.org/entity/Q1115957,
http://www.wikidata.org/entity/Q1116711,écrivain
http://www.wikidata.org/entity/Q1116711,auteur
http://www.wikidata.org/entity/Q1117595,personnalité politique
http://www.wikidata.org/entity/Q1118791,archevêque
http://www.wikidata.org/entity/Q1119540,
http://www.wikidata.org/entity/Q1120806,homme politique de la Rome antique
http://www.wikidata.org/entity/Q1120806,militaire
http://www.wikidata.org/entity/Q1121669,écrivain
http://www.wikidata.org/entity/Q1121669,théologien
http://www.wikidata.org/entity/Q1122084,personnalité politique
http://www.wikidata.org/entity/Q1122794,militaire
http://www.wikidata.org/entity/Q1124912,personnalité politique
http://www.wikidata.org/entity/Q1131117,personnalité politique
http://www.wikidata.org/entity/Q1131137,personnalité politique
http://www.wikidata.org/entity/Q1131436,consul
http://www.wikidata.org/entity/Q1131436,personnalité politique
http://www.wikidata.org/entity/Q1131441,personnalité politique
http://www.wikidata.org/entity/Q1131449,personnalité politique
http://www.wikidata.org/entity/Q1131457,personnalité politique
http://www.wikidata.org/entity/Q1132171,soldat
http://www.wikidata.org/entity/Q1133707,
http://www.wikidata.org/entity/Q1133715,personnalité politique
http://www.wikidata.org/entity/Q1133728,écrivain
http://www.wikidata.org/entity/Q1133728,historien
http://www.wikidata.org/entity/Q1133783,écrivain
http://www.wikidata.org/entity/Q1133857,écrivain
http://www.wikidata.org/entity/Q1133857,philosophe
http://www.wikidata.org/entity/Q1133866,
http://www.wikidata.org/entity/Q1133870,préteur
http://www.wikidata.org/entity/Q1133873,militaire
http://www.wikidata.org/entity/Q1133924,personnalité politique
http://www.wikidata.org/entity/Q1133924,soldat
http://www.wikidata.org/entity/Q1133958,écrivain
http://www.wikidata.org/entity/Q1133958,poète
http://www.wikidata.org/entity/Q1133969,personnalité politique
http://www.wikidata.org/entity/Q1136050,prêtre
http://www.wikidata.org/entity/Q1136276,militaire
http://www.wikidata.org/entity/Q1136276,personnalité politique
http://www.wikidata.org/entity/Q1136554,personnalité politique
http://www.wikidata.org/entity/Q1136565,personnalité politique
http://www.wikidata.org/entity/Q1136592,soldat
http://www.wikidata.org/entity/Q1139629,historien romain de l'antiquité
