item,itemLabel,praenomenLabel,nomenLabel,cognomenLabel,gensLabel,sexeLabel,date_naissance,lieu_naissance,date_mort,lieu_mort,pere,mere
http://www.wikidata.org/entity/Q654635,Flavius Afranius Syagrius,,Afranius,,Afranii,masculin,0345-01-01T00:00:00Z,,t2263562444,http://www.wikidata.org/entity/Q456,,
http://www.wikidata.org/entity/Q661849,Flavius Claudius Antonius,,Antonius,,Antonii,masculin,0350-01-01T00:00:00Z,,,,,
http://www.wikidata.org/entity/Q663471,Amantius,,Flavius,,Flavii,masculin,0300-01-01T00:00:00Z,,,,,
http://www.wikidata.org/entity/Q668369,Nevitta,,Flavius,,Flavii,masculin,0350-01-01T00:00:00Z,,,,,
http://www.wikidata.org/entity/Q670711,Flavius Arinthaeus,,Flavius,,Flavii,masculin,0355-01-01T00:00:00Z,,0378-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q716670,Eusebius,,Flavius,,Flavii,masculin,0350-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q715508,
http://www.wikidata.org/entity/Q716679,Manius Acilius Aviola,Manius,,,,masculin,0200-01-01T00:00:00Z,,0300-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q716824,Arusianus Messius,,,,,masculin,0400-01-01T00:00:00Z,,,,,
http://www.wikidata.org/entity/Q718532,Hypatius,,Flavius,,Flavii,masculin,0340-01-01T00:00:00Z,http://www.wikidata.org/entity/Q17151,0400-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q715508,
http://www.wikidata.org/entity/Q719004,Paulinus,Marcus,,,,masculin,0300-01-01T00:00:00Z,,,,,
http://www.wikidata.org/entity/Q720511,Caius Maesius Aquilius Fabius Titianus,Caius,Aquillius,Titianus,Fabii,masculin,0250-01-01T00:00:00Z,,0300-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q720511,Caius Maesius Aquilius Fabius Titianus,Caius,Fabius,Titianus,Fabii,masculin,0250-01-01T00:00:00Z,,0300-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q720511,Caius Maesius Aquilius Fabius Titianus,Caius,Maesius,Titianus,Fabii,masculin,0250-01-01T00:00:00Z,,0300-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q720511,Caius Maesius Aquilius Fabius Titianus,Caius,Aquillius,Titianus,Aquillii,masculin,0250-01-01T00:00:00Z,,0300-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q720511,Caius Maesius Aquilius Fabius Titianus,Caius,Fabius,Titianus,Aquillii,masculin,0250-01-01T00:00:00Z,,0300-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q720511,Caius Maesius Aquilius Fabius Titianus,Caius,Maesius,Titianus,Aquillii,masculin,0250-01-01T00:00:00Z,,0300-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q720511,Caius Maesius Aquilius Fabius Titianus,Caius,Aquillius,Titianus,Maesii,masculin,0250-01-01T00:00:00Z,,0300-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q720511,Caius Maesius Aquilius Fabius Titianus,Caius,Fabius,Titianus,Maesii,masculin,0250-01-01T00:00:00Z,,0300-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q720511,Caius Maesius Aquilius Fabius Titianus,Caius,Maesius,Titianus,Maesii,masculin,0250-01-01T00:00:00Z,,0300-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q721703,Rufius Gennadius Probus Orestes,t575504139,Rufius,Orestes,Rufii,masculin,0450-01-01T00:00:00Z,,,,,
http://www.wikidata.org/entity/Q721703,Rufius Gennadius Probus Orestes,t575504139,Rufius,Probus,Rufii,masculin,0450-01-01T00:00:00Z,,,,,
http://www.wikidata.org/entity/Q723472,Anicius Petronius Probinus,,Anicius,,Anicii,masculin,0400-01-01T00:00:00Z,http://www.wikidata.org/entity/Q220,0500-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q1542092,http://www.wikidata.org/entity/Q1154373
http://www.wikidata.org/entity/Q728349,Severinus,,Flavius,,Flavii,masculin,0450-01-01T00:00:00Z,,,,,
http://www.wikidata.org/entity/Q741377,Richomer,,Flavius,,Flavii,masculin,0350-01-01T00:00:00Z,,0393-01-01T00:00:00Z,http://www.wikidata.org/entity/Q16869,,
http://www.wikidata.org/entity/Q746667,Cynegius Maternus,t2275727340,t2275727343,Maternus,t2275727339,masculin,0400-01-01T00:00:00Z,http://www.wikidata.org/entity/Q29,0388-01-01T00:00:00Z,http://www.wikidata.org/entity/Q3820,,
http://www.wikidata.org/entity/Q746667,Cynegius Maternus,t2275727340,t2275727343,Cynegius,t2275727339,masculin,0400-01-01T00:00:00Z,http://www.wikidata.org/entity/Q29,0388-01-01T00:00:00Z,http://www.wikidata.org/entity/Q3820,,
http://www.wikidata.org/entity/Q752057,Paternus,,,,,masculin,0250-01-01T00:00:00Z,,,,,
http://www.wikidata.org/entity/Q782401,Sallustius,,,,Flavii,masculin,0400-01-01T00:00:00Z,,0400-01-01T00:00:00Z,,,
