item,itemLabel,praenomenLabel,nomenLabel,cognomenLabel,gensLabel,sexeLabel,date_naissance,lieu_naissance,date_mort,lieu_mort,pere,mere
http://www.wikidata.org/entity/Q712202,Marcus Fulvius Flaccus,Marcus,Fulvius,,Fulvii,masculin,-0150-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1747689,-0120-01-01T00:00:00Z,http://www.wikidata.org/entity/Q220,t2262981948,t2262981944
http://www.wikidata.org/entity/Q713394,Quintus Caecilius Metellus Nepos,Quintus,Caecilius,Nepos,Caecilii,masculin,-0130-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1747689,-0054-01-01T00:00:00Z,t2258344702,http://www.wikidata.org/entity/Q459870,t2258344706
http://www.wikidata.org/entity/Q713394,Quintus Caecilius Metellus Nepos,Quintus,Caecilius,Metellus,Caecilii,masculin,-0130-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1747689,-0054-01-01T00:00:00Z,t2258344702,http://www.wikidata.org/entity/Q459870,t2258344706
http://www.wikidata.org/entity/Q714670,Caius Porcius Cato,Caius,Porcius,Cato,Porcii,masculin,-0200-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1747689,-0160-01-01T00:00:00Z,t2264077772,http://www.wikidata.org/entity/Q1275684,http://www.wikidata.org/entity/Q12279862
http://www.wikidata.org/entity/Q715499,Publius Licinius Crassus Dives Mucianus,Publius,Licinius,Crassus,Licinii,masculin,-0179-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1747689,-0129-01-01T00:00:00Z,t2269400023,http://www.wikidata.org/entity/Q746582,t2269400031
http://www.wikidata.org/entity/Q715499,Publius Licinius Crassus Dives Mucianus,Publius,Licinius,Dives,Licinii,masculin,-0179-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1747689,-0129-01-01T00:00:00Z,t2269400023,http://www.wikidata.org/entity/Q746582,t2269400031
http://www.wikidata.org/entity/Q715499,Publius Licinius Crassus Dives Mucianus,Publius,Licinius,Mucianus,Licinii,masculin,-0179-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1747689,-0129-01-01T00:00:00Z,t2269400023,http://www.wikidata.org/entity/Q746582,t2269400031
http://www.wikidata.org/entity/Q715499,Publius Licinius Crassus Dives Mucianus,Publius,Licinius,Crassus,Licinii,masculin,-0179-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1747689,-0129-01-01T00:00:00Z,t2269400023,http://www.wikidata.org/entity/Q2066659,t2269400031
http://www.wikidata.org/entity/Q715499,Publius Licinius Crassus Dives Mucianus,Publius,Licinius,Dives,Licinii,masculin,-0179-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1747689,-0129-01-01T00:00:00Z,t2269400023,http://www.wikidata.org/entity/Q2066659,t2269400031
http://www.wikidata.org/entity/Q715499,Publius Licinius Crassus Dives Mucianus,Publius,Licinius,Mucianus,Licinii,masculin,-0179-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1747689,-0129-01-01T00:00:00Z,t2269400023,http://www.wikidata.org/entity/Q2066659,t2269400031
http://www.wikidata.org/entity/Q716394,Marcus Acilius Glabrio,Marcus,Acilius,,Acilii,masculin,-0080-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1747689,t2258269118,t2258269112,http://www.wikidata.org/entity/Q551225,t2258269114
http://www.wikidata.org/entity/Q718090,Decimus Junius Brutus Callaicus,Decimus,Junius,Brutus,Junii,masculin,-0179-01-01T00:00:00Z,http://www.wikidata.org/entity/Q220,-0112-01-01T00:00:00Z,http://www.wikidata.org/entity/Q220,http://www.wikidata.org/entity/Q3656292,t2258298882
http://www.wikidata.org/entity/Q718782,Manius Aemilius Lepidus,Manius,Aemilius,,Aemilii,masculin,-0150-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1747689,-0150-01-01T00:00:00Z,t2262394091,t2262394088,t2262394083
http://www.wikidata.org/entity/Q718782,Manius Aemilius Lepidus,Marcus,Aemilius,,Aemilii,masculin,-0150-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1747689,-0150-01-01T00:00:00Z,t2262394091,t2262394088,t2262394083
http://www.wikidata.org/entity/Q720358,Lucius Cornelius Cinna,Lucius,Cornelius,,Cornelii,masculin,-0169-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1747689,-0100-01-01T00:00:00Z,t2258307004,http://www.wikidata.org/entity/Q4269998,t2258307012
http://www.wikidata.org/entity/Q720836,Quintus Fabius Maximus Allobrogicus,Quintus,Fabius,Maximus,Fabii,masculin,-0200-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1747689,-0200-01-01T00:00:00Z,http://www.wikidata.org/entity/Q220,http://www.wikidata.org/entity/Q459836,t2258280034
http://www.wikidata.org/entity/Q720840,Lucius Aurelius Cotta,Lucius,Aurelius,,Aurelii,masculin,-0150-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1747689,-0100-01-01T00:00:00Z,t2258274087,http://www.wikidata.org/entity/Q935566,t2258274093
http://www.wikidata.org/entity/Q720844,Quintus Fabius Maximus Eburnus,Quintus,Fabius,Maximus,Fabii,masculin,-0200-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1747689,-0160-01-01T00:00:00Z,t2258240759,http://www.wikidata.org/entity/Q939993,t2258240764
http://www.wikidata.org/entity/Q720844,Quintus Fabius Maximus Eburnus,Quintus,Fabius,Eburnus,Fabii,masculin,-0200-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1747689,-0160-01-01T00:00:00Z,t2258240759,http://www.wikidata.org/entity/Q939993,t2258240764
http://www.wikidata.org/entity/Q720855,Marcus Livius Drusus Claudianus,Appius,Claudius,Pulcher,Livii,masculin,-0090-01-01T00:00:00Z,http://www.wikidata.org/entity/Q220,-0041-01-01T00:00:00Z,http://www.wikidata.org/entity/Q379652,http://www.wikidata.org/entity/Q433463,http://www.wikidata.org/entity/Q99671041
http://www.wikidata.org/entity/Q720855,Marcus Livius Drusus Claudianus,Marcus,Claudius,Pulcher,Livii,masculin,-0090-01-01T00:00:00Z,http://www.wikidata.org/entity/Q220,-0041-01-01T00:00:00Z,http://www.wikidata.org/entity/Q379652,http://www.wikidata.org/entity/Q433463,http://www.wikidata.org/entity/Q99671041
http://www.wikidata.org/entity/Q720855,Marcus Livius Drusus Claudianus,Appius,Livius,Pulcher,Livii,masculin,-0090-01-01T00:00:00Z,http://www.wikidata.org/entity/Q220,-0041-01-01T00:00:00Z,http://www.wikidata.org/entity/Q379652,http://www.wikidata.org/entity/Q433463,http://www.wikidata.org/entity/Q99671041
http://www.wikidata.org/entity/Q720855,Marcus Livius Drusus Claudianus,Marcus,Livius,Pulcher,Livii,masculin,-0090-01-01T00:00:00Z,http://www.wikidata.org/entity/Q220,-0041-01-01T00:00:00Z,http://www.wikidata.org/entity/Q379652,http://www.wikidata.org/entity/Q433463,http://www.wikidata.org/entity/Q99671041
http://www.wikidata.org/entity/Q720855,Marcus Livius Drusus Claudianus,Appius,Claudius,Drusus,Livii,masculin,-0090-01-01T00:00:00Z,http://www.wikidata.org/entity/Q220,-0041-01-01T00:00:00Z,http://www.wikidata.org/entity/Q379652,http://www.wikidata.org/entity/Q433463,http://www.wikidata.org/entity/Q99671041
