item,positionLabel
http://www.wikidata.org/entity/Q722307,consul
http://www.wikidata.org/entity/Q722307,préteur
http://www.wikidata.org/entity/Q722307,édile
http://www.wikidata.org/entity/Q722307,sénateur romain
http://www.wikidata.org/entity/Q722318,consul
http://www.wikidata.org/entity/Q722318,maître de cavalerie
http://www.wikidata.org/entity/Q722318,tribun militaire à pouvoir consulaire
http://www.wikidata.org/entity/Q722318,sénateur romain
http://www.wikidata.org/entity/Q722606,consul
http://www.wikidata.org/entity/Q722606,sénateur romain
http://www.wikidata.org/entity/Q722683,
http://www.wikidata.org/entity/Q722935,consul
http://www.wikidata.org/entity/Q722935,préteur
http://www.wikidata.org/entity/Q722935,sénateur romain
http://www.wikidata.org/entity/Q723167,préfet du prétoire
http://www.wikidata.org/entity/Q723230,consul
http://www.wikidata.org/entity/Q723230,sénateur romain
http://www.wikidata.org/entity/Q723244,sénateur romain
http://www.wikidata.org/entity/Q723438,consul
http://www.wikidata.org/entity/Q723438,préteur
http://www.wikidata.org/entity/Q723438,gouverneur romain
http://www.wikidata.org/entity/Q723438,tribun de la plèbe
http://www.wikidata.org/entity/Q723438,sénateur romain
http://www.wikidata.org/entity/Q723447,consul
http://www.wikidata.org/entity/Q723447,dictateur
http://www.wikidata.org/entity/Q723447,sénateur romain
http://www.wikidata.org/entity/Q723453,consul
http://www.wikidata.org/entity/Q723472,consul
http://www.wikidata.org/entity/Q723472,sénateur romain
http://www.wikidata.org/entity/Q723477,
http://www.wikidata.org/entity/Q723481,consul
http://www.wikidata.org/entity/Q723481,tribun de la plèbe
http://www.wikidata.org/entity/Q723485,sénateur romain
http://www.wikidata.org/entity/Q723605,sénateur romain
http://www.wikidata.org/entity/Q724689,
http://www.wikidata.org/entity/Q724702,Évêque d'Aelia Capitolina
http://www.wikidata.org/entity/Q724735,augure
http://www.wikidata.org/entity/Q724735,consul suffect
http://www.wikidata.org/entity/Q724735,gouverneur romain
http://www.wikidata.org/entity/Q724735,sénateur romain
http://www.wikidata.org/entity/Q725225,
http://www.wikidata.org/entity/Q725585,consul suffect
http://www.wikidata.org/entity/Q725585,gouverneur romain
http://www.wikidata.org/entity/Q725696,consul
http://www.wikidata.org/entity/Q725696,sénateur romain
http://www.wikidata.org/entity/Q725714,consul
http://www.wikidata.org/entity/Q725714,préfet de Rome
http://www.wikidata.org/entity/Q725714,préfet du prétoire
http://www.wikidata.org/entity/Q725714,sénateur romain
http://www.wikidata.org/entity/Q725823,
http://www.wikidata.org/entity/Q726689,sénateur romain
http://www.wikidata.org/entity/Q727513,gouverneur romain
http://www.wikidata.org/entity/Q727589,consul
http://www.wikidata.org/entity/Q727589,sénateur romain
http://www.wikidata.org/entity/Q1174086,sénateur romain
http://www.wikidata.org/entity/Q1174090,consul
http://www.wikidata.org/entity/Q1174090,sénateur romain
http://www.wikidata.org/entity/Q1174096,consul
http://www.wikidata.org/entity/Q1174096,sénateur romain
http://www.wikidata.org/entity/Q1174108,préfet de Rome
http://www.wikidata.org/entity/Q1174108,sénateur romain
http://www.wikidata.org/entity/Q1174111,
http://www.wikidata.org/entity/Q1174388,
http://www.wikidata.org/entity/Q1176162,
http://www.wikidata.org/entity/Q1181848,consul
http://www.wikidata.org/entity/Q1181848,sénateur romain
http://www.wikidata.org/entity/Q1181853,consul
http://www.wikidata.org/entity/Q1181853,maître de cavalerie
http://www.wikidata.org/entity/Q1181853,sénateur romain
http://www.wikidata.org/entity/Q1181858,consul
http://www.wikidata.org/entity/Q1181859,
http://www.wikidata.org/entity/Q1181860,questeur
http://www.wikidata.org/entity/Q1181865,préteur
http://www.wikidata.org/entity/Q1181865,tribun de la plèbe
http://www.wikidata.org/entity/Q1181866,consul
http://www.wikidata.org/entity/Q1181866,sénateur romain
http://www.wikidata.org/entity/Q1181881,sénateur romain
http://www.wikidata.org/entity/Q1196109,consul
http://www.wikidata.org/entity/Q1196109,censeur
http://www.wikidata.org/entity/Q1196109,sénateur romain
http://www.wikidata.org/entity/Q1215136,tribun militaire à pouvoir consulaire
http://www.wikidata.org/entity/Q1215136,sénateur romain
http://www.wikidata.org/entity/Q1215147,sénateur romain
http://www.wikidata.org/entity/Q1215156,consul
http://www.wikidata.org/entity/Q1215156,augure
http://www.wikidata.org/entity/Q1215156,sénateur romain
http://www.wikidata.org/entity/Q1215165,sénateur romain
http://www.wikidata.org/entity/Q1215172,consul
http://www.wikidata.org/entity/Q1215172,augure
http://www.wikidata.org/entity/Q1215172,décemvir à pouvoir consulaire
http://www.wikidata.org/entity/Q1215172,sénateur romain
http://www.wikidata.org/entity/Q1215182,consul suffect
http://www.wikidata.org/entity/Q1215182,tribun militaire à pouvoir consulaire
http://www.wikidata.org/entity/Q1215182,Princeps senatus
http://www.wikidata.org/entity/Q1215182,sénateur romain
http://www.wikidata.org/entity/Q1215190,tribun militaire à pouvoir consulaire
http://www.wikidata.org/entity/Q1215190,sénateur romain
http://www.wikidata.org/entity/Q1215220,consul
http://www.wikidata.org/entity/Q1215220,tribun de la plèbe
http://www.wikidata.org/entity/Q1215220,sénateur romain
http://www.wikidata.org/entity/Q1215339,consul
http://www.wikidata.org/entity/Q1215339,sénateur romain
http://www.wikidata.org/entity/Q1215347,
http://www.wikidata.org/entity/Q1215354,tribun militaire à pouvoir consulaire
http://www.wikidata.org/entity/Q1215354,sénateur romain
http://www.wikidata.org/entity/Q1215372,consul
http://www.wikidata.org/entity/Q1215372,sénateur romain
http://www.wikidata.org/entity/Q1215380,tribun militaire à pouvoir consulaire
http://www.wikidata.org/entity/Q1215380,sénateur romain
http://www.wikidata.org/entity/Q1215407,dictateur
http://www.wikidata.org/entity/Q1215407,sénateur romain
http://www.wikidata.org/entity/Q1215414,consul
http://www.wikidata.org/entity/Q1215414,sénateur romain
http://www.wikidata.org/entity/Q1215443,consul
http://www.wikidata.org/entity/Q1215443,gouverneur romain
http://www.wikidata.org/entity/Q1215443,tribun de la plèbe
http://www.wikidata.org/entity/Q1215443,sénateur romain
http://www.wikidata.org/entity/Q1215448,consul
http://www.wikidata.org/entity/Q1215448,sénateur romain
http://www.wikidata.org/entity/Q1215459,décemvir à pouvoir consulaire
http://www.wikidata.org/entity/Q1215459,sénateur romain
http://www.wikidata.org/entity/Q1215473,consul
http://www.wikidata.org/entity/Q1215473,maître de cavalerie
http://www.wikidata.org/entity/Q1215473,sénateur romain
http://www.wikidata.org/entity/Q1215519,consul
http://www.wikidata.org/entity/Q1215519,maître de cavalerie
http://www.wikidata.org/entity/Q1215519,tribun militaire à pouvoir consulaire
http://www.wikidata.org/entity/Q1215519,sénateur romain
http://www.wikidata.org/entity/Q1215542,consul
http://www.wikidata.org/entity/Q1215542,sénateur romain
http://www.wikidata.org/entity/Q1215548,consul
http://www.wikidata.org/entity/Q1215548,pontifex maximus
http://www.wikidata.org/entity/Q1215548,sénateur romain
http://www.wikidata.org/entity/Q1215588,consul
http://www.wikidata.org/entity/Q1215588,légat d'Auguste propréteur
http://www.wikidata.org/entity/Q1215588,sénateur romain
http://www.wikidata.org/entity/Q1215748,consul
http://www.wikidata.org/entity/Q1215748,sénateur romain
http://www.wikidata.org/entity/Q1215757,consul
http://www.wikidata.org/entity/Q1215757,sénateur romain
http://www.wikidata.org/entity/Q1215801,consul
http://www.wikidata.org/entity/Q1215801,décemvir à pouvoir consulaire
http://www.wikidata.org/entity/Q1215801,sénateur romain
http://www.wikidata.org/entity/Q1215819,consul
http://www.wikidata.org/entity/Q1215819,préfet de Rome
http://www.wikidata.org/entity/Q1215819,gouverneur romain
http://www.wikidata.org/entity/Q1215819,sénateur romain
http://www.wikidata.org/entity/Q1216077,tribun militaire à pouvoir consulaire
http://www.wikidata.org/entity/Q1216077,sénateur romain
http://www.wikidata.org/entity/Q1216093,sénateur romain
http://www.wikidata.org/entity/Q1216102,consul
http://www.wikidata.org/entity/Q1216102,sénateur romain
http://www.wikidata.org/entity/Q1216113,consul
http://www.wikidata.org/entity/Q1216113,sénateur romain
http://www.wikidata.org/entity/Q319561,édile
http://www.wikidata.org/entity/Q319561,sénateur romain
http://www.wikidata.org/entity/Q320136,évêque
http://www.wikidata.org/entity/Q320199,évêque
http://www.wikidata.org/entity/Q320199,archevêque
http://www.wikidata.org/entity/Q320902,consul
http://www.wikidata.org/entity/Q320902,préteur
http://www.wikidata.org/entity/Q320902,questeur
http://www.wikidata.org/entity/Q320902,édile
http://www.wikidata.org/entity/Q320902,sénateur romain
http://www.wikidata.org/entity/Q321639,évêque
http://www.wikidata.org/entity/Q321639,patriarche de Constantinople
http://www.wikidata.org/entity/Q322054,évêque
http://www.wikidata.org/entity/Q324602,consul
http://www.wikidata.org/entity/Q324602,sénateur romain
http://www.wikidata.org/entity/Q324608,consul
http://www.wikidata.org/entity/Q324608,censeur
http://www.wikidata.org/entity/Q324608,sénateur romain
http://www.wikidata.org/entity/Q325906,
http://www.wikidata.org/entity/Q326560,
http://www.wikidata.org/entity/Q326589,César
http://www.wikidata.org/entity/Q326600,consul
http://www.wikidata.org/entity/Q326600,gouverneur romain
http://www.wikidata.org/entity/Q326809,préfet du prétoire
http://www.wikidata.org/entity/Q328050,
http://www.wikidata.org/entity/Q328206,préteur
http://www.wikidata.org/entity/Q328206,sénateur romain
http://www.wikidata.org/entity/Q329114,consul
http://www.wikidata.org/entity/Q329114,préfet de Rome
http://www.wikidata.org/entity/Q329114,sénateur romain
http://www.wikidata.org/entity/Q329271,consul
http://www.wikidata.org/entity/Q329271,sénateur romain
http://www.wikidata.org/entity/Q329274,légat
http://www.wikidata.org/entity/Q329433,consul
http://www.wikidata.org/entity/Q329433,sénateur romain
http://www.wikidata.org/entity/Q329554,consul
http://www.wikidata.org/entity/Q329554,sénateur romain
http://www.wikidata.org/entity/Q329554,consul de l'Empire romain
http://www.wikidata.org/entity/Q329556,consul
http://www.wikidata.org/entity/Q329556,légat
http://www.wikidata.org/entity/Q329556,proconsul
http://www.wikidata.org/entity/Q329556,sénateur romain
http://www.wikidata.org/entity/Q329558,préteur
http://www.wikidata.org/entity/Q329558,tribun de la plèbe
http://www.wikidata.org/entity/Q329563,sénateur romain
http://www.wikidata.org/entity/Q329566,sénateur romain
http://www.wikidata.org/entity/Q329569,consul
http://www.wikidata.org/entity/Q329569,préfet de Rome
http://www.wikidata.org/entity/Q329569,consul suffect
http://www.wikidata.org/entity/Q329569,consul ordinaire
http://www.wikidata.org/entity/Q329569,gouverneur romain
http://www.wikidata.org/entity/Q329569,sénateur romain
http://www.wikidata.org/entity/Q329572,consul
http://www.wikidata.org/entity/Q329572,sénateur romain
http://www.wikidata.org/entity/Q329578,légat
http://www.wikidata.org/entity/Q329591,consul
http://www.wikidata.org/entity/Q329591,proconsul
http://www.wikidata.org/entity/Q329591,sénateur romain
http://www.wikidata.org/entity/Q329595,sénateur romain
http://www.wikidata.org/entity/Q329602,sénateur romain
http://www.wikidata.org/entity/Q329606,consul
http://www.wikidata.org/entity/Q329606,sénateur romain
http://www.wikidata.org/entity/Q329611,consul
http://www.wikidata.org/entity/Q329611,sénateur romain
http://www.wikidata.org/entity/Q331245,consul
http://www.wikidata.org/entity/Q331245,préteur
http://www.wikidata.org/entity/Q331245,questeur
http://www.wikidata.org/entity/Q331245,sénateur romain
http://www.wikidata.org/entity/Q332519,
http://www.wikidata.org/entity/Q332785,
http://www.wikidata.org/entity/Q332831,évêque
http://www.wikidata.org/entity/Q332842,tribun de la plèbe
http://www.wikidata.org/entity/Q332942,
http://www.wikidata.org/entity/Q333064,consul
http://www.wikidata.org/entity/Q333064,sénateur romain
http://www.wikidata.org/entity/Q333092,consul
http://www.wikidata.org/entity/Q333092,préfet de Rome
http://www.wikidata.org/entity/Q333092,tribun de la plèbe
http://www.wikidata.org/entity/Q333092,sénateur romain
http://www.wikidata.org/entity/Q333770,consul
http://www.wikidata.org/entity/Q333788,
http://www.wikidata.org/entity/Q333799,empereur romain
http://www.wikidata.org/entity/Q333826,sénateur romain
http://www.wikidata.org/entity/Q334457,
http://www.wikidata.org/entity/Q334905,consul
http://www.wikidata.org/entity/Q334905,flamine de Mars
http://www.wikidata.org/entity/Q334905,monétaire
http://www.wikidata.org/entity/Q334905,proconsul
http://www.wikidata.org/entity/Q334905,sénateur romain
http://www.wikidata.org/entity/Q334907,consul
http://www.wikidata.org/entity/Q334907,préteur
http://www.wikidata.org/entity/Q334907,légat
http://www.wikidata.org/entity/Q334907,gouverneur romain
http://www.wikidata.org/entity/Q334907,sénateur romain
http://www.wikidata.org/entity/Q334910,consul
http://www.wikidata.org/entity/Q334910,sénateur romain
http://www.wikidata.org/entity/Q334913,consul
http://www.wikidata.org/entity/Q334913,gouverneur romain
http://www.wikidata.org/entity/Q334913,sénateur romain
http://www.wikidata.org/entity/Q334915,consul
http://www.wikidata.org/entity/Q2238137,légat
http://www.wikidata.org/entity/Q2240081,
http://www.wikidata.org/entity/Q2248247,
http://www.wikidata.org/entity/Q2265969,consul
http://www.wikidata.org/entity/Q2265969,gouverneur romain
http://www.wikidata.org/entity/Q2268436,
http://www.wikidata.org/entity/Q2269678,sénateur romain
http://www.wikidata.org/entity/Q2270111,archevêque
http://www.wikidata.org/entity/Q2270111,évêque catholique
http://www.wikidata.org/entity/Q2271381,consul
http://www.wikidata.org/entity/Q2271381,sénateur romain
http://www.wikidata.org/entity/Q2271852,sénateur romain
http://www.wikidata.org/entity/Q2274307,consul suffect
http://www.wikidata.org/entity/Q2274307,sénateur romain
http://www.wikidata.org/entity/Q2274319,édile
http://www.wikidata.org/entity/Q2274948,
http://www.wikidata.org/entity/Q2275435,
http://www.wikidata.org/entity/Q2275573,préteur
http://www.wikidata.org/entity/Q2275575,consul
http://www.wikidata.org/entity/Q2275586,
http://www.wikidata.org/entity/Q2275596,préfet du prétoire
http://www.wikidata.org/entity/Q2275596,advocatus fisci
http://www.wikidata.org/entity/Q2280204,Roi de Grèce
http://www.wikidata.org/entity/Q2280783,consul
http://www.wikidata.org/entity/Q2280783,sénateur romain
http://www.wikidata.org/entity/Q2280800,sénateur romain
http://www.wikidata.org/entity/Q2280870,
http://www.wikidata.org/entity/Q2289711,sénateur romain
http://www.wikidata.org/entity/Q2292079,préfet du prétoire
http://www.wikidata.org/entity/Q2292441,
http://www.wikidata.org/entity/Q2292963,
http://www.wikidata.org/entity/Q2293889,
http://www.wikidata.org/entity/Q2295117,sénateur romain
http://www.wikidata.org/entity/Q2303859,
http://www.wikidata.org/entity/Q2312613,sénateur romain
http://www.wikidata.org/entity/Q2312825,consul
http://www.wikidata.org/entity/Q2314576,
http://www.wikidata.org/entity/Q2321555,préfet du prétoire
http://www.wikidata.org/entity/Q2321844,
http://www.wikidata.org/entity/Q2322166,
http://www.wikidata.org/entity/Q2327351,évêque
http://www.wikidata.org/entity/Q2327351,évêque catholique
http://www.wikidata.org/entity/Q2330266,évêque
http://www.wikidata.org/entity/Q2330266,archevêque
http://www.wikidata.org/entity/Q2331658,consul
http://www.wikidata.org/entity/Q2331658,préteur
http://www.wikidata.org/entity/Q2331658,préfet de Rome
http://www.wikidata.org/entity/Q2331658,sénateur romain
http://www.wikidata.org/entity/Q2333984,
http://www.wikidata.org/entity/Q2334126,
http://www.wikidata.org/entity/Q2337379,
http://www.wikidata.org/entity/Q2341549,consul
http://www.wikidata.org/entity/Q2341549,censeur
http://www.wikidata.org/entity/Q2341549,sénateur romain
http://www.wikidata.org/entity/Q2352992,sénateur romain
http://www.wikidata.org/entity/Q2357918,légat
http://www.wikidata.org/entity/Q2357918,décemvir à pouvoir consulaire
http://www.wikidata.org/entity/Q2357918,sénateur romain
http://www.wikidata.org/entity/Q2363451,
http://www.wikidata.org/entity/Q2364719,
http://www.wikidata.org/entity/Q2367936,préteur
http://www.wikidata.org/entity/Q2373280,préfet du prétoire
http://www.wikidata.org/entity/Q2376069,tribun militaire
http://www.wikidata.org/entity/Q2378356,
http://www.wikidata.org/entity/Q2381819,roi
http://www.wikidata.org/entity/Q2387141,
http://www.wikidata.org/entity/Q2389098,
http://www.wikidata.org/entity/Q2389729,
http://www.wikidata.org/entity/Q2391729,
http://www.wikidata.org/entity/Q2396596,préteur
http://www.wikidata.org/entity/Q2396596,légat
http://www.wikidata.org/entity/Q2396596,gouverneur romain
http://www.wikidata.org/entity/Q2398245,
http://www.wikidata.org/entity/Q2403916,
http://www.wikidata.org/entity/Q2408718,préfet du prétoire
http://www.wikidata.org/entity/Q2429935,gouverneur romain
http://www.wikidata.org/entity/Q2431305,
http://www.wikidata.org/entity/Q2431928,
http://www.wikidata.org/entity/Q2437081,
http://www.wikidata.org/entity/Q2437092,questeur
http://www.wikidata.org/entity/Q2437092,sénateur romain
http://www.wikidata.org/entity/Q2437103,questeur
http://www.wikidata.org/entity/Q2437111,consul
http://www.wikidata.org/entity/Q2437126,
http://www.wikidata.org/entity/Q2437136,consul
http://www.wikidata.org/entity/Q2437152,
http://www.wikidata.org/entity/Q2437174,consul
http://www.wikidata.org/entity/Q2437174,sénateur romain
http://www.wikidata.org/entity/Q2437184,consul
http://www.wikidata.org/entity/Q2437193,consul
http://www.wikidata.org/entity/Q2437193,sénateur romain
http://www.wikidata.org/entity/Q2440676,tribun de la plèbe
http://www.wikidata.org/entity/Q2453574,tribun de la plèbe
http://www.wikidata.org/entity/Q2453574,sénateur romain
http://www.wikidata.org/entity/Q2456500,
http://www.wikidata.org/entity/Q2463039,préteur
http://www.wikidata.org/entity/Q2463039,légat
http://www.wikidata.org/entity/Q2463039,gouverneur romain
http://www.wikidata.org/entity/Q2463039,sénateur romain
http://www.wikidata.org/entity/Q2469317,questeur
http://www.wikidata.org/entity/Q1216120,consul
http://www.wikidata.org/entity/Q1216120,questeur
http://www.wikidata.org/entity/Q1216120,gouverneur romain
http://www.wikidata.org/entity/Q1216120,sénateur romain
http://www.wikidata.org/entity/Q1216125,consul
http://www.wikidata.org/entity/Q1216125,maître de cavalerie
http://www.wikidata.org/entity/Q1216125,sénateur romain
http://www.wikidata.org/entity/Q1216133,sénateur romain
http://www.wikidata.org/entity/Q1216270,
http://www.wikidata.org/entity/Q1216287,sénateur romain
http://www.wikidata.org/entity/Q1216315,consul
http://www.wikidata.org/entity/Q1216315,sénateur romain
http://www.wikidata.org/entity/Q1216324,sénateur romain
http://www.wikidata.org/entity/Q1216340,sénateur romain
http://www.wikidata.org/entity/Q1216362,sénateur romain
http://www.wikidata.org/entity/Q1216396,sénateur romain
http://www.wikidata.org/entity/Q1216421,sénateur romain
http://www.wikidata.org/entity/Q1216440,sénateur romain
http://www.wikidata.org/entity/Q1216444,consul
http://www.wikidata.org/entity/Q1216444,préfet de Rome
http://www.wikidata.org/entity/Q1216444,préfet du prétoire
http://www.wikidata.org/entity/Q1216444,sénateur romain
http://www.wikidata.org/entity/Q1218142,
http://www.wikidata.org/entity/Q1219017,consul
http://www.wikidata.org/entity/Q1219017,censeur
http://www.wikidata.org/entity/Q1219017,dictateur
http://www.wikidata.org/entity/Q1219017,sénateur romain
http://www.wikidata.org/entity/Q1219030,consul
http://www.wikidata.org/entity/Q1219030,maître de cavalerie
http://www.wikidata.org/entity/Q1219030,préteur
http://www.wikidata.org/entity/Q1219030,dictateur
http://www.wikidata.org/entity/Q1219030,sénateur romain
http://www.wikidata.org/entity/Q1219046,consul
http://www.wikidata.org/entity/Q1219046,sénateur romain
http://www.wikidata.org/entity/Q1219055,consul
http://www.wikidata.org/entity/Q1219055,sénateur romain
http://www.wikidata.org/entity/Q1219066,consul
http://www.wikidata.org/entity/Q1219066,sénateur romain
http://www.wikidata.org/entity/Q1219081,consul
http://www.wikidata.org/entity/Q1219081,maître de cavalerie
http://www.wikidata.org/entity/Q1219081,sénateur romain
http://www.wikidata.org/entity/Q1219094,consul
http://www.wikidata.org/entity/Q1219094,maître de cavalerie
http://www.wikidata.org/entity/Q1219094,sénateur romain
http://www.wikidata.org/entity/Q1219111,consul
http://www.wikidata.org/entity/Q1219111,sénateur romain
http://www.wikidata.org/entity/Q1219117,sénateur romain
http://www.wikidata.org/entity/Q1219127,maître de cavalerie
http://www.wikidata.org/entity/Q1219127,sénateur romain
http://www.wikidata.org/entity/Q1219136,consul
http://www.wikidata.org/entity/Q1219136,sénateur romain
http://www.wikidata.org/entity/Q1219152,consul
http://www.wikidata.org/entity/Q1219152,sénateur romain
http://www.wikidata.org/entity/Q1219158,consul
http://www.wikidata.org/entity/Q1219158,maître de cavalerie
http://www.wikidata.org/entity/Q1219158,sénateur romain
http://www.wikidata.org/entity/Q1219164,consul
http://www.wikidata.org/entity/Q1219164,sénateur romain
http://www.wikidata.org/entity/Q1219173,consul
http://www.wikidata.org/entity/Q1219173,sénateur romain
http://www.wikidata.org/entity/Q1219183,consul
http://www.wikidata.org/entity/Q1219183,sénateur romain
http://www.wikidata.org/entity/Q1219206,consul suffect
http://www.wikidata.org/entity/Q1219206,sénateur romain
http://www.wikidata.org/entity/Q1219218,consul
http://www.wikidata.org/entity/Q1219218,tribun militaire à pouvoir consulaire
http://www.wikidata.org/entity/Q1219218,sénateur romain
http://www.wikidata.org/entity/Q1219254,consul
http://www.wikidata.org/entity/Q1219254,sénateur romain
http://www.wikidata.org/entity/Q1219265,consul
http://www.wikidata.org/entity/Q1219265,sénateur romain
http://www.wikidata.org/entity/Q1219373,consul
http://www.wikidata.org/entity/Q1219373,sénateur romain
http://www.wikidata.org/entity/Q1219393,consul
http://www.wikidata.org/entity/Q1219393,sénateur romain
http://www.wikidata.org/entity/Q1219455,préfet de Rome
http://www.wikidata.org/entity/Q1219455,sénateur romain
http://www.wikidata.org/entity/Q1219658,consul
http://www.wikidata.org/entity/Q1219658,gouverneur romain
http://www.wikidata.org/entity/Q1219658,sénateur romain
http://www.wikidata.org/entity/Q1223419,sénateur romain
http://www.wikidata.org/entity/Q1223428,consul
http://www.wikidata.org/entity/Q1223428,gouverneur romain
http://www.wikidata.org/entity/Q1223428,sénateur romain
http://www.wikidata.org/entity/Q1223439,consul
http://www.wikidata.org/entity/Q1223439,sénateur romain
http://www.wikidata.org/entity/Q1223449,consul
http://www.wikidata.org/entity/Q1223449,sénateur romain
http://www.wikidata.org/entity/Q1223456,consul
http://www.wikidata.org/entity/Q1223456,tribun militaire à pouvoir consulaire
http://www.wikidata.org/entity/Q1223456,sénateur romain
http://www.wikidata.org/entity/Q1223456,triumvir coloniis deducendis
http://www.wikidata.org/entity/Q1223461,préfet de Rome
http://www.wikidata.org/entity/Q1223461,sénateur romain
http://www.wikidata.org/entity/Q1223467,
http://www.wikidata.org/entity/Q1223495,consul
http://www.wikidata.org/entity/Q1223495,sénateur romain
http://www.wikidata.org/entity/Q1223506,tribun militaire à pouvoir consulaire
http://www.wikidata.org/entity/Q1223506,sénateur romain
http://www.wikidata.org/entity/Q1223522,consul
http://www.wikidata.org/entity/Q727792,consul
http://www.wikidata.org/entity/Q727792,sénateur romain
http://www.wikidata.org/entity/Q727886,consul
http://www.wikidata.org/entity/Q728245,évêque
http://www.wikidata.org/entity/Q728335,consul
http://www.wikidata.org/entity/Q728335,proconsul
http://www.wikidata.org/entity/Q728335,sénateur romain
http://www.wikidata.org/entity/Q728349,consul
http://www.wikidata.org/entity/Q728349,sénateur romain
http://www.wikidata.org/entity/Q728527,gouverneur romain
http://www.wikidata.org/entity/Q728676,consul
http://www.wikidata.org/entity/Q728676,sénateur romain
http://www.wikidata.org/entity/Q728918,consul
http://www.wikidata.org/entity/Q728918,consul suffect
http://www.wikidata.org/entity/Q728918,sénateur romain
http://www.wikidata.org/entity/Q728993,sénateur romain
http://www.wikidata.org/entity/Q729008,consul
http://www.wikidata.org/entity/Q729008,sénateur romain
http://www.wikidata.org/entity/Q729102,consul
http://www.wikidata.org/entity/Q729102,légat d'Auguste propréteur
http://www.wikidata.org/entity/Q729102,sénateur romain
http://www.wikidata.org/entity/Q729244,
http://www.wikidata.org/entity/Q729415,consul
http://www.wikidata.org/entity/Q729415,proconsul
http://www.wikidata.org/entity/Q730426,
http://www.wikidata.org/entity/Q730479,consul
http://www.wikidata.org/entity/Q730479,préteur
http://www.wikidata.org/entity/Q730479,sénateur romain
http://www.wikidata.org/entity/Q730789,
http://www.wikidata.org/entity/Q730905,consul
http://www.wikidata.org/entity/Q730905,décemvir à pouvoir consulaire
http://www.wikidata.org/entity/Q730905,sénateur romain
http://www.wikidata.org/entity/Q730955,consul
http://www.wikidata.org/entity/Q730955,sénateur romain
http://www.wikidata.org/entity/Q731059,
http://www.wikidata.org/entity/Q731280,consul
http://www.wikidata.org/entity/Q731280,sénateur romain
http://www.wikidata.org/entity/Q731306,décemvir à pouvoir consulaire
http://www.wikidata.org/entity/Q731306,sénateur romain
http://www.wikidata.org/entity/Q731413,maître de cavalerie
http://www.wikidata.org/entity/Q731534,consul
http://www.wikidata.org/entity/Q731534,sénateur romain
http://www.wikidata.org/entity/Q731546,empereur romain
http://www.wikidata.org/entity/Q731587,
http://www.wikidata.org/entity/Q731690,sénateur romain
http://www.wikidata.org/entity/Q731750,
http://www.wikidata.org/entity/Q732843,préfet de Rome
http://www.wikidata.org/entity/Q732843,sénateur romain
http://www.wikidata.org/entity/Q732865,
http://www.wikidata.org/entity/Q733566,préfet du prétoire
http://www.wikidata.org/entity/Q733566,gouverneur romain
http://www.wikidata.org/entity/Q734088,préfet du prétoire
http://www.wikidata.org/entity/Q734452,consul
http://www.wikidata.org/entity/Q734452,sénateur romain
http://www.wikidata.org/entity/Q734881,consul
http://www.wikidata.org/entity/Q734881,sénateur romain
http://www.wikidata.org/entity/Q735122,consul
http://www.wikidata.org/entity/Q735122,sénateur romain
http://www.wikidata.org/entity/Q735162,consul
http://www.wikidata.org/entity/Q735162,sénateur romain
http://www.wikidata.org/entity/Q735515,
http://www.wikidata.org/entity/Q735917,consul
http://www.wikidata.org/entity/Q735917,sénateur romain
http://www.wikidata.org/entity/Q736087,consul
http://www.wikidata.org/entity/Q736087,censeur
http://www.wikidata.org/entity/Q736087,dictateur
http://www.wikidata.org/entity/Q736087,sénateur romain
http://www.wikidata.org/entity/Q736267,
http://www.wikidata.org/entity/Q736335,consul
http://www.wikidata.org/entity/Q736335,sénateur romain
http://www.wikidata.org/entity/Q737083,tribun militaire à pouvoir consulaire
http://www.wikidata.org/entity/Q737083,sénateur romain
http://www.wikidata.org/entity/Q737481,sénateur romain
http://www.wikidata.org/entity/Q737583,sénateur romain
http://www.wikidata.org/entity/Q737911,évêque
http://www.wikidata.org/entity/Q738433,consul
http://www.wikidata.org/entity/Q738433,censeur
http://www.wikidata.org/entity/Q738433,dictateur
http://www.wikidata.org/entity/Q738433,sénateur romain
http://www.wikidata.org/entity/Q738590,
http://www.wikidata.org/entity/Q739131,maître de cavalerie
http://www.wikidata.org/entity/Q739131,tribun militaire à pouvoir consulaire
http://www.wikidata.org/entity/Q739131,sénateur romain
http://www.wikidata.org/entity/Q739183,consul
http://www.wikidata.org/entity/Q739183,archonte éponyme
http://www.wikidata.org/entity/Q739183,sénateur romain
http://www.wikidata.org/entity/Q739265,sénateur romain
http://www.wikidata.org/entity/Q739310,
http://www.wikidata.org/entity/Q740174,
http://www.wikidata.org/entity/Q740237,sénateur romain
http://www.wikidata.org/entity/Q740413,consul
http://www.wikidata.org/entity/Q740413,sénateur romain
http://www.wikidata.org/entity/Q740426,préfet de Rome
http://www.wikidata.org/entity/Q740426,préfet du prétoire
http://www.wikidata.org/entity/Q740426,sénateur romain
http://www.wikidata.org/entity/Q740977,préfet de l'annone
http://www.wikidata.org/entity/Q740977,consul suffect
http://www.wikidata.org/entity/Q740977,préfet d'Égypte
http://www.wikidata.org/entity/Q740977,sénateur romain
http://www.wikidata.org/entity/Q740977,praefectus aerarii
http://www.wikidata.org/entity/Q1223522,dictateur
http://www.wikidata.org/entity/Q1223522,sénateur romain
