item,epouse
http://www.wikidata.org/entity/Q365840,http://www.wikidata.org/entity/Q100783236
http://www.wikidata.org/entity/Q366203,http://www.wikidata.org/entity/Q6485329
http://www.wikidata.org/entity/Q367828,http://www.wikidata.org/entity/Q229483
http://www.wikidata.org/entity/Q368219,http://www.wikidata.org/entity/Q12298896
http://www.wikidata.org/entity/Q369710,t2256640488
http://www.wikidata.org/entity/Q1239611,http://www.wikidata.org/entity/Q4769172
http://www.wikidata.org/entity/Q1239739,t579550873
http://www.wikidata.org/entity/Q1239872,http://www.wikidata.org/entity/Q441706
http://www.wikidata.org/entity/Q1241380,http://www.wikidata.org/entity/Q1025358
http://www.wikidata.org/entity/Q1241380,http://www.wikidata.org/entity/Q12284967
http://www.wikidata.org/entity/Q1241384,http://www.wikidata.org/entity/Q544348
http://www.wikidata.org/entity/Q1241388,t854547525
http://www.wikidata.org/entity/Q1241419,t13146363
http://www.wikidata.org/entity/Q1241495,http://www.wikidata.org/entity/Q6485340
http://www.wikidata.org/entity/Q1241839,http://www.wikidata.org/entity/Q105394650
http://www.wikidata.org/entity/Q1242010,http://www.wikidata.org/entity/Q7375935
http://www.wikidata.org/entity/Q1242043,http://www.wikidata.org/entity/Q545003
http://www.wikidata.org/entity/Q1242076,t2217881845
http://www.wikidata.org/entity/Q1243140,t854547510
http://www.wikidata.org/entity/Q1243140,t854547627
http://www.wikidata.org/entity/Q1243849,t2245331393
http://www.wikidata.org/entity/Q1246807,http://www.wikidata.org/entity/Q268964
http://www.wikidata.org/entity/Q1247301,http://www.wikidata.org/entity/Q237629
http://www.wikidata.org/entity/Q1247322,t1670024281
http://www.wikidata.org/entity/Q1247347,http://www.wikidata.org/entity/Q433381
http://www.wikidata.org/entity/Q1254823,t2224758289
http://www.wikidata.org/entity/Q1266814,t1399800735
http://www.wikidata.org/entity/Q1269233,http://www.wikidata.org/entity/Q233444
http://www.wikidata.org/entity/Q1270114,t2241418142
http://www.wikidata.org/entity/Q1274572,t854822928
http://www.wikidata.org/entity/Q1274785,t854822886
http://www.wikidata.org/entity/Q1275151,t1128180520
http://www.wikidata.org/entity/Q1275409,t2217648557
http://www.wikidata.org/entity/Q1275480,t579550823
http://www.wikidata.org/entity/Q1275669,t13441429
http://www.wikidata.org/entity/Q1275675,t579550887
http://www.wikidata.org/entity/Q1275684,t854822925
http://www.wikidata.org/entity/Q1275684,t854822971
http://www.wikidata.org/entity/Q1275693,t300946771
http://www.wikidata.org/entity/Q1275931,t300946780
http://www.wikidata.org/entity/Q1275931,t300946797
http://www.wikidata.org/entity/Q1276367,t854822903
http://www.wikidata.org/entity/Q1276902,t1670289105
http://www.wikidata.org/entity/Q1277391,t1399800785
http://www.wikidata.org/entity/Q1283514,t1399800742
http://www.wikidata.org/entity/Q1283518,t579827239
http://www.wikidata.org/entity/Q1283535,t13441503
http://www.wikidata.org/entity/Q1283535,t13441508
http://www.wikidata.org/entity/Q1283539,t854822913
http://www.wikidata.org/entity/Q1283545,http://www.wikidata.org/entity/Q54553319
http://www.wikidata.org/entity/Q1283550,t300946766
http://www.wikidata.org/entity/Q1283576,t300946790
http://www.wikidata.org/entity/Q1283595,t2239902958
http://www.wikidata.org/entity/Q1283935,t2244447490
http://www.wikidata.org/entity/Q1284884,t1128180515
http://www.wikidata.org/entity/Q1284890,t1939358222
http://www.wikidata.org/entity/Q1284890,t1939358245
http://www.wikidata.org/entity/Q1284899,t13441515
http://www.wikidata.org/entity/Q1289292,t854822864
http://www.wikidata.org/entity/Q1289333,t579827258
http://www.wikidata.org/entity/Q1289336,t300946777
http://www.wikidata.org/entity/Q1289385,t1939358233
http://www.wikidata.org/entity/Q1292169,http://www.wikidata.org/entity/Q1815905
http://www.wikidata.org/entity/Q1306266,t13739461
http://www.wikidata.org/entity/Q1338377,http://www.wikidata.org/entity/Q255410
http://www.wikidata.org/entity/Q1338451,t13739464
http://www.wikidata.org/entity/Q1338903,http://www.wikidata.org/entity/Q12272207
http://www.wikidata.org/entity/Q1339771,http://www.wikidata.org/entity/Q432100
http://www.wikidata.org/entity/Q1345437,t301238628
http://www.wikidata.org/entity/Q1358824,http://www.wikidata.org/entity/Q232229
http://www.wikidata.org/entity/Q1365457,http://www.wikidata.org/entity/Q268964
http://www.wikidata.org/entity/Q1371755,t301526430
http://www.wikidata.org/entity/Q1371755,t301526432
http://www.wikidata.org/entity/Q1372249,http://www.wikidata.org/entity/Q64086880
http://www.wikidata.org/entity/Q1372970,http://www.wikidata.org/entity/Q432100
http://www.wikidata.org/entity/Q1379447,t14341386
http://www.wikidata.org/entity/Q1385205,http://www.wikidata.org/entity/Q98278028
http://www.wikidata.org/entity/Q1385959,t855667140
http://www.wikidata.org/entity/Q1390986,http://www.wikidata.org/entity/Q3066428
http://www.wikidata.org/entity/Q1399121,t2247023159
http://www.wikidata.org/entity/Q1401126,t580397445
http://www.wikidata.org/entity/Q1406693,t2240753537
http://www.wikidata.org/entity/Q1439387,t14643463
http://www.wikidata.org/entity/Q1439413,http://www.wikidata.org/entity/Q30939227
http://www.wikidata.org/entity/Q1491405,t2221964681
http://www.wikidata.org/entity/Q1491467,http://www.wikidata.org/entity/Q6306627
http://www.wikidata.org/entity/Q1491473,t2240460187
http://www.wikidata.org/entity/Q1491488,t2239301974
http://www.wikidata.org/entity/Q1491511,t1401077749
http://www.wikidata.org/entity/Q1491515,t1401077737
http://www.wikidata.org/entity/Q1491524,t2241275827
http://www.wikidata.org/entity/Q1491524,t2241275831
http://www.wikidata.org/entity/Q1500810,http://www.wikidata.org/entity/Q542643
http://www.wikidata.org/entity/Q1528929,t2234356761
http://www.wikidata.org/entity/Q1528929,t2234356767
http://www.wikidata.org/entity/Q1533112,t2247803382
http://www.wikidata.org/entity/Q1533130,http://www.wikidata.org/entity/Q3656043
http://www.wikidata.org/entity/Q1533142,t15226259
http://www.wikidata.org/entity/Q1533143,t1401350749
http://www.wikidata.org/entity/Q857028,t1936463452
http://www.wikidata.org/entity/Q857036,http://www.wikidata.org/entity/Q11929531
http://www.wikidata.org/entity/Q868058,t10208801
http://www.wikidata.org/entity/Q868058,t10208841
http://www.wikidata.org/entity/Q868070,t1125381038
http://www.wikidata.org/entity/Q868070,t1125381072
http://www.wikidata.org/entity/Q868070,t1125381101
http://www.wikidata.org/entity/Q878550,http://www.wikidata.org/entity/Q241036
http://www.wikidata.org/entity/Q882953,http://www.wikidata.org/entity/Q12275099
http://www.wikidata.org/entity/Q888538,http://www.wikidata.org/entity/Q2542817
http://www.wikidata.org/entity/Q888672,http://www.wikidata.org/entity/Q3623564
http://www.wikidata.org/entity/Q919223,t298398548
http://www.wikidata.org/entity/Q921025,t1125658065
http://www.wikidata.org/entity/Q921720,t1936991737
http://www.wikidata.org/entity/Q929498,t1667913497
http://www.wikidata.org/entity/Q929498,t1667913550
http://www.wikidata.org/entity/Q929593,t1667913541
http://www.wikidata.org/entity/Q930850,t298398609
http://www.wikidata.org/entity/Q934699,t577219351
http://www.wikidata.org/entity/Q934699,t577219398
http://www.wikidata.org/entity/Q935315,t1397405154
http://www.wikidata.org/entity/Q935447,http://www.wikidata.org/entity/Q925470
http://www.wikidata.org/entity/Q935520,t298398554
http://www.wikidata.org/entity/Q935566,http://www.wikidata.org/entity/Q56259970
http://www.wikidata.org/entity/Q937798,t1397405202
http://www.wikidata.org/entity/Q938426,t577219407
http://www.wikidata.org/entity/Q939045,t1125925080
http://www.wikidata.org/entity/Q939045,t1125925112
http://www.wikidata.org/entity/Q939456,t1667913517
http://www.wikidata.org/entity/Q939993,t2245331392
http://www.wikidata.org/entity/Q940860,http://www.wikidata.org/entity/Q102875532
http://www.wikidata.org/entity/Q943175,t1397667547
http://www.wikidata.org/entity/Q943702,t2241253341
http://www.wikidata.org/entity/Q947119,t1937250868
http://www.wikidata.org/entity/Q947137,t1125925067
http://www.wikidata.org/entity/Q947179,t852529404
http://www.wikidata.org/entity/Q947607,t1125925029
http://www.wikidata.org/entity/Q947726,http://www.wikidata.org/entity/Q242466
http://www.wikidata.org/entity/Q950770,http://www.wikidata.org/entity/Q98242517
http://www.wikidata.org/entity/Q953614,t1668177326
http://www.wikidata.org/entity/Q955339,http://www.wikidata.org/entity/Q12284766
http://www.wikidata.org/entity/Q955356,t11088925
http://www.wikidata.org/entity/Q957079,t577489871
http://www.wikidata.org/entity/Q958613,http://www.wikidata.org/entity/Q5687629
http://www.wikidata.org/entity/Q958946,t298675592
http://www.wikidata.org/entity/Q965435,t1126190847
http://www.wikidata.org/entity/Q972109,t2252880041
http://www.wikidata.org/entity/Q974502,t298675610
http://www.wikidata.org/entity/Q975597,http://www.wikidata.org/entity/Q12152218
http://www.wikidata.org/entity/Q976126,t852800518
http://www.wikidata.org/entity/Q976168,t2247027003
http://www.wikidata.org/entity/Q982066,http://www.wikidata.org/entity/Q371670
http://www.wikidata.org/entity/Q983260,t1126190811
http://www.wikidata.org/entity/Q983260,t1126190898
http://www.wikidata.org/entity/Q983266,http://www.wikidata.org/entity/Q54552575
http://www.wikidata.org/entity/Q983282,t577771195
http://www.wikidata.org/entity/Q983290,t11383984
http://www.wikidata.org/entity/Q1032278,http://www.wikidata.org/entity/Q38821513
http://www.wikidata.org/entity/Q1032689,http://www.wikidata.org/entity/Q12272307
http://www.wikidata.org/entity/Q1033173,http://www.wikidata.org/entity/Q448568
http://www.wikidata.org/entity/Q1051213,t299241756
http://www.wikidata.org/entity/Q1051213,t299241773
http://www.wikidata.org/entity/Q1088287,http://www.wikidata.org/entity/Q91343480
http://www.wikidata.org/entity/Q1091296,t578443355
http://www.wikidata.org/entity/Q1112719,http://www.wikidata.org/entity/Q12282872
http://www.wikidata.org/entity/Q1115070,http://www.wikidata.org/entity/Q291738
http://www.wikidata.org/entity/Q1133924,http://www.wikidata.org/entity/Q453551
http://www.wikidata.org/entity/Q1147586,http://www.wikidata.org/entity/Q570034
http://www.wikidata.org/entity/Q1159574,http://www.wikidata.org/entity/Q239010
http://www.wikidata.org/entity/Q1159576,t300105761
http://www.wikidata.org/entity/Q1159617,http://www.wikidata.org/entity/Q61707798
http://www.wikidata.org/entity/Q1159621,t300105788
http://www.wikidata.org/entity/Q1164987,http://www.wikidata.org/entity/Q93117204
http://www.wikidata.org/entity/Q1165004,t2241272115
http://www.wikidata.org/entity/Q1181848,http://www.wikidata.org/entity/Q432130
http://www.wikidata.org/entity/Q1181848,http://www.wikidata.org/entity/Q91615986
http://www.wikidata.org/entity/Q1181865,t1399274710
http://www.wikidata.org/entity/Q1181866,http://www.wikidata.org/entity/Q4266052
http://www.wikidata.org/entity/Q1215136,t300665775
http://www.wikidata.org/entity/Q1215339,t1127812945
http://www.wikidata.org/entity/Q1215380,t854547442
http://www.wikidata.org/entity/Q1215407,t579269790
http://www.wikidata.org/entity/Q1215407,t579269827
http://www.wikidata.org/entity/Q1215443,http://www.wikidata.org/entity/Q16097807
http://www.wikidata.org/entity/Q1215443,http://www.wikidata.org/entity/Q98065247
http://www.wikidata.org/entity/Q1215757,t1399534273
http://www.wikidata.org/entity/Q1219173,t13146605
http://www.wikidata.org/entity/Q1219393,t1127812926
http://www.wikidata.org/entity/Q1219658,http://www.wikidata.org/entity/Q12283716
http://www.wikidata.org/entity/Q1223506,t13146596
http://www.wikidata.org/entity/Q1223522,t579269685
http://www.wikidata.org/entity/Q1223553,t300665825
http://www.wikidata.org/entity/Q1225048,http://www.wikidata.org/entity/Q7227501
http://www.wikidata.org/entity/Q1225143,t1399534246
http://www.wikidata.org/entity/Q1225268,t1670024308
http://www.wikidata.org/entity/Q1225279,t579269737
http://www.wikidata.org/entity/Q1225327,t1670024236
http://www.wikidata.org/entity/Q1225430,t2225383742
http://www.wikidata.org/entity/Q1225441,t13146530
http://www.wikidata.org/entity/Q1225680,t2217976721
http://www.wikidata.org/entity/Q1225685,t2246525212
http://www.wikidata.org/entity/Q1226275,t13146573
http://www.wikidata.org/entity/Q1226466,t1128082762
http://www.wikidata.org/entity/Q1226466,t1128082780
http://www.wikidata.org/entity/Q1226466,t1128082795
http://www.wikidata.org/entity/Q1227252,http://www.wikidata.org/entity/Q259576
http://www.wikidata.org/entity/Q1227277,http://www.wikidata.org/entity/Q98278046
http://www.wikidata.org/entity/Q1227324,http://www.wikidata.org/entity/Q266030
http://www.wikidata.org/entity/Q1227338,http://www.wikidata.org/entity/Q241466
http://www.wikidata.org/entity/Q1229431,http://www.wikidata.org/entity/Q5014906
http://www.wikidata.org/entity/Q1229537,t1670024339
http://www.wikidata.org/entity/Q1229591,http://www.wikidata.org/entity/Q5057380
http://www.wikidata.org/entity/Q1229717,t1939098529
http://www.wikidata.org/entity/Q1229771,t300665843
http://www.wikidata.org/entity/Q1230217,t2221892170
http://www.wikidata.org/entity/Q1230271,t2222974427
http://www.wikidata.org/entity/Q1230820,t1399534130
http://www.wikidata.org/entity/Q1230832,http://www.wikidata.org/entity/Q12272328
http://www.wikidata.org/entity/Q1230841,t2222972476
http://www.wikidata.org/entity/Q1230967,t300665770
http://www.wikidata.org/entity/Q1231761,t1939098461
http://www.wikidata.org/entity/Q1231937,t2241288483
http://www.wikidata.org/entity/Q1232026,http://www.wikidata.org/entity/Q12284680
http://www.wikidata.org/entity/Q1232435,http://www.wikidata.org/entity/Q8265475
http://www.wikidata.org/entity/Q1232755,http://www.wikidata.org/entity/Q231258
http://www.wikidata.org/entity/Q1232881,t579269845
http://www.wikidata.org/entity/Q1232914,t1399534211
http://www.wikidata.org/entity/Q1232914,t1399534294
http://www.wikidata.org/entity/Q1232925,http://www.wikidata.org/entity/Q11919227
http://www.wikidata.org/entity/Q1232953,t854547681
http://www.wikidata.org/entity/Q1232970,http://www.wikidata.org/entity/Q12283496
http://www.wikidata.org/entity/Q1233612,http://www.wikidata.org/entity/Q12282306
http://www.wikidata.org/entity/Q1233627,http://www.wikidata.org/entity/Q774986
http://www.wikidata.org/entity/Q1234317,t579269850
http://www.wikidata.org/entity/Q1234468,http://www.wikidata.org/entity/Q12293610
http://www.wikidata.org/entity/Q1234508,http://www.wikidata.org/entity/Q3722901
http://www.wikidata.org/entity/Q1235522,http://www.wikidata.org/entity/Q453044
http://www.wikidata.org/entity/Q1235522,http://www.wikidata.org/entity/Q742885
http://www.wikidata.org/entity/Q1235703,t2222738061
http://www.wikidata.org/entity/Q1235715,t13146578
http://www.wikidata.org/entity/Q1235979,t2222972481
http://www.wikidata.org/entity/Q1236548,t1128082811
http://www.wikidata.org/entity/Q1236600,t579269885
http://www.wikidata.org/entity/Q1236655,http://www.wikidata.org/entity/Q12297788
http://www.wikidata.org/entity/Q1236683,http://www.wikidata.org/entity/Q7934092
http://www.wikidata.org/entity/Q1237063,http://www.wikidata.org/entity/Q104627932
http://www.wikidata.org/entity/Q1237483,http://www.wikidata.org/entity/Q12272324
http://www.wikidata.org/entity/Q1237511,http://www.wikidata.org/entity/Q262368
http://www.wikidata.org/entity/Q1237544,http://www.wikidata.org/entity/Q105478514
http://www.wikidata.org/entity/Q1237951,t579550851
http://www.wikidata.org/entity/Q1238405,t1128082835
http://www.wikidata.org/entity/Q1239057,t1128082713
http://www.wikidata.org/entity/Q370363,http://www.wikidata.org/entity/Q266030
http://www.wikidata.org/entity/Q374579,t2256742514
http://www.wikidata.org/entity/Q374630,t2256592446
http://www.wikidata.org/entity/Q374630,t2256592451
http://www.wikidata.org/entity/Q374822,http://www.wikidata.org/entity/Q1869249
http://www.wikidata.org/entity/Q375849,http://www.wikidata.org/entity/Q2530944
http://www.wikidata.org/entity/Q375849,http://www.wikidata.org/entity/Q8265475
http://www.wikidata.org/entity/Q375849,http://www.wikidata.org/entity/Q54555122
http://www.wikidata.org/entity/Q377356,http://www.wikidata.org/entity/Q241036
http://www.wikidata.org/entity/Q378683,http://www.wikidata.org/entity/Q100814917
http://www.wikidata.org/entity/Q382007,t2256569842
http://www.wikidata.org/entity/Q382007,t2256569845
http://www.wikidata.org/entity/Q382007,t2256569847
http://www.wikidata.org/entity/Q382276,t2256628498
http://www.wikidata.org/entity/Q382280,http://www.wikidata.org/entity/Q270384
http://www.wikidata.org/entity/Q382964,t2256643358
http://www.wikidata.org/entity/Q383846,t2256570200
http://www.wikidata.org/entity/Q387928,t2256582358
http://www.wikidata.org/entity/Q392647,t2256870551
http://www.wikidata.org/entity/Q396971,t2256778202
http://www.wikidata.org/entity/Q430264,t2256864323
http://www.wikidata.org/entity/Q431201,t2256780455
http://www.wikidata.org/entity/Q431311,t2256867445
http://www.wikidata.org/entity/Q431311,t2256867447
http://www.wikidata.org/entity/Q431311,t2256867453
http://www.wikidata.org/entity/Q432244,t2256723664
http://www.wikidata.org/entity/Q432244,t2256723670
http://www.wikidata.org/entity/Q432244,t2256723671
http://www.wikidata.org/entity/Q432416,http://www.wikidata.org/entity/Q30055825
http://www.wikidata.org/entity/Q433463,http://www.wikidata.org/entity/Q99671041
http://www.wikidata.org/entity/Q435163,http://www.wikidata.org/entity/Q11942503
http://www.wikidata.org/entity/Q435167,t2256721241
http://www.wikidata.org/entity/Q435213,t572985519
http://www.wikidata.org/entity/Q435329,http://www.wikidata.org/entity/Q3655875
http://www.wikidata.org/entity/Q435352,t2256781783
http://www.wikidata.org/entity/Q435404,t2256760590
http://www.wikidata.org/entity/Q435404,t2256760594
http://www.wikidata.org/entity/Q441474,t2237999671
http://www.wikidata.org/entity/Q441590,http://www.wikidata.org/entity/Q291952
http://www.wikidata.org/entity/Q442449,http://www.wikidata.org/entity/Q100782783
http://www.wikidata.org/entity/Q443505,http://www.wikidata.org/entity/Q234533
http://www.wikidata.org/entity/Q445752,t6300920
http://www.wikidata.org/entity/Q445752,t6300958
http://www.wikidata.org/entity/Q445758,t2256854192
http://www.wikidata.org/entity/Q445777,t2256781913
http://www.wikidata.org/entity/Q445777,t2256781916
http://www.wikidata.org/entity/Q445785,http://www.wikidata.org/entity/Q583523
http://www.wikidata.org/entity/Q446819,t2257058141
http://www.wikidata.org/entity/Q450702,http://www.wikidata.org/entity/Q260258
http://www.wikidata.org/entity/Q450702,http://www.wikidata.org/entity/Q653221
http://www.wikidata.org/entity/Q450708,http://www.wikidata.org/entity/Q232090
http://www.wikidata.org/entity/Q451265,t2256940741
http://www.wikidata.org/entity/Q451516,http://www.wikidata.org/entity/Q233077
http://www.wikidata.org/entity/Q451597,http://www.wikidata.org/entity/Q256316
http://www.wikidata.org/entity/Q451597,http://www.wikidata.org/entity/Q12297449
http://www.wikidata.org/entity/Q453853,t2256986713
http://www.wikidata.org/entity/Q453860,t2256947988
http://www.wikidata.org/entity/Q453874,t2256958883
http://www.wikidata.org/entity/Q453899,t2257020791
http://www.wikidata.org/entity/Q453947,t2256945822
http://www.wikidata.org/entity/Q454549,t2256928921
http://www.wikidata.org/entity/Q455034,http://www.wikidata.org/entity/Q4828789
http://www.wikidata.org/entity/Q456950,t2256981314
http://www.wikidata.org/entity/Q11934044,t1700670566
http://www.wikidata.org/entity/Q11934081,http://www.wikidata.org/entity/Q3656046
http://www.wikidata.org/entity/Q11934171,http://www.wikidata.org/entity/Q98065247
http://www.wikidata.org/entity/Q11943247,t1700670721
http://www.wikidata.org/entity/Q11944253,t1969495002
http://www.wikidata.org/entity/Q11944253,t1969495176
http://www.wikidata.org/entity/Q11944258,t1159173930
http://www.wikidata.org/entity/Q11944259,t611255041
http://www.wikidata.org/entity/Q11944264,t1430353664
http://www.wikidata.org/entity/Q11951954,t332985661
http://www.wikidata.org/entity/Q11954878,http://www.wikidata.org/entity/Q91361630
http://www.wikidata.org/entity/Q12118996,t1159551889
http://www.wikidata.org/entity/Q12118997,t611671011
http://www.wikidata.org/entity/Q12119007,t1701076714
http://www.wikidata.org/entity/Q12276060,http://www.wikidata.org/entity/Q11955053
http://www.wikidata.org/entity/Q12277943,t2239812968
http://www.wikidata.org/entity/Q12282800,http://www.wikidata.org/entity/Q98277986
http://www.wikidata.org/entity/Q12282864,http://www.wikidata.org/entity/Q3658638
http://www.wikidata.org/entity/Q12285197,t886546387
http://www.wikidata.org/entity/Q12285233,t333619971
http://www.wikidata.org/entity/Q12285233,t333620006
http://www.wikidata.org/entity/Q12285243,http://www.wikidata.org/entity/Q12271293
http://www.wikidata.org/entity/Q12286044,http://www.wikidata.org/entity/Q105244660
http://www.wikidata.org/entity/Q12286050,t1970103505
http://www.wikidata.org/entity/Q12286057,http://www.wikidata.org/entity/Q104627909
http://www.wikidata.org/entity/Q12286061,http://www.wikidata.org/entity/Q654576
http://www.wikidata.org/entity/Q12286097,http://www.wikidata.org/entity/Q12293630
http://www.wikidata.org/entity/Q12286105,http://www.wikidata.org/entity/Q4124150
http://www.wikidata.org/entity/Q12286153,http://www.wikidata.org/entity/Q104641093
http://www.wikidata.org/entity/Q12291696,http://www.wikidata.org/entity/Q104637397
http://www.wikidata.org/entity/Q457347,http://www.wikidata.org/entity/Q11923329
http://www.wikidata.org/entity/Q459836,t2257068455
http://www.wikidata.org/entity/Q459853,t2256937606
http://www.wikidata.org/entity/Q459853,t2256937609
http://www.wikidata.org/entity/Q459857,t2257011528
http://www.wikidata.org/entity/Q459857,t2257011534
http://www.wikidata.org/entity/Q459870,t2256988869
http://www.wikidata.org/entity/Q459870,t2256988878
http://www.wikidata.org/entity/Q459870,t2256988880
http://www.wikidata.org/entity/Q460160,http://www.wikidata.org/entity/Q180807
http://www.wikidata.org/entity/Q461688,http://www.wikidata.org/entity/Q2171665
http://www.wikidata.org/entity/Q461715,t1933273442
http://www.wikidata.org/entity/Q462249,t2254946750
http://www.wikidata.org/entity/Q462978,http://www.wikidata.org/entity/Q518098
http://www.wikidata.org/entity/Q463000,http://www.wikidata.org/entity/Q99844311
http://www.wikidata.org/entity/Q463034,t1393558471
http://www.wikidata.org/entity/Q463954,http://www.wikidata.org/entity/Q3898864
http://www.wikidata.org/entity/Q464897,t2257066240
http://www.wikidata.org/entity/Q465074,http://www.wikidata.org/entity/Q89579302
http://www.wikidata.org/entity/Q465212,http://www.wikidata.org/entity/Q2982944
http://www.wikidata.org/entity/Q465262,t2257214392
http://www.wikidata.org/entity/Q465262,t2257214395
http://www.wikidata.org/entity/Q465309,t2257217035
http://www.wikidata.org/entity/Q465309,t2257217041
http://www.wikidata.org/entity/Q468932,http://www.wikidata.org/entity/Q3655947
http://www.wikidata.org/entity/Q469118,http://www.wikidata.org/entity/Q241982
http://www.wikidata.org/entity/Q469118,http://www.wikidata.org/entity/Q16170851
http://www.wikidata.org/entity/Q472433,t2257111592
http://www.wikidata.org/entity/Q483783,http://www.wikidata.org/entity/Q432141
http://www.wikidata.org/entity/Q483783,http://www.wikidata.org/entity/Q6306323
http://www.wikidata.org/entity/Q483783,http://www.wikidata.org/entity/Q6454823
http://www.wikidata.org/entity/Q483783,http://www.wikidata.org/entity/Q15712137
http://www.wikidata.org/entity/Q483783,http://www.wikidata.org/entity/Q98690973
http://www.wikidata.org/entity/Q503187,t2227427151
http://www.wikidata.org/entity/Q503320,http://www.wikidata.org/entity/Q5171151
http://www.wikidata.org/entity/Q504145,t573550828
http://www.wikidata.org/entity/Q504782,t294622623
http://www.wikidata.org/entity/Q505341,http://www.wikidata.org/entity/Q1102155
http://www.wikidata.org/entity/Q508117,http://www.wikidata.org/entity/Q95444609
http://www.wikidata.org/entity/Q508134,t2257263178
http://www.wikidata.org/entity/Q508134,t2257263183
http://www.wikidata.org/entity/Q509399,t2257253210
http://www.wikidata.org/entity/Q509817,t1664454549
http://www.wikidata.org/entity/Q510243,http://www.wikidata.org/entity/Q4066696
http://www.wikidata.org/entity/Q512493,t1394098309
http://www.wikidata.org/entity/Q512908,t2257251104
http://www.wikidata.org/entity/Q515204,t2240458153
http://www.wikidata.org/entity/Q518928,http://www.wikidata.org/entity/Q232229
http://www.wikidata.org/entity/Q521435,t2257267508
http://www.wikidata.org/entity/Q521446,http://www.wikidata.org/entity/Q234825
http://www.wikidata.org/entity/Q521446,http://www.wikidata.org/entity/Q3618991
http://www.wikidata.org/entity/Q521460,http://www.wikidata.org/entity/Q12299554
http://www.wikidata.org/entity/Q521485,t2241215356
http://www.wikidata.org/entity/Q521498,t1933802379
http://www.wikidata.org/entity/Q521498,t1933802422
http://www.wikidata.org/entity/Q521507,t848923178
http://www.wikidata.org/entity/Q521507,t848923189
http://www.wikidata.org/entity/Q521507,t848923205
http://www.wikidata.org/entity/Q521670,t1122625957
http://www.wikidata.org/entity/Q525629,http://www.wikidata.org/entity/Q544421
http://www.wikidata.org/entity/Q526243,t2241275668
http://www.wikidata.org/entity/Q526243,t2241275673
http://www.wikidata.org/entity/Q529163,t1664714631
http://www.wikidata.org/entity/Q529884,t294903471
http://www.wikidata.org/entity/Q531357,t1394098312
http://www.wikidata.org/entity/Q531923,http://www.wikidata.org/entity/Q6454825
http://www.wikidata.org/entity/Q535512,http://www.wikidata.org/entity/Q545141
http://www.wikidata.org/entity/Q537126,http://www.wikidata.org/entity/Q56305768
http://www.wikidata.org/entity/Q537235,http://www.wikidata.org/entity/Q12272308
http://www.wikidata.org/entity/Q538539,t849193934
http://www.wikidata.org/entity/Q538825,t1122625896
http://www.wikidata.org/entity/Q540465,t1122625870
http://www.wikidata.org/entity/Q540465,t1122625965
http://www.wikidata.org/entity/Q541532,t1664714637
http://www.wikidata.org/entity/Q541861,http://www.wikidata.org/entity/Q1147581
http://www.wikidata.org/entity/Q542038,http://www.wikidata.org/entity/Q273616
http://www.wikidata.org/entity/Q542712,t1122625903
http://www.wikidata.org/entity/Q542883,t574104238
http://www.wikidata.org/entity/Q544477,http://www.wikidata.org/entity/Q3656003
http://www.wikidata.org/entity/Q3754788,http://www.wikidata.org/entity/Q256316
http://www.wikidata.org/entity/Q3838878,t26426691
http://www.wikidata.org/entity/Q3846543,http://www.wikidata.org/entity/Q92432276
http://www.wikidata.org/entity/Q3907222,http://www.wikidata.org/entity/Q56260322
http://www.wikidata.org/entity/Q3922924,http://www.wikidata.org/entity/Q48872359
http://www.wikidata.org/entity/Q3925304,http://www.wikidata.org/entity/Q105761815
http://www.wikidata.org/entity/Q3925304,t26700893
http://www.wikidata.org/entity/Q3925321,t2217993053
http://www.wikidata.org/entity/Q4159575,http://www.wikidata.org/entity/Q1239236
http://www.wikidata.org/entity/Q4245557,t2240529785
http://www.wikidata.org/entity/Q4269988,http://www.wikidata.org/entity/Q7636567
http://www.wikidata.org/entity/Q4270014,http://www.wikidata.org/entity/Q98241323
http://www.wikidata.org/entity/Q4281779,t1413040184
http://www.wikidata.org/entity/Q4281785,t1952302317
http://www.wikidata.org/entity/Q4281785,t1952302366
http://www.wikidata.org/entity/Q4281794,t1952302367
http://www.wikidata.org/entity/Q4281819,t1413040213
http://www.wikidata.org/entity/Q4687704,http://www.wikidata.org/entity/Q7879756
http://www.wikidata.org/entity/Q4821849,http://www.wikidata.org/entity/Q5129255
http://www.wikidata.org/entity/Q5079120,http://www.wikidata.org/entity/Q95442176
http://www.wikidata.org/entity/Q5517418,http://www.wikidata.org/entity/Q99726933
http://www.wikidata.org/entity/Q5517441,http://www.wikidata.org/entity/Q99726753
http://www.wikidata.org/entity/Q5517445,http://www.wikidata.org/entity/Q6595913
http://www.wikidata.org/entity/Q5517469,http://www.wikidata.org/entity/Q6595913
http://www.wikidata.org/entity/Q5517477,http://www.wikidata.org/entity/Q237622
http://www.wikidata.org/entity/Q5759141,t1417648195
http://www.wikidata.org/entity/Q5876471,t873296983
http://www.wikidata.org/entity/Q5876474,t1688302952
http://www.wikidata.org/entity/Q5881568,t873297018
http://www.wikidata.org/entity/Q5881568,t873297029
http://www.wikidata.org/entity/Q6587844,t1690375515
http://www.wikidata.org/entity/Q6697579,http://www.wikidata.org/entity/Q262368
http://www.wikidata.org/entity/Q6697582,http://www.wikidata.org/entity/Q12958329
