itemLabel,praenomenLabel,nomenLabel,cognomenLabel,gensLabel,sexeLabel,date_naissance,lieu_naissanceLabel,date_mort,lieu_mortLabel,pereLabel,mereLabel
Tiberius Julius Candidus Celsus,Tiberius,Julius,,,masculin,0001-01-01T00:00:00Z,,0200-01-01T00:00:00Z,,,
Q55753199,Marcus,Horatius,Pulvillus,Horatii,masculin,-0600-01-01T00:00:00Z,t2019043383,-0500-01-01T00:00:00Z,t2019043388,Marcus Horatius Pulvillus,t2019043381
Marcus Horatius Pulvillus,Marcus,Horatius,Pulvillus,Horatii,masculin,-0500-01-01T00:00:00Z,t2019044097,-0500-01-01T00:00:00Z,t2019044098,Q55753199,t2019044091
Pompeius/Pompeia,t1998922550,t1998922548,,Pompeii,t1998922545,-0053-08-01T00:00:00Z,Rome,-0053-08-01T00:00:00Z,Rome,Pompée,Julia
Quintus Arrius,Quintus,,,,masculin,,,,,,
Marcus Valerius Laevinus,Marcus,Valerius,Laevinus,Valerii,masculin,,,,,Marcus Valerius Laevinus,
Araneola,,,,,féminin,,,,,Flavius Magnus,
Dionysius,,,,,masculin,,,,,,
Virius Lupus,t2132158535,Virius,Lupus,Virii,masculin,,,,,,
Festus,t2161954896,t2161954899,Festus,t2161954897,masculin,,,,,,
Claudius Terentianus,t2231351939,Claudius,,Claudii,masculin,,,,,Claudius Tiberianus,
Claudius Xenophon,t2150853327,Claudius,,Claudii,masculin,,,,,,
Flavius Clement,,Flavius,,Flavii,masculin,,,0096-01-01T00:00:00Z,,,
Cornelia Africana Major,,Cornelia,,Cornelii,féminin,-0200-01-01T00:00:00Z,Rome antique,t2191500358,t2191500357,Scipion l'Africain,Aemilia Tertia
Cornélianus,t2253867263,Sulpicius,Cornelianus,Sulpicii,masculin,,,,,,
Decimus Laelius,Decimus,,,,masculin,-0050-01-01T00:00:00Z,,,,,
Quintus Antonius Balbus,Quintus,Antonius,Balbus,Antonii,masculin,-0200-01-01T00:00:00Z,Rome antique,-0081-01-01T00:00:00Z,Sicile,t2184364141,t2184364139
Gaius Furius Pacilus,Caius,Furius,,Furii,masculin,-0250-01-01T00:00:00Z,Rome antique,-0250-01-01T00:00:00Z,t2166397015,t2166397016,t2166397019
Gaius Mamilius Turrinus,Caius,Mamilius,,Mamilii,masculin,-0250-01-01T00:00:00Z,Rome antique,-0250-01-01T00:00:00Z,t2166396932,t2166396938,t2166396934
Cnaeus Afranius Dexter,Cnaeus,Afranius,Dexter,Afranii,masculin,0050-01-01T00:00:00Z,,0105-06-23T00:00:00Z,,,
Flavius Eparchius Philagrius,,Flavius,,Flavii,masculin,0335-01-01T00:00:00Z,,,,Flavius Philagrius,
Marcus Tittius Frugi,Marcus,Tittius,Frugi,Tittii,masculin,0050-01-01T00:00:00Z,,,,,
Quintus Valerius Vegetus,Quintus,Valerius,,Valerii,masculin,0001-01-01T00:00:00Z,,,,,
Fabia Numantina,,Fabia,,Fabii,féminin,-0001-01-01T00:00:00Z,,,,Paullus Fabius Maximus,Marcia
Quintus Faltonius Restitutianus,Quintus,Faltonius,Restitutianus,Faltonii,masculin,0200-01-01T00:00:00Z,,,,,
Faltonius Pinianus,t2205397478,Faltonius,Pinianus,Faltonii,masculin,0230-01-01T00:00:00Z,,,,,
Flaccus,t2125208320,t2125208312,Flaccus,t2125208319,masculin,,Rome antique,,t2125208314,t2125208313,t2125208315
Flavianus,t2133854112,t2133854111,Flavianus,t2133854110,masculin,,,,,,
Flavius Hyrcanus,,Flavius,,Flavii,masculin,0073-01-01T00:00:00Z,,,,Flavius Josèphe,
Flavius Justus,t2194781498,Flavius,Justus,Flavii,masculin,0076-01-01T00:00:00Z,,,,Flavius Josèphe,
Flavius Sanctus,,Flavius,,Flavii,masculin,,,,,,
Flavius Scaevinus,,Flavius,,Flavii,masculin,,,,,,
Titus Flavius Simonides Agrippa,Titus,Flavius,Agrippa,Flavii,masculin,0079-01-01T00:00:00Z,,,,Flavius Josèphe,
Lucius Vitruvius Cerdo,Lucius,Vitruvius,,,masculin,,,0100-01-01T00:00:00Z,,,
Canius Rufus,t2294565686,Canius,Rufus,Canii,masculin,0050-01-01T00:00:00Z,Cadix,,,,
Fulvia,,Fulvia,,Fulvii,féminin,,,,,,
Gaius Visellius Aculeo,Caius,,,,masculin,,,,,,
Caius Asinius Frugi,Caius,Asinius,Frugi,Asinii,masculin,,,,,,
Caius Asinius Nicomachus Julianus,Caius,Asinius,Julianus,Asinii,masculin,,,,,Caius Asinius Protimus Quadratus,
Caius Asinius Nicomachus Julianus,Caius,Asinius,Nicomachus,Asinii,masculin,,,,,Caius Asinius Protimus Quadratus,
Caius Asinius Rufus,Caius,Asinius,Rufus,Asinii,masculin,0115-01-01T00:00:00Z,,,,Caius Asinius Frugi,
Caius Asinius Protimus Quadratus,Caius,Asinius,Quadratus,Asinii,masculin,,,0201-01-01T00:00:00Z,,Caius Asinius Nicomachus,
Caius Asinius Protimus Quadratus,Caius,Asinius,Protimus,Asinii,masculin,,,0201-01-01T00:00:00Z,,Caius Asinius Nicomachus,
Gaius Atinius,Caius,,,,masculin,,,,,,
Caius Atinius Labeo,Caius,Atinius,Labeo,Atinii,masculin,-0300-01-01T00:00:00Z,Rome antique,-0200-01-01T00:00:00Z,t2209071711,t2209071713,t2209071708
Gaius Betitius Pius,Caius,,,,masculin,,,0223-01-01T00:00:00Z,,Gaius Betitius Maximillianus,
Gaius Avidius Heliodorus,Caius,Avidius,,Avidii,masculin,0100-01-01T00:00:00Z,,,,,
Gaius Caesonius Macer Rufinianus,Caius,Caesonius,,Caesonii,masculin,0157-01-01T00:00:00Z,,0237-01-01T00:00:00Z,,,
Caius Calvisius Sabinus,Caius,Calvisius,,Calvisii,masculin,-0030-01-01T00:00:00Z,,0100-01-01T00:00:00Z,,Caius Calvisius Sabinus,
Gaius Carvilius,Caius,Carvilius,,Carvilii,masculin,,Rome antique,t2165890791,t2165890788,t2165890789,t2165890792
Caius Cassius Longinus,Caius,Cassius,Longinus,Cassii,masculin,,,,,,
Gaius Claudius Severus,Caius,Claudius,,Claudii,masculin,0001-01-01T00:00:00Z,,0101-01-01T00:00:00Z,,,
Gaius Fabius Hadrianus,Caius,Fabius,,Fabii,masculin,-0101-01-01T00:00:00Z,Rome antique,-0081-01-01T00:00:00Z,Utique,t2119091053,t2119091056
Gaius Fulcinius,Caius,Fulcinius,,Fulcinii,masculin,-0500-01-01T00:00:00Z,t2110655017,-0437-01-01T00:00:00Z,Fidènes,t2110655014,t2110655013
Caius Julius Alexion,Caius,,,,masculin,,,,,Sohaemus d'Émèse,Drusilla de Maurétanie la Jeune
Gaius Julius Agrippa,Caius,,,,masculin,0050-01-01T00:00:00Z,,,,Caius Julius Alexander,Julia Iotapé
Caius Julius Bassus,Caius,,,,masculin,0045-01-01T00:00:00Z,,0100-01-01T00:00:00Z,,,
Caius Julius Alexander Berenicianus,Caius,Julius,Alexander,Julii,masculin,0075-01-01T00:00:00Z,,0150-01-01T00:00:00Z,,Caius Julius Alexander,Julia Iotapé
Caius Julius Sampsigeramus,Caius,Julius,,Julii,masculin,,,,,Caius Julius Alexion,
Gaius Julius Cornutus Bryonianus,Caius,,,,masculin,,,,,,
Caius Julius Caesar,Caius,Julius,Caesar,,masculin,,,,,,
Gaius Julius Marcus,Caius,,,,masculin,,,,,,
Gaius Julius Plancius Varus Cornutus,Caius,,,,masculin,,,,,,
Caius Julius Severus,Caius,Julius,Severus,Julii,masculin,0001-01-01T00:00:00Z,,0150-01-01T00:00:00Z,,,
Gaius Junius Faustinus Postumianus,Caius,,,,masculin,,,,,,
Caius Octavien,Caius,,,,masculin,,,,,,Atia of the Julii
Gaius Plancius Varus,Caius,,,,masculin,,,,,,
Caius Salonius Matidius Patruinus,Caius,,,,masculin,,,0078-01-01T00:00:00Z,,,
Gaius Salvius Liberalis,Caius,Salvius,,Salvii,masculin,,,,,,
Caius Valerius Troucillus,Caius,Valerius,Troucillus,Valerii,masculin,t2113679757,Gaule transalpine,-0100-01-01T00:00:00Z,t2113679763,Caburus,t2113679762
Caius Valerius Troucillus,Caius,Valerius,Procillus,Valerii,masculin,t2113679757,Gaule transalpine,-0100-01-01T00:00:00Z,t2113679763,Caburus,t2113679762
Gaius Vitorius Hosidius Geta,Caius,,,,masculin,0001-01-01T00:00:00Z,,0101-01-01T00:00:00Z,,,
Gratus,t2113804679,t2113804680,Gratus,t2113804676,masculin,,,,,,
Marcus Cetius Faventinus,Marcus,,,,masculin,0201-01-01T00:00:00Z,,0201-01-01T00:00:00Z,,,
Accius Labeo,t2282115243,Accius,Labeo,Accii,masculin,,,,,,
Alfio Flavo,,Alfius,,Alfii,masculin,0050-01-01T00:00:00Z,,,,,
Julius Africanus,,Julius,,Julii,masculin,,,,,,
Caius Cicereius,Caius,Cicereius,,,masculin,,,,,,
Caius Claudius Crassus,Caius,Claudius,,Claudii,masculin,-0369-01-01T00:00:00Z,Rome antique,-0336-01-01T00:00:00Z,t2119091046,Appius Claudius Crassus,t2119091058
Appius Claudius Nero,Appius,Claudius,,Claudii,masculin,-0150-01-01T00:00:00Z,Rome antique,-0150-01-01T00:00:00Z,t2291714032,Appius Claudius Pulcher,t2291714033
Caius Papirius Crassus,Caius,Papirius,Crassus,Papirii,masculin,-0500-01-01T00:00:00Z,Rome antique,t2122678636,t2122678630,t2122678633,t2122678637
Celio Sinfosio,,Caelius,,Caelii,masculin,0350-01-01T00:00:00Z,,,,,
Triccianus,,,,,masculin,,,,,,
Gaius Licinius Crassus,Caius,Licinius,,Licinii,masculin,-0201-01-01T00:00:00Z,Rome antique,,Rome,t2264382321,t2264382322
Gaius Licinius Crassus,Caius,Licinius,Crassus,Licinii,masculin,,Rome antique,t2165894628,t2165894631,Gaius Licinius Crassus,t2165894626
Cnaeus Aufidius Orestes,Cnaeus,Aufidius,Orestes,Aurelii,masculin,-0114-01-01T00:00:00Z,Rome antique,-0001-01-01T00:00:00Z,t2257284589,Cnaeus Aufidius,t2257284586
Cnaeus Aufidius Orestes,Cnaeus,Aurelius,Orestes,Aurelii,masculin,-0114-01-01T00:00:00Z,Rome antique,-0001-01-01T00:00:00Z,t2257284589,Cnaeus Aufidius,t2257284586
Cnaeus Aufidius Orestes,Cnaeus,Aufidius,Orestes,Aufidii,masculin,-0114-01-01T00:00:00Z,Rome antique,-0001-01-01T00:00:00Z,t2257284589,Cnaeus Aufidius,t2257284586
Cnaeus Aufidius Orestes,Cnaeus,Aurelius,Orestes,Aufidii,masculin,-0114-01-01T00:00:00Z,Rome antique,-0001-01-01T00:00:00Z,t2257284589,Cnaeus Aufidius,t2257284586
Decimus Junius Brutus Pera,Decimus,Junius,Brutus,Junii,masculin,,Rome antique,-0263-01-01T00:00:00Z,t2129742393,t2129742392,t2129742389
Decimus Junius Brutus Pera,Decimus,Junius,Pera,Junii,masculin,,Rome antique,-0263-01-01T00:00:00Z,t2129742393,t2129742392,t2129742389
Lucius Valerius Potitus,Lucius,Valerius,,Valerii,masculin,,Rome antique,,t2220389878,t2220389883,t2220389880
Marcus Junius Brutus,Marcus,,,,masculin,-0150-01-01T00:00:00Z,,,,,
Marcus Titinuis,Marcus,Titinius,,Titinii,masculin,,Rome antique,,t2227677271,t2227677272,t2227677273
Marius Priscus,,Marius,,Marii,masculin,0050-01-01T00:00:00Z,,,,,
Medullina,,,Medullina,,féminin,,,,,,
Palladius de Ratiaria,,,,,masculin,0301-01-01T00:00:00Z,,0400-01-01T00:00:00Z,,,
Pentadius,,,,,masculin,0350-01-01T00:00:00Z,Afrique,,,,
Publius Cornelius Dolabella,Publius,Cornelius,,Cornelii,masculin,-0050-01-01T00:00:00Z,Rome antique,,t2275956386,t2275956384,t2275956387
Publius Valerius Poplicola,Publius,Valerius,,Valerii,masculin,-0350-01-01T00:00:00Z,Rome antique,-0350-01-01T00:00:00Z,t2166416914,t2166416916,t2166416915
Gaius Lutatius Catulus,Caius,Lutatius,,Lutatii,masculin,-0250-01-01T00:00:00Z,Rome antique,-0250-01-01T00:00:00Z,t2252811224,Caius Lutatius Catulus,t2252811223
Quintus Mucius Scaevola,Quintus,Mucius,,Mucii,masculin,-0250-01-01T00:00:00Z,Rome antique,,t2131367259,t2131367257,t2131367254
Quinto Nonio Regiliano,,Nonius,,Nonii,masculin,,,0263-01-01T00:00:00Z,,,
Julia de Mérida,,Julia,,Julii,féminin,0300-01-01T00:00:00Z,,0304-01-01T00:00:00Z,Augusta Emerita,,
Servius Cornelius Maluginensis,Servius,Cornelius,,Cornelii,masculin,,Rome antique,t2165895513,t2165895486,t2165895476,t2165895493
Titus Peducaeus,Titus,Peducaeus,,Peducaei,masculin,-0050-01-01T00:00:00Z,Rome,,t2295644942,t2295644940,t2295644941
Julia,,Julia,,Julii,féminin,,,,,Tigrane VI d'Arménie,
Julia Bodina,,Julia,,Julii,féminin,,,,,,
Julia,,Julia,,Julii,féminin,-0200-01-01T00:00:00Z,Rome antique,t2202186162,t2202186163,Lucius Julius Caesar,Popillia
Julia Pacata,,Julia,,Julii,féminin,,,,,Iulius Indus,
Marcus Anicius,Marcus,,,,masculin,,,,,,
Marcus Artorius,Marcus,,,,masculin,,,,,,
Marcus Aurius,Marcus,,,,masculin,,,,,,
Marcus Baebius,Marcus,Baebius,,Baebii,masculin,,Rome antique,t2165893455,t2165893459,t2165893454,t2165893456
Marcus Bucculeius,Marcus,,,,masculin,,,,,,
Marcus Castricius,Marcus,,,,masculin,,,,,,
Marcus Caelius Sabinus,Marcus,,,,masculin,,,,,,
Marcus Cocceius Nerva,Marcus,,,,masculin,,,,,,
Marcus Coponius,Marcus,Coponius,,Coponii,masculin,,Rome antique,t2165893489,t2165893476,t2165893486,t2165893483
Manius Curius,Marcus,,,,masculin,,,,,,
Marcus Faucius,Marcus,,,,masculin,,,,,,
Marcus Fulvius Flaccus,Marcus,Fulvius,,,masculin,,,,,,
Marcus Fulvius Flaccus,Marcus,,,,masculin,,,,,,
Marcus Fulvius Nobilior,Marcus,,,,masculin,,,,,,
Marcus Gratidius,Marcus,Gratidius,,Gratidii,masculin,t2131548427,t2131548426,t2131548435,t2131548432,Marcus Gratidius,t2131548430
Marcus Herennius,Marcus,,,,masculin,,,,,,
Marcus Hortensius Hortalus,Marcus,,,,masculin,,,,,,
Marcus Iuventius Laterensis,Marcus,,,,masculin,-0100-01-01T00:00:00Z,,-0040-01-01T00:00:00Z,,,
Marcus Licinius Lucullus,Marcus,Licinius,Lucullus,Licinii,masculin,,Rome antique,t2264186501,t2264186498,t2264186502,t2264186499
Marcus Livius Drusus,Marcus,Livius,Drusus,Livii,masculin,,Rome antique,t2295139310,t2295139308,Lucius Aemilius Paullus,t2295139306
Marcus Livius Drusus,Marcus,Livius,Drusus,Aemilii,masculin,,Rome antique,t2295139310,t2295139308,Lucius Aemilius Paullus,t2295139306
Marcus Livius Drusus,Marcus,Livius,Drusus,Livii,masculin,,Rome antique,t2295139310,t2295139308,Marcus Livius Salinator,t2295139306
Marcus Livius Drusus,Marcus,Livius,Drusus,Aemilii,masculin,,Rome antique,t2295139310,t2295139308,Marcus Livius Salinator,t2295139306
Marcus Maecius Probus,Marcus,Maecius,Probus,Maecii,masculin,,,,,,
Marcus Marcius Ralla,Marcus,Marcius,,Marcii,masculin,,Rome antique,t2228350185,t2228350188,t2228350186,t2228350184
Marcus Matienus,Marcus,Matienus,,Matieni,masculin,,Rome antique,t2165893614,t2165893615,t2165893618,t2165893617
Marcus Minucius Rufus,Marcus,Minucius,,Minucii,masculin,,Rome antique,t2263783429,t2263783428,t2263783425,t2263783422
Marcus Paconius,Marcus,Paconius,,Paconii,masculin,,,,,,
Marcus Papirius Maso,Marcus,Papirius,,Papirii,masculin,,Rome antique,t2165893647,t2165893646,t2165893648,t2165893649
Marcus Pinarius Rusca,Marcus,Pinarius,Rusca,Pinarii,masculin,,Rome antique,t2165894435,t2165894434,t2165894436,t2165894433
Marcus Pinarius Rusca,Marcus,Pinarius,Posca,Pinarii,masculin,,Rome antique,t2165894435,t2165894434,t2165894436,t2165894433
Marcus Plautius Silvanus,Marcus,,,,masculin,,,,,,
Marcus Pomponius,Marcus,,,,masculin,,,,,,
Marcus Salvius Otho,Marcus,Salvius,Otho,Salvii,masculin,,,,,,
Marcus Saufeius,Marcus,Saufeius,,Saufeii,masculin,,Rome antique,t2165893678,t2165893682,t2165893676,t2165893677
Marcus Titinius,Marcus,Titinius,,Titinii,masculin,,Rome antique,t2165893722,t2165893726,t2165893725,t2165893724
Marcus Tuccius,Marcus,Tuccius,,Tuccii,masculin,,Rome antique,t2165893705,t2165893703,t2165893706,t2165893701
Marcus Valerius Maximus,Marcus,Valerius,,Valerii,masculin,,Rome antique,t2165893746,t2165893745,t2165893740,t2165893742
Titus Anni,Titus,,,,masculin,,,,,,
Marcus Herennius Picens,Marcus,Herennius,,Herennii,masculin,,,,,Marcus Herennius,
Dulcitius,,,,,masculin,,,,,,
Quintus Ancharius,Quintus,Ancharius,,Ancharii,masculin,-0125-01-01T00:00:00Z,Rome antique,-0086-01-01T00:00:00Z,t2119101212,t2119101215,t2119101255
Publius Cornelius Cethegus,Publius,Cornelius,,Cornelii,masculin,,Rome antique,t2165893759,t2165893765,t2165893766,t2165893763
Publius Falcidius,Publius,,,,masculin,,,,,,
Quintus Fulvius Gillo,Quintus,Fulvius,Gillo,Fulvii,masculin,,Rome antique,t2165893796,t2165893803,t2165893802,t2165893797
Gaius Bellienus,Caius,Bellienus,,Bellieni,masculin,,Rome antique,t2165893776,t2165893775,t2165893781,t2165893780
Publius Juventius,Publius,Juventius,,Iuventii,masculin,,Rome antique,t2165893834,t2165893839,t2165893837,t2165893835
Laetorius,t2165893822,Laetorius,,Laetorii,masculin,,Rome antique,t2165893825,t2165893817,t2165893826,t2165893823
Lentulus,t2113154155,t2113154159,Lentulus,t2113154154,masculin,,,,,,
Lucius Atilius,Lucius,Atilius,,Atilii,masculin,-0250-01-01T00:00:00Z,Rome antique,-0250-01-01T00:00:00Z,Cannes,t2166453019,t2166453017
Lucius Nevius Balbus,Lucius,Naevius,Balbus,Naevii,masculin,,Rome antique,t2165893880,t2165893879,t2165893883,t2165893881
Lucilius Capito,t1927605625,Lucilius,,Lucilii,masculin,,,,,,
Lucretius Vespillo,t2165905189,Lucretius,,Lucretii,masculin,,Rome antique,t2165905182,t2165905180,t2165905188,t2165905181
Magius Celer Velleianus,t2225194181,Magius,Celer,Magii,masculin,,,,,,
Magius Celer Velleianus,t2225194181,Magius,Velleianus,Magii,masculin,,,,,,
Tiberius Minucius Augurinus Molliculus,Tiberius,Minucius,Augurinus,Minucii,masculin,,Rome antique,t2165893894,t2165893892,t2165893893,t2165893888
Publius Papirius Carbo,Publius,Papirius,Carbo,Papirii,masculin,,,,,Gaius Papirius Carbo,
Percennius,t2149685536,Percennius,,Percennii,masculin,,,0014-01-01T00:00:00Z,,,
Marcus Plaetorius Cestianus,Marcus,,,,masculin,,,,,,
Pompeius Macer,,,,Pompeii,masculin,-0050-01-01T00:00:00Z,,0050-01-01T00:00:00Z,,,
Popillius Laenas,t2067148994,Popillius,Laenas,Popillii,masculin,t2067148984,t2067148990,t2067148982,t2067148987,t2067148996,t2067148989
Postumius,t2205758577,Postumius,,Postumii,masculin,,,,,,
Publius Furius Crassipes,Publius,Furius,Crassipes,Furii,masculin,,,,,,
Publius Granius,Publius,Granius,,Granii,masculin,,Rome antique,t2238671689,t2238671691,t2238671686,t2238671685
Publius Licinius Crassus Dives,Publius,Licinius,Crassus,Licinii,masculin,,Rome antique,t2288500261,t2288500260,Publius Licinius Crassus,t2288500264
Publius Licinius Crassus Dives,Publius,Licinius,Dives,Licinii,masculin,,Rome antique,t2288500261,t2288500260,Publius Licinius Crassus,t2288500264
Publius Licinius Crassus Dives,Publius,Licinius,Crassus,Licinii,masculin,,Rome antique,t2268299340,t2268299338,Publius Licinius Crassus Dives,t2268299341
Publius Licinius Crassus Dives,Publius,Licinius,Dives,Licinii,masculin,,Rome antique,t2268299340,t2268299338,Publius Licinius Crassus Dives,t2268299341
Publius Licinius Murena,Publius,Licinius,Murena,Licinii,masculin,,Rome antique,t2268318539,t2268318542,Publius Lucius Murena,t2268318543
Publius Magius Cilo,Publius,Magius,Chilo,Magii,masculin,,,,,,
Publicia,,Publicia,,Publicii,féminin,,Rome antique,t2232724881,t2232724889,t2232724887,t2232724882
Quintus Annius,Quintus,Annius,,Annii,masculin,,Rome antique,t2165894011,t2165894012,t2165894007,t2165894008
Titus Quinctius Capitolinus,Titus,Quinctius,Capitolinus,Quinctii,masculin,,Rome antique,t2259079076,t2259079079,t2259079078,t2259079080
Quintus Caecilius Creticus Silanus,Quintus,Caecilius,,Caecilii,masculin,,,,,,
Quintus Caecilius Niger,Quintus,Caecilius,Niger,Caecilii,masculin,,,,,,
Quintus Occius Achilles,Quintus,Occius,Achilles,Occii,masculin,,Rome antique,t2165894036,t2165894035,t2165894031,t2165894033
Quintus Fufidius,Quintus,Fufidius,,Fufidii,masculin,,Rome antique,t2165894054,t2165894048,t2165894047,t2165894050
Quinctius Hirpinus,t2259464649,Quinctius,,Quinctii,masculin,,,,,,
Rubrius,t2183275460,Rubrius,,Rubrii,masculin,,,,,,
Rubrius,t2183273457,Rubrius,,Rubrii,masculin,,,,,,
Tiberius Sempronius Gracchus,Tiberius,Sempronius,Gracchus,Sempronii,masculin,-0300-01-01T00:00:00Z,t2182882495,-0200-01-01T00:00:00Z,t2182882480,Tiberius Sempronius Gracchus,t2182882488
Servius Cornelius Sulla,Servius,Cornelius,Sulla,Cornelii,masculin,,Rome antique,t2216895109,t2216895110,Publius Cornelius Sulla,t2216895105
Servius Pola,t2165894088,Servius,Pola,Servia gens,masculin,,Rome antique,t2165894082,t2165894077,t2165894091,t2165894084
Sulpicius Lupercus Servasius Junior,,,,,masculin,,,,,,
Titus Memmius,Titus,Memmius,,Memmii,masculin,,Rome antique,t2165899345,t2165899346,t2165899344,t2165899343
Titus Numisius,Titus,Numisius,,Numisii,masculin,,Rome antique,t2165894105,t2165894106,t2165894104,t2165894107
Titus Quinctius Scapula,Titus,Quinctius,Scapula,Quinctii,masculin,,,,,,
Quintus Tullius Cicero Minor,Quintus,Tullius,Cicero,Tullii,masculin,-0065-01-01T00:00:00Z,Rome,-0042-01-01T00:00:00Z,Rome,Quintus Tullius Cicero,Pomponia
Tullius Laurea,,,,,masculin,,,,,,
Publius Valerius Flaccus,Publius,Valerius,,Valerii,masculin,,Rome antique,t2221657188,t2221657185,t2221657186,t2221657191
Venuleius,t2165894117,Venuleius,,Venuleii,masculin,,Rome antique,t2165894118,t2165894115,t2165894120,t2165894119
Quintus Numitorius Pullus,Quintus,Numitorius,Pullus,Numitorii,masculin,,Rome antique,t2165894136,t2165894140,t2165894141,t2165894144
Paula Valeria,Paulla,Valeria,,Valerii,féminin,,,,,Lucius Valerius Triarius,
Pontia Postumina,,Pontia,,Pontii,féminin,t2083384552,Rome antique,0058-01-01T00:00:00Z,Rome,t2083384545,t2083384546
Lucius Tullius Cicero,Lucius,Tullius,Cicero,Tullii,masculin,-0200-01-01T00:00:00Z,Arpino,-0100-01-01T00:00:00Z,t2118226515,Marcus Tullius Cicero,Gratidia
Marcus Tullius Cicero,Marcus,Tullius,Cicero,Tullii,masculin,-0200-01-01T00:00:00Z,Arpino,-0105-01-01T00:00:00Z,t2254840635,t2254840633,t2254840636
Julius Felix Campanianus,,Julius,,Julii,masculin,0450-01-01T00:00:00Z,,,,,
Cayo Fabricio,Caius,,,,masculin,,,,,,
Quintus Fulvius Lippinus,Quintus,,,,masculin,-0100-01-01T00:00:00Z,,,,,
Larcius Macedo,,,,,masculin,0050-01-01T00:00:00Z,,0108-01-01T00:00:00Z,,,
Flavius Cerialis,,,,,masculin,,,,,,
Basilides,,,,,masculin,0200-01-01T00:00:00Z,Alexandrie,0205-01-01T00:00:00Z,Alexandrie,,
Lucius Livineius Eutactus,Lucius,Livineius,,Livineii,masculin,-0100-01-01T00:00:00Z,,,,,
Lucius Valerius Proculus,Lucius,Valerius,,Valerii,masculin,0100-01-01T00:00:00Z,,0200-01-01T00:00:00Z,,,
Marcus Petronius Honoratus,Marcus,Petronius,,Petronii,masculin,0150-01-01T00:00:00Z,,,,,
Marcus Valerius Lactuca Maximus,Marcus,Valerius,Maximus,Valerii,masculin,-0450-01-01T00:00:00Z,Rome antique,t2122431600,t2122431599,Marcus Valerius Maximus Lactuca,t2122431602
Marcus Valerius Lactuca Maximus,Marcus,Valerius,Lactucinus,Valerii,masculin,-0450-01-01T00:00:00Z,Rome antique,t2122431600,t2122431599,Marcus Valerius Maximus Lactuca,t2122431602
Theodosius of Barcelona,,,,,masculin,,Barcelone,0044-01-01T00:00:00Z,,,
Marcus Maenius Agrippa,Marcus,Maenius,Agrippa,Maenii,masculin,,,,,,
Gaius Sulpicius,Caius,Sulpicius,,Sulpicii,masculin,,Rome antique,,t2236709496,t2236709499,t2236709498
Gnaeus Suellius Flaccus,Cnaeus,,,,masculin,,,,,,
Publius Mucius Scaevola,Publius,Mucius,Scaevola,Mucii,masculin,,Rome antique,,t2278260630,t2278260624,t2278260628
Lucius Livineius Regulus,Lucius,Livineius,Regulus,Livineii,masculin,,,t2279237746,Rome,Lucius Livineius Regulus,
Lucius Livineius Regulus,Lucius,Livineius,Regulus,Livineii,masculin,-0104-01-01T00:00:00Z,,-0040-01-01T00:00:00Z,Rome,,
Aulus Sempronius Asellio,Aulus,Sempronius,Q723600,Sempronii,masculin,-0200-01-01T00:00:00Z,t2131537292,-0088-01-01T00:00:00Z,t2131537294,Sempronius Asellio,t2131537290
Marcus Antonius Antius Lupus,Marcus,Antonius,Lupus,Antonii,masculin,,,0182-01-01T00:00:00Z,,,
Marcus Antonius Antius Lupus,Marcus,Antius,Lupus,Antonii,masculin,,,0182-01-01T00:00:00Z,,,
Marcus Antonius Antius Lupus,Marcus,Antonius,Lupus,Antii,masculin,,,0182-01-01T00:00:00Z,,,
Marcus Antonius Antius Lupus,Marcus,Antius,Lupus,Antii,masculin,,,0182-01-01T00:00:00Z,,,
Titus Cloelius,Titus,Coelius,,Coelii,masculin,-0149-01-01T00:00:00Z,,-0097-01-01T00:00:00Z,Rome,,
Lucius Marius Perpetuus,Lucius,Marius,,Marii,masculin,,,,,,
Lucius Atilius,Lucius,Atilius,,Atilii,masculin,-0250-01-01T00:00:00Z,Rome antique,-0250-01-01T00:00:00Z,t2166396624,t2166396619,t2166396618
Flavianus,t2060499282,t2060499284,Flavianus,t2060499286,masculin,,,,,,
Gaius Popillius Laenas,Caius,Popillius,Laenas,Popillii,masculin,-0200-01-01T00:00:00Z,t2110111226,t2110111236,t2110111240,Publius Popillius Laenas,t2110111232
Gratidia,,Gratidia,,Gratidii,féminin,t2118227006,Arpino,t2118227009,t2118227004,Gratidius,t2118227011
Gaius Herennius,Caius,Herennius,,Herennii,masculin,,Rome antique,t2165892910,t2165892903,t2165892900,t2165892898
Marcus Laetorius Plancianus,Marcus,Laetorius,Plancianus,Laetorii,masculin,,Rome antique,t2165892928,t2165892924,t2165892925,t2165892921
Marcus Cossutius,Marcus,Cossutius,,Cossutii,masculin,,,,,,
Marcus Pompilius Andronicus,Marcus,Pompilius,,Pompilii,masculin,,Syrie,,,,
Marcus Annaeus Mela,Marcus,Annaeus,,,masculin,,,,,,
Lucius Papirius,Lucius,Papirius,,Papirii,masculin,,Rome antique,t2165894342,t2165894345,t2165894348,t2165894349
Pompeius Rufus le jeune,Quintus,Pompeius,,Pompeii,masculin,-0107-01-01T00:00:00Z,Rome,-0087-01-01T00:00:00Z,Forum Romain,Quintus Pompeius Rufus,t2126869716
Quintus Cassius,Quintus,Cassius,,Cassii,masculin,,Rome antique,t2165894404,t2165894408,t2165894402,t2165894403
