itemLabel,praenomenLabel,nomenLabel,cognomenLabel,gensLabel,sexeLabel,date_naissance,lieu_naissanceLabel,date_mort,lieu_mortLabel,pereLabel,mereLabel
Paulus,,,,,masculin,0300-01-01T00:00:00Z,,,,,
Anicius Auchenius Bassus,,Anicius,,Anicii,masculin,0400-01-01T00:00:00Z,,,,Anicius Auchenius Bassus,
Marcus Nummius Albinus,Marcus,Nummius,Albinus,Nummii,masculin,0200-01-01T00:00:00Z,,,,Marcus Nummius Senecio Albinus,
Anicius Auchenius Bassus,,Anicius,,Anicii,masculin,,Bénévent,,,Amnius Manilius Caesonius Nicomachus Anicius Paulinus,
Anicius Auchenius Bassus,,Anicius,,Anicii,masculin,,Bénévent,,,Junius Annius Bassus,
Quintus Atrius,Quintus,Atrius,,Atrii,masculin,-0100-01-01T00:00:00Z,Rome antique,-0100-01-01T00:00:00Z,t2119076037,t2119076041,t2119076061
Messius Maximus,t2190289097,Messius,Maximus,Messii,masculin,,,,,,
Decimus Junius Brutus,Decimus,Junius,Brutus,Junii,masculin,-0150-01-01T00:00:00Z,Rome antique,-0150-01-01T00:00:00Z,t2224362700,Decimus Junius Brutus Callaicus,t2224362698
Decimus Iunius Brutus Scaeva,Decimus,Junius,Brutus,Junii,masculin,-0400-01-01T00:00:00Z,Rome antique,-0360-01-01T00:00:00Z,t2125179551,t2125179545,t2125179546
Decimus Terentius Gentianus,Decimus,Terentius,Gentianus,Terentii,masculin,0050-01-01T00:00:00Z,,0200-01-01T00:00:00Z,,,
Decimus Laberius,Decimus,Laberius,,Laberii,masculin,-0112-01-01T00:00:00Z,Rome antique,-0042-01-01T00:00:00Z,t2212060216,t2212060213,t2212060215
Decimus Laberius,Decimus,Laberius,,Laberii,masculin,-0105-01-01T00:00:00Z,Rome antique,-0042-01-01T00:00:00Z,t2212060216,t2212060213,t2212060215
Decimus Laberius,Decimus,Laberius,,Laberii,masculin,-0104-01-01T00:00:00Z,Rome antique,-0042-01-01T00:00:00Z,t2212060216,t2212060213,t2212060215
Decimus Turullius,Decimus,Turullius,,Turullii,masculin,-0050-01-01T00:00:00Z,Rome antique,-0029-01-01T00:00:00Z,t2125181598,t2125181599,t2125181600
Decimus Turullius,Publius,Turullius,,Turullii,masculin,-0050-01-01T00:00:00Z,Rome antique,-0029-01-01T00:00:00Z,t2125181598,t2125181599,t2125181600
Marcus Porcius Cato Salonianus,Marcus,Porcius,Cato,Porcii,masculin,-0153-01-01T00:00:00Z,Rome antique,-0200-01-01T00:00:00Z,t2126623378,Caton l'Ancien,Salonia
Decimus Valerius Asiaticus,Decimus,Valerius,,Valerii,masculin,-0004-01-01T00:00:00Z,Vienna (ville romaine),0047-01-01T00:00:00Z,Rome,,
Flavius Decius Paulinus Iunior,,Decius,,Decii,masculin,0600-01-01T00:00:00Z,,0600-01-01T00:00:00Z,,,
Gaius Fabricius Luscinus,Caius,Fabricius,,Fabricii,masculin,-0250-01-01T00:00:00Z,Rome,-0250-01-01T00:00:00Z,t2166395730,t2166395728,t2166395734
Sextus Iulius Iullus,Sextus,Julius,Jullus,Julii,masculin,-0500-01-01T00:00:00Z,Rome antique,t2128888750,t2128888738,Vopiscus Iulius Iullus,t2128888733
Lucius Geganius Macerinus,Lucius,Geganius,Macerinus,Geganii,masculin,-0450-01-01T00:00:00Z,Rome antique,-0450-01-01T00:00:00Z,t2279059317,t2279059319,t2279059321
Caius Horatius Pulvillus,Caius,Horatius,Pulvillus,Horatii,masculin,-0600-01-01T00:00:00Z,t2111170960,-0452-01-01T00:00:00Z,t2111170958,Marcus Horatius Pulvillus,t2111170959
Marcus Roscius Coelius,Marcus,Roscius,,Roscii,masculin,0100-01-01T00:00:00Z,,0100-01-01T00:00:00Z,,,
Caius Veturius Cicurinus,Caius,Veturius,Cicurinus,Veturii,masculin,-0500-01-01T00:00:00Z,Rome antique,,Rome antique,Publius Veturius Geminus Cicurinus,t2119076473
Lucio Lucrezio Tricipitino Flavo,Lucius,Lucretius,Q11953114,Lucretii,masculin,-0500-01-01T00:00:00Z,Rome,-0400-01-01T00:00:00Z,t2169426125,Publius Lucretius Tricipitinus,t2169426127
Claude II le Gothique,Marcus,Claudius,,Claudii,masculin,0213-05-10T00:00:00Z,Sremska Mitrovica,0270-01-01T00:00:00Z,Sirmium,,
Maximien Hercule,,,,,masculin,0240-01-01T00:00:00Z,Sirmium,0310-01-01T00:00:00Z,Marseille,,
Maximien Hercule,,,,,masculin,0250-01-01T00:00:00Z,Sirmium,0310-01-01T00:00:00Z,Marseille,,
Aurélien,Lucius,,Aurelianus,,masculin,0214-09-09T00:00:00Z,Sirmium,0275-09-25T00:00:00Z,Çorlu,,
Sévère,,Valerius,Severus,Valerii,masculin,0300-01-01T00:00:00Z,Illyrie,0307-09-01T00:00:00Z,Ravenne,,
Numérien,Marcus,,,,masculin,0254-01-01T00:00:00Z,,0284-11-01T00:00:00Z,Nicomédie,Carus,
Hostilien,Caius,,,,masculin,0230-01-01T00:00:00Z,Sremska Mitrovica,0251-11-01T00:00:00Z,Rome,Dèce,Herennia Etruscilla
Diaduménien,Marcus,Opellius,Antoninus,Opellii,masculin,0208-09-14T00:00:00Z,,0218-06-08T00:00:00Z,Antioche-sur-l'Oronte,Macrin,Nonia Celsa
Valentinien II,,,,,masculin,0371-01-01T00:00:00Z,Trèves,0392-05-16T00:00:00Z,Vienne,Valentinien Ier,Justine
Ennius,Quintus,Ennius,,Ennii,masculin,-0238-07-12T00:00:00Z,Rudiae,-0168-10-05T00:00:00Z,Rome,t2233238738,t2233238741
Lin,,,,,masculin,t2256175134,t2256175135,0079-01-01T00:00:00Z,Rome,,
Lucrèce,Titus,Lucretius,Carus,Lucretii,masculin,-0093-01-01T00:00:00Z,Pompéi,-0054-01-01T00:00:00Z,Rome,t2294001286,t2294001283
Plaute,Titus,Maccius,Plautus,Maccii,masculin,-0249-01-01T00:00:00Z,Sarsina,-0183-01-01T00:00:00Z,Rome,t2290465836,t2290465834
Vitruve,Marcus,Vitruvius,,Vitruvii,masculin,-0079-01-01T00:00:00Z,Rome,-0014-01-01T00:00:00Z,,,
Pétrone,Publius,Petronius,,Petronii,masculin,0027-01-01T00:00:00Z,Massilia,0066-01-01T00:00:00Z,Cumes,,
Marcus Vipsanius Agrippa,Marcus,Vipsanius,Agrippa,Vipsanii,masculin,-0062-01-01T00:00:00Z,Istrie,-0011-01-01T00:00:00Z,Campanie,Lucius Vipsanius Agrippa,t2287111968
Georges de Lydda,,,,,masculin,0280-01-01T00:00:00Z,Cappadoce,0303-04-24T00:00:00Z,Nicomédie,Gerontius,Polychronia
Publius Cornelius Lentulus Spinther,Publius,Cornelius,Lentulus,Cornelii,masculin,-0075-01-01T00:00:00Z,Rome antique,-0025-01-01T00:00:00Z,Pharsale,t2242989344,t2242989345
Publius Cornelius Lentulus Spinther,Publius,Cornelius,Spinther,Cornelii,masculin,-0075-01-01T00:00:00Z,Rome antique,-0025-01-01T00:00:00Z,Pharsale,t2242989344,t2242989345
Publius Cornelius Lentulus Spinther,Publius,Cornelius,Lentulus,Cornelii,masculin,-0075-01-01T00:00:00Z,Rome antique,-0025-01-01T00:00:00Z,t2242989340,t2242989344,t2242989345
Publius Cornelius Lentulus Spinther,Publius,Cornelius,Spinther,Cornelii,masculin,-0075-01-01T00:00:00Z,Rome antique,-0025-01-01T00:00:00Z,t2242989340,t2242989344,t2242989345
Marc Antoine,Marcus,Antonius,,Antonii,masculin,-0081-01-12T00:00:00Z,Rome,-0029-07-30T00:00:00Z,Alexandrie,Marcus Antonius Creticus,Julia
Phèdre,Caius,Julius,,Julii,masculin,-0020-01-01T00:00:00Z,Macédoine-Centrale,0050-01-01T00:00:00Z,,,
Corneille,,Cornelius,,Cornelii,masculin,t2170407324,Rome,0253-06-01T00:00:00Z,Civitavecchia,,
Diogène d'Œnoanda,,,,,masculin,0200-01-01T00:00:00Z,Lycie,0200-01-01T00:00:00Z,Oenoanda,,
Diogène Laërce,,,,,masculin,0180-01-01T00:00:00Z,,0240-01-01T00:00:00Z,,,
Marcus Aemilius Barbula Papus,Marcus,Aemilius,Papus,Aemilii,masculin,-0400-01-01T00:00:00Z,Rome antique,-0360-01-01T00:00:00Z,t2124650482,t2124650484,t2124650488
Marcus Aemilius Barbula Papus,Marcus,Aemilius,Papus,Aemilii,masculin,-0400-01-01T00:00:00Z,Rome antique,-0360-01-01T00:00:00Z,t2124650487,t2124650484,t2124650488
Arcadius of Antioch,,,,,masculin,0401-01-01T00:00:00Z,Antioche-sur-l'Oronte,0500-01-01T00:00:00Z,,,
Lucius Neratius Priscus,Lucius,Neratius,Priscus,Neratii,masculin,0100-01-01T00:00:00Z,Saepinum,,,,
Gnaeus Domitius Calvinus,Cnaeus,Domitius,Calvinus,Domitii,masculin,-0369-01-01T00:00:00Z,Rome antique,-0331-01-01T00:00:00Z,t2130961494,t2130961496,t2130961491
Gnaeus Domitius Calvinus,Cnaeus,Domitius,Calvinus,Domitii,masculin,-0369-01-01T00:00:00Z,Rome antique,-0331-01-01T00:00:00Z,t2130961498,t2130961496,t2130961491
Faustina,,,,,féminin,0347-01-01T00:00:00Z,,0400-01-01T00:00:00Z,,,
Marcus Geganius Macerinus,Marcus,Geganius,Macerinus,Geganii,masculin,-0500-01-01T00:00:00Z,Rome,-0430-01-01T00:00:00Z,Rome antique,t2279047116,t2279047115
Arminius,Caius,Julius,,Julii,masculin,-0016-01-01T00:00:00Z,Weser,0021-01-01T00:00:00Z,Germanie,Segimerus,
Caius Julius Caesar,Caius,Julius,Caesar,Julii,masculin,t2259580792,t2259580801,-0165-01-01T00:00:00Z,t2259580794,,t2259580796
Cluvius Rufus,Marcus,Cluvius,,Cluvii,masculin,0050-01-01T00:00:00Z,,0100-01-01T00:00:00Z,,,
Catilina,Lucius,Sergius,Catilina,Sergii,masculin,-0107-01-01T00:00:00Z,Rome,-0061-01-01T00:00:00Z,Pistoie,t2279140726,t2279140725
Cécile de Rome,,Caecilia,,Caecilii,féminin,0200-01-01T00:00:00Z,Rome,0230-01-01T00:00:00Z,Rome,,
Caius Bellicus Natalis,Caius,Bellicius,,Bellicii,masculin,0100-01-01T00:00:00Z,,0068-01-01T00:00:00Z,,,
Pline l'Ancien,Caius,Plinius,Secundus,Plinii,masculin,0020-01-01T00:00:00Z,Côme,0079-01-01T00:00:00Z,Stabies,,
Publius Sempronius Sophus,Publius,Sempronius,Sophus,Sempronii,masculin,-0400-01-01T00:00:00Z,t2257726810,-0300-01-01T00:00:00Z,t2257726818,Publius Sempronius,t2257726815
Lucius Postumius Megellus,Lucius,Postumius,Megellus,Postumii,masculin,-0400-01-01T00:00:00Z,Rome antique,-0300-01-01T00:00:00Z,t2143210797,t2143210790,t2143210792
Lucius Postumius Megellus,Lucius,Postumius,Megellus,Postumii,masculin,-0400-01-01T00:00:00Z,Rome antique,-0300-01-01T00:00:00Z,t2143210798,t2143210790,t2143210792
Marcel Ier,,,,,masculin,t2179640229,Rome,0309-01-17T00:00:00Z,Rome,,
Jules Ier,,,,,masculin,0280-01-01T00:00:00Z,Rome,0352-04-14T00:00:00Z,Rome,,
Julius Nepos,t2228925619,Julius,Nepos,Julii,masculin,0430-01-01T00:00:00Z,Dalmatie,0480-05-10T00:00:00Z,Split,Nepotianus,
Gallien,Publius,Egnatius,,Licinii,masculin,t2268329560,t2268329563,0268-01-01T00:00:00Z,Mediolanum,Valérien,Mariniane
Gallien,Publius,Licinius,,Licinii,masculin,t2268329560,t2268329563,0268-01-01T00:00:00Z,Mediolanum,Valérien,Mariniane
Gallien,Publius,Egnatius,,Egnatii,masculin,t2268329560,t2268329563,0268-01-01T00:00:00Z,Mediolanum,Valérien,Mariniane
Gallien,Publius,Licinius,,Egnatii,masculin,t2268329560,t2268329563,0268-01-01T00:00:00Z,Mediolanum,Valérien,Mariniane
Lépide,Marcus,Aemilius,Lepidus,Aemilii,masculin,-0088-01-01T00:00:00Z,Rome,-0012-01-01T00:00:00Z,Circeii,Marcus Aemilius Lepidus,Appuleia
Arius,,,,,masculin,0250-01-01T00:00:00Z,Cyrénaïque,0336-01-01T00:00:00Z,Constantinople,,
Cornélius Népos,t2294765016,Cornelius,Nepos,Cornelii,masculin,-0099-01-01T00:00:00Z,Ostiglia,-0024-01-01T00:00:00Z,Rome,t2294765014,t2294765013
Tibulle,t2233111652,Albius,,Albii,masculin,-0049-01-01T00:00:00Z,Gabies,-0018-01-01T00:00:00Z,Rome,t2233111655,t2233111653
Pseudo-Marius,Caius,Amatius,,Amatii,masculin,-0100-01-01T00:00:00Z,Rome,-0043-04-01T00:00:00Z,t2183213478,t2183213475,t2183213473
Publius Valerius Comazon Eutychianus,Publius,Valerius,,Valerii,masculin,0300-01-01T00:00:00Z,,0300-01-01T00:00:00Z,Rome,,
Ingenuus,t2212387092,t2212387091,,t2212387094,masculin,0200-01-01T00:00:00Z,,0260-01-01T00:00:00Z,Osijek,,
Afre d'Augsbourg,,,,,féminin,0300-01-01T00:00:00Z,Augsbourg,0304-01-01T00:00:00Z,Augsbourg,,
Ecdicius,,,,,masculin,0420-01-01T00:00:00Z,,0470-01-01T00:00:00Z,,Eparchus Avitus,
Marcus Gavius Apicius,Marcus,Gavius,,Gavii,masculin,-0024-01-01T00:00:00Z,,0037-01-01T00:00:00Z,,,
Caius Julius Priscus,Caius,Julius,,Julii,masculin,0250-01-01T00:00:00Z,Damas,0249-01-01T00:00:00Z,,Julius Marinus,
Séjan,Lucius,Aelius,,Aelii,masculin,-0019-06-01T00:00:00Z,Velzna,0031-10-14T00:00:00Z,Rome,Lucius Seius Strabo,Junia Blaesa
Séjan,Lucius,Aelius,,Aelii,masculin,-0019-06-01T00:00:00Z,Velzna,0031-10-16T00:00:00Z,Rome,Lucius Seius Strabo,Junia Blaesa
Séjan,Lucius,Aelius,,Aelii,masculin,-0019-06-01T00:00:00Z,Velzna,0031-10-14T00:00:00Z,Rome,Sextus Aelius Catus,Junia Blaesa
Séjan,Lucius,Aelius,,Aelii,masculin,-0019-06-01T00:00:00Z,Velzna,0031-10-16T00:00:00Z,Rome,Sextus Aelius Catus,Junia Blaesa
Lucius Domitius Ahenobarbus,Lucius,Domitius,Ahenobarbus,Domitii,masculin,-0200-01-01T00:00:00Z,Rome antique,-0081-01-01T00:00:00Z,Rome,Gnaeus Domitius Ahenobarbus,t2119001553
Lucius Domitius Ahenobarbus,Lucius,Domitius,Ahenobarbus,Domitii,masculin,-0200-01-01T00:00:00Z,Rome antique,-0081-01-01T00:00:00Z,t2119001544,Gnaeus Domitius Ahenobarbus,t2119001553
Cnaeus Cornelius Scipio Hispallus,Cnaeus,Cornelius,Scipio,Cornelii,masculin,-0300-01-01T00:00:00Z,Rome antique,-0175-01-01T00:00:00Z,Cumes,Cnaeus Cornelius Scipio Calvus,t2124735888
Cnaeus Cornelius Scipio Hispallus,Cnaeus,Cornelius,Hispallus,Cornelii,masculin,-0300-01-01T00:00:00Z,Rome antique,-0175-01-01T00:00:00Z,Cumes,Cnaeus Cornelius Scipio Calvus,t2124735888
Cnaeus Cornelius Scipio Hispallus,Cnaeus,Cornelius,Scipio,Cornelii,masculin,-0300-01-01T00:00:00Z,Rome antique,-0175-01-01T00:00:00Z,t2124735886,Cnaeus Cornelius Scipio Calvus,t2124735888
Cnaeus Cornelius Scipio Hispallus,Cnaeus,Cornelius,Hispallus,Cornelii,masculin,-0300-01-01T00:00:00Z,Rome antique,-0175-01-01T00:00:00Z,t2124735886,Cnaeus Cornelius Scipio Calvus,t2124735888
Titus Calidius Severus,Titus,Calidius,,Calidii,masculin,0050-01-01T00:00:00Z,,,,,
Pompée,Cnaeus,Pompeius,Magnus,Pompeii,masculin,-0105-09-30T00:00:00Z,Picenum,-0047-09-26T00:00:00Z,Péluse,Cnaeus Pompeius Strabo,t2290253508
Publius Cornelius Sulla,Publius,Cornelius,Sulla,Cornelii,masculin,t2294008063,Rome antique,-0045-01-01T00:00:00Z,t2294008068,Publius Cornelius Sulla,t2294008064
Publius Cornelius Sulla,Publius,Cornelius,Sulla,Cornelii,masculin,t2294008063,Rome antique,-0044-01-01T00:00:00Z,t2294008068,Publius Cornelius Sulla,t2294008064
Publius Cornelius Sulla,Publius,Cornelius,Sulla,Cornelii,masculin,t2294008063,Rome antique,-0043-01-01T00:00:00Z,t2294008068,Publius Cornelius Sulla,t2294008064
Quintus Mamilius Vitulus,Quintus,Mamilius,Vitulus,Mamilii,masculin,-0300-01-01T00:00:00Z,Rome antique,-0300-01-01T00:00:00Z,t2166414311,t2166414312,t2166414308
Quintus Mamilius Vitulus,Quintus,Mamilius,Vitulus,Mamilii,masculin,-0300-01-01T00:00:00Z,Rome antique,-0300-01-01T00:00:00Z,t2166414314,t2166414312,t2166414308
Constance Chlore,t2289958348,Flavius,,Valerii,masculin,0250-03-31T00:00:00Z,Dardanie,0306-07-26T00:00:00Z,Eboracum,Flavius Eutropius,
Constance Chlore,t2289958348,Valerius,,Valerii,masculin,0250-03-31T00:00:00Z,Dardanie,0306-07-26T00:00:00Z,Eboracum,Flavius Eutropius,
Constance Chlore,t2289958348,Flavius,,Flavii,masculin,0250-03-31T00:00:00Z,Dardanie,0306-07-26T00:00:00Z,Eboracum,Flavius Eutropius,
Constance Chlore,t2289958348,Valerius,,Flavii,masculin,0250-03-31T00:00:00Z,Dardanie,0306-07-26T00:00:00Z,Eboracum,Flavius Eutropius,
Plotin,,,,,masculin,0205-01-01T00:00:00Z,Assiout,0270-01-01T00:00:00Z,Minturno,,
Flavius Josèphe,Titus,Flavius,,Flavii,masculin,0037-01-01T00:00:00Z,Jérusalem,0095-01-01T00:00:00Z,Rome,Matthias,
Flavius Josèphe,Titus,Flavius,,Flavii,masculin,0037-01-01T00:00:00Z,Jérusalem,0100-01-01T00:00:00Z,Rome,Matthias,
Marcus Fulvius Paetinus,Marcus,Fulvius,Paetinus,Fulvii,masculin,-0400-01-01T00:00:00Z,Rome antique,-0300-01-01T00:00:00Z,t2124736343,t2124736344,t2124736351
Marcus Fulvius Paetinus,Marcus,Fulvius,Paetinus,Fulvii,masculin,-0400-01-01T00:00:00Z,Rome antique,-0300-01-01T00:00:00Z,t2124736350,t2124736344,t2124736351
Alexis de Rome,,,,,masculin,0400-01-01T00:00:00Z,Rome,0412-01-01T00:00:00Z,Rome,,
Caius Iulius Iullus,Caius,Julius,Jullus,Julii,masculin,-0600-01-01T00:00:00Z,Rome,-0500-01-01T00:00:00Z,Rome antique,t2119001764,t2119001779
Caius Iulius Iullus,Caius,Julius,Jullus,Julii,masculin,-0500-01-01T00:00:00Z,Rome,-0500-01-01T00:00:00Z,Rome antique,t2119001764,t2119001779
Lucius Tarutius Firmanus,Lucius,Tarutius,Firmanus,Tarutii,masculin,-0100-01-01T00:00:00Z,Fermo,-0100-01-01T00:00:00Z,t2162886666,t2162886669,t2162886667
Cnaeus Pinarius Cornelius Severus,Cnaeus,Cornelius,Severus,Cornelii,masculin,0050-01-01T00:00:00Z,,0200-01-01T00:00:00Z,,,
Cnaeus Pinarius Cornelius Severus,Cnaeus,Pinarius,Severus,Cornelii,masculin,0050-01-01T00:00:00Z,,0200-01-01T00:00:00Z,,,
Cnaeus Pinarius Cornelius Severus,Cnaeus,Cornelius,Severus,Pinarii,masculin,0050-01-01T00:00:00Z,,0200-01-01T00:00:00Z,,,
Cnaeus Pinarius Cornelius Severus,Cnaeus,Pinarius,Severus,Pinarii,masculin,0050-01-01T00:00:00Z,,0200-01-01T00:00:00Z,,,
Aulus Terentius Varro,Aulus,Terentius,Varro,Terentii,masculin,-0300-01-01T00:00:00Z,Rome antique,-0260-01-01T00:00:00Z,t2124740166,Caius Terentius Varro,t2124740168
Aulus Terentius Varro,Aulus,Terentius,Varro,Terentii,masculin,-0300-01-01T00:00:00Z,Rome antique,-0260-01-01T00:00:00Z,t2124740169,Caius Terentius Varro,t2124740168
Eusèbe de Césarée,,,,,masculin,0265-01-01T00:00:00Z,Césarée,0339-05-01T00:00:00Z,Césarée,,
Servius Sulpicius Camerinus Cornutus,Servius,Sulpicius,Camerinus,Sulpicii,masculin,-0600-01-01T00:00:00Z,t2290609898,-0462-01-01T00:00:00Z,Rome,Publius Sulpicius,t2290609895
Marcus Furius Bibaculus,Marcus,Furius,,Furii,masculin,-0102-01-01T00:00:00Z,Crémone,-0100-01-01T00:00:00Z,t2294207118,t2294207121,t2294207122
Aulus Egrilius Plarianus,Aulus,,,,masculin,0050-01-01T00:00:00Z,,0200-01-01T00:00:00Z,,,
Aulus Gabinius Secundus,Aulus,Gabinius,Secundus,Gabinii,masculin,,,t2130448446,,,
Aulus Gabinius Secundus,Publius,Gabinius,Secundus,Gabinii,masculin,,,t2130448446,,,
Lucius Marcius Philippus,Lucius,Marcius,,Marcii,masculin,-0036-01-01T00:00:00Z,Rome antique,-0100-01-01T00:00:00Z,t2264365390,Lucius Marcius Philippus,t2264365388
Seleucus,Marcus,,,,masculin,0200-01-01T00:00:00Z,,0300-01-01T00:00:00Z,,,
Celsus,Titus,,,,masculin,,,0265-01-01T00:00:00Z,,,
Bacurius the Iberian,,,,,masculin,,,0394-01-01T00:00:00Z,,,
Aulus Caecina Tacitus,Aulus,Caecinia,,Caecinae,masculin,0250-01-01T00:00:00Z,,,,,
Lucius Valerius Messalla Apollinaris,Lucius,Valerius,,Valerii,masculin,0200-01-01T00:00:00Z,,,,Lucius Valerius Messalla Thrasea Poplicola Helvidius Priscus,
Justine,,,,,féminin,0400-01-01T00:00:00Z,,0388-01-01T00:00:00Z,Thessalonique,Justus,
Gratien,,,,,masculin,0400-01-01T00:00:00Z,,0407-01-01T00:00:00Z,Bretagne romaine,,
Claudia Antonia,,Antonia,,Antonii,féminin,0030-01-01T00:00:00Z,Rome,0066-01-01T00:00:00Z,Rome,Claude,Ælia Pætina
Porcie,,Porcia,,Porcii,féminin,-0100-01-01T00:00:00Z,Rome antique,-0042-01-01T00:00:00Z,Rome antique,Caton d'Utique,Atilia
Marcus,Marcus,,,,masculin,0400-01-01T00:00:00Z,,0407-01-01T00:00:00Z,Bretagne romaine,,
Taurinus,,,,,masculin,0200-01-01T00:00:00Z,,0232-01-01T00:00:00Z,Euphrate,,
Quintus Pedius,Quintus,Pedius,,Pedii,masculin,-0100-01-01T00:00:00Z,t2228386525,-0042-01-01T00:00:00Z,Rome,Pedius,Julia Caesaris Maior
Drusilla,,,,,féminin,0038-01-01T00:00:00Z,,0079-01-01T00:00:00Z,,Agrippa Ier,Cypros
Julia,,Julia,,Julii,féminin,-0200-01-01T00:00:00Z,t2294776289,-0067-01-01T00:00:00Z,Rome,Caius Julius Caesar,Marcie
Julia,,Julia,,Julii,féminin,-0129-01-01T00:00:00Z,t2294776289,-0067-01-01T00:00:00Z,Rome,Caius Julius Caesar,Marcie
Julia Paula,,Cornelia,,Cornelii,féminin,0300-01-01T00:00:00Z,Syrie,0300-01-01T00:00:00Z,,,
Lollia Paulina,,Lollia,,Lollii,féminin,0015-01-01T00:00:00Z,,0049-01-01T00:00:00Z,,Marcus Lollius,Volusia Saturnina
Tullia Ciceronis,,Tullia,,Tullii,féminin,-0078-01-01T00:00:00Z,t2242655209,-0044-01-01T00:00:00Z,t2242655208,Cicéron,Terentia
Claudia Acte,,Claudia,,,féminin,0040-01-01T00:00:00Z,Asie,0100-01-01T00:00:00Z,,,
Sulpicia,,,,,féminin,-0100-01-01T00:00:00Z,,,,Servius Sulpicius Rufus,Valeria
Serena,,Flavia,,Flavii,féminin,0365-01-01T00:00:00Z,Espagne,0408-01-01T00:00:00Z,Rome,,
Gellius Maximus,,Gellius,,Gellii,masculin,0200-01-01T00:00:00Z,,0219-01-01T00:00:00Z,,,
Verus,,,,,masculin,0200-01-01T00:00:00Z,,0219-01-01T00:00:00Z,,,
Uranius Antoninus,,,Antoninus,,masculin,0200-01-01T00:00:00Z,,0254-01-01T00:00:00Z,,,
Attius Labeo,t2294019606,Attius,,Attii,masculin,0050-01-01T00:00:00Z,,,,,
Aemilia Lepida,,Aemilia,Lepida,Aemilii,féminin,-0002-01-01T00:00:00Z,,0053-01-01T00:00:00Z,,Lucius Aemilius Paullus,Julia Vipsania
Anicia Juliana,,Anicia,,Anicii,féminin,0462-01-01T00:00:00Z,Constantinople,0527-01-01T00:00:00Z,Constantinople,Flavius Anicius Olybrius,Placidia
Anicia Juliana,,Anicia,,Anicii,féminin,0463-01-01T00:00:00Z,Constantinople,0527-01-01T00:00:00Z,Constantinople,Flavius Anicius Olybrius,Placidia
Anicia Juliana,,Anicia,,Anicii,féminin,0462-01-01T00:00:00Z,Constantinople,0528-01-01T00:00:00Z,Constantinople,Flavius Anicius Olybrius,Placidia
Anicia Juliana,,Anicia,,Anicii,féminin,0463-01-01T00:00:00Z,Constantinople,0528-01-01T00:00:00Z,Constantinople,Flavius Anicius Olybrius,Placidia
Galeria Fundana,,Galeria,,Galerii,féminin,0100-01-01T00:00:00Z,Rome,0100-01-01T00:00:00Z,,,
Domitilla la Jeune,,Flavia,Domitilla,Flavii,féminin,0045-01-01T00:00:00Z,,0066-01-01T00:00:00Z,Rome,Vespasien,Domitilla l'Aînée
Basilina,,,,,féminin,0300-01-01T00:00:00Z,,0332-01-01T00:00:00Z,,Julius Julianus,
Publius Mucius Scævola,Publius,Mucius,,Mucii,masculin,-0179-01-01T00:00:00Z,Rome antique,-0114-01-01T00:00:00Z,t2278260746,Publius Mucius Scævola,t2278260753
Publius Mucius Scævola,Publius,Mucius,,Mucii,masculin,-0179-01-01T00:00:00Z,Rome antique,-0114-01-01T00:00:00Z,t2278260747,Publius Mucius Scævola,t2278260753
Optat de Milève,,,,,masculin,0400-01-01T00:00:00Z,Mila,0397-01-01T00:00:00Z,,,
Salonina Matidia,,,,,féminin,0068-07-04T00:00:00Z,Rome,0119-01-01T00:00:00Z,,Caius Salonius Matidius Patruinus,Ulpia Marciana
Junia,,Junia,,Junii,féminin,0050-01-01T00:00:00Z,,,,,
Junia,,Junia,,Junii,masculin,0050-01-01T00:00:00Z,,,,,
Second d'Asti,,,,,masculin,0100-01-01T00:00:00Z,,0119-03-30T00:00:00Z,Asti,,
Ulpia Severina,,Ulpia,,Ulpii,féminin,0200-01-01T00:00:00Z,,,,Ulrius Crinitus,
Caius Petronius,Caius,Petronius,,Petronii,masculin,-0050-01-01T00:00:00Z,,,,,
Pacatianus,,Claudius,,Claudii,masculin,0200-01-01T00:00:00Z,,0248-01-01T00:00:00Z,,,
Claudia Procula,,Claudia,Procula,Claudii,féminin,0006-01-01T00:00:00Z,Galilée,0081-09-11T00:00:00Z,Rome,,
Libanios,,,,,masculin,0314-01-01T00:00:00Z,Antioche-sur-l'Oronte,0393-01-01T00:00:00Z,Antioche-sur-l'Oronte,,
Libanios,,,,,masculin,0315-01-01T00:00:00Z,Antioche-sur-l'Oronte,0393-01-01T00:00:00Z,Antioche-sur-l'Oronte,,
Domitien II,,,,,masculin,0300-01-01T00:00:00Z,,0271-01-01T00:00:00Z,,,
Julia Drusi Caesaris Filia,,Livia,,Julii,féminin,0005-01-01T00:00:00Z,,0043-01-01T00:00:00Z,,Julius Caesar Drusus,Livilla
Lucius Valerius Flaccus,Lucius,Valerius,,Valerii,masculin,-0101-01-01T00:00:00Z,Rome antique,-0084-01-01T00:00:00Z,t2261665605,t2261665604,t2261665611
Lucius Valerius Flaccus,Lucius,Valerius,,Valerii,masculin,-0101-01-01T00:00:00Z,Rome antique,-0084-01-01T00:00:00Z,t2261665612,t2261665604,t2261665611
Quintus Caedicius Noctua,Quintus,Caedicius,,Caedicii,masculin,-0400-01-01T00:00:00Z,Rome,-0300-01-01T00:00:00Z,t2124750209,t2124750212,t2124750210
Pudentienne,,,,,féminin,0100-01-01T00:00:00Z,Rome,0200-01-01T00:00:00Z,Rome,Pudens,
