item,itemLabel,praenomenLabel,nomenLabel,cognomenLabel,gensLabel,sexeLabel,date_naissance,lieu_naissance,date_mort,lieu_mort,pere,mere,epouse
http://www.wikidata.org/entity/Q1405,Auguste,Caius,Julius,Thurinus,Julii,masculin,-0062-01-01T00:00:00Z,http://www.wikidata.org/entity/Q220,0014-08-17T00:00:00Z,http://www.wikidata.org/entity/Q72288,http://www.wikidata.org/entity/Q363084,http://www.wikidata.org/entity/Q231696,
http://www.wikidata.org/entity/Q1405,Auguste,Caius,Julius,Thurinus,Julii,masculin,-0062-01-01T00:00:00Z,http://www.wikidata.org/entity/Q220,0014-08-17T00:00:00Z,http://www.wikidata.org/entity/Q72288,http://www.wikidata.org/entity/Q363084,http://www.wikidata.org/entity/Q231696,
http://www.wikidata.org/entity/Q1405,Auguste,Caius,Octavius,Thurinus,Julii,masculin,-0062-01-01T00:00:00Z,http://www.wikidata.org/entity/Q220,0014-08-17T00:00:00Z,http://www.wikidata.org/entity/Q72288,http://www.wikidata.org/entity/Q363084,http://www.wikidata.org/entity/Q231696,
http://www.wikidata.org/entity/Q1405,Auguste,Caius,Octavius,Thurinus,Julii,masculin,-0062-01-01T00:00:00Z,http://www.wikidata.org/entity/Q220,0014-08-17T00:00:00Z,http://www.wikidata.org/entity/Q72288,http://www.wikidata.org/entity/Q363084,http://www.wikidata.org/entity/Q231696,
http://www.wikidata.org/entity/Q1405,Auguste,Caius,Julius,Caesar,Octavii,masculin,-0062-01-01T00:00:00Z,http://www.wikidata.org/entity/Q220,0014-08-17T00:00:00Z,http://www.wikidata.org/entity/Q72288,http://www.wikidata.org/entity/Q363084,http://www.wikidata.org/entity/Q231696,
http://www.wikidata.org/entity/Q1405,Auguste,Caius,Julius,Caesar,Octavii,masculin,-0062-01-01T00:00:00Z,http://www.wikidata.org/entity/Q220,0014-08-17T00:00:00Z,http://www.wikidata.org/entity/Q72288,http://www.wikidata.org/entity/Q363084,http://www.wikidata.org/entity/Q231696,
http://www.wikidata.org/entity/Q1405,Auguste,Caius,Octavius,Caesar,Octavii,masculin,-0062-01-01T00:00:00Z,http://www.wikidata.org/entity/Q220,0014-08-17T00:00:00Z,http://www.wikidata.org/entity/Q72288,http://www.wikidata.org/entity/Q363084,http://www.wikidata.org/entity/Q231696,
http://www.wikidata.org/entity/Q1405,Auguste,Caius,Octavius,Caesar,Octavii,masculin,-0062-01-01T00:00:00Z,http://www.wikidata.org/entity/Q220,0014-08-17T00:00:00Z,http://www.wikidata.org/entity/Q72288,http://www.wikidata.org/entity/Q363084,http://www.wikidata.org/entity/Q231696,
http://www.wikidata.org/entity/Q1405,Auguste,Caius,Julius,Caepias,Octavii,masculin,-0062-01-01T00:00:00Z,http://www.wikidata.org/entity/Q220,0014-08-17T00:00:00Z,http://www.wikidata.org/entity/Q72288,http://www.wikidata.org/entity/Q363084,http://www.wikidata.org/entity/Q231696,
http://www.wikidata.org/entity/Q1405,Auguste,Caius,Julius,Caepias,Octavii,masculin,-0062-01-01T00:00:00Z,http://www.wikidata.org/entity/Q220,0014-08-17T00:00:00Z,http://www.wikidata.org/entity/Q72288,http://www.wikidata.org/entity/Q363084,http://www.wikidata.org/entity/Q231696,
http://www.wikidata.org/entity/Q1405,Auguste,Caius,Octavius,Caepias,Octavii,masculin,-0062-01-01T00:00:00Z,http://www.wikidata.org/entity/Q220,0014-08-17T00:00:00Z,http://www.wikidata.org/entity/Q72288,http://www.wikidata.org/entity/Q363084,http://www.wikidata.org/entity/Q231696,
http://www.wikidata.org/entity/Q1405,Auguste,Caius,Octavius,Caepias,Octavii,masculin,-0062-01-01T00:00:00Z,http://www.wikidata.org/entity/Q220,0014-08-17T00:00:00Z,http://www.wikidata.org/entity/Q72288,http://www.wikidata.org/entity/Q363084,http://www.wikidata.org/entity/Q231696,
http://www.wikidata.org/entity/Q1405,Auguste,Caius,Julius,Thurinus,Octavii,masculin,-0062-01-01T00:00:00Z,http://www.wikidata.org/entity/Q220,0014-08-17T00:00:00Z,http://www.wikidata.org/entity/Q72288,http://www.wikidata.org/entity/Q363084,http://www.wikidata.org/entity/Q231696,
http://www.wikidata.org/entity/Q1405,Auguste,Caius,Julius,Thurinus,Octavii,masculin,-0062-01-01T00:00:00Z,http://www.wikidata.org/entity/Q220,0014-08-17T00:00:00Z,http://www.wikidata.org/entity/Q72288,http://www.wikidata.org/entity/Q363084,http://www.wikidata.org/entity/Q231696,
http://www.wikidata.org/entity/Q1405,Auguste,Caius,Octavius,Thurinus,Octavii,masculin,-0062-01-01T00:00:00Z,http://www.wikidata.org/entity/Q220,0014-08-17T00:00:00Z,http://www.wikidata.org/entity/Q72288,http://www.wikidata.org/entity/Q363084,http://www.wikidata.org/entity/Q231696,
http://www.wikidata.org/entity/Q1405,Auguste,Caius,Octavius,Thurinus,Octavii,masculin,-0062-01-01T00:00:00Z,http://www.wikidata.org/entity/Q220,0014-08-17T00:00:00Z,http://www.wikidata.org/entity/Q72288,http://www.wikidata.org/entity/Q363084,http://www.wikidata.org/entity/Q231696,
http://www.wikidata.org/entity/Q1405,Auguste,Caius,Julius,Caesar,Julii,masculin,-0062-09-21T00:00:00Z,http://www.wikidata.org/entity/Q220,0014-08-17T00:00:00Z,http://www.wikidata.org/entity/Q72288,http://www.wikidata.org/entity/Q363084,http://www.wikidata.org/entity/Q231696,
http://www.wikidata.org/entity/Q1405,Auguste,Caius,Julius,Caesar,Julii,masculin,-0062-09-21T00:00:00Z,http://www.wikidata.org/entity/Q220,0014-08-17T00:00:00Z,http://www.wikidata.org/entity/Q72288,http://www.wikidata.org/entity/Q363084,http://www.wikidata.org/entity/Q231696,
http://www.wikidata.org/entity/Q1405,Auguste,Caius,Octavius,Caesar,Julii,masculin,-0062-09-21T00:00:00Z,http://www.wikidata.org/entity/Q220,0014-08-17T00:00:00Z,http://www.wikidata.org/entity/Q72288,http://www.wikidata.org/entity/Q363084,http://www.wikidata.org/entity/Q231696,
http://www.wikidata.org/entity/Q1405,Auguste,Caius,Octavius,Caesar,Julii,masculin,-0062-09-21T00:00:00Z,http://www.wikidata.org/entity/Q220,0014-08-17T00:00:00Z,http://www.wikidata.org/entity/Q72288,http://www.wikidata.org/entity/Q363084,http://www.wikidata.org/entity/Q231696,
http://www.wikidata.org/entity/Q1405,Auguste,Caius,Julius,Caepias,Julii,masculin,-0062-09-21T00:00:00Z,http://www.wikidata.org/entity/Q220,0014-08-17T00:00:00Z,http://www.wikidata.org/entity/Q72288,http://www.wikidata.org/entity/Q363084,http://www.wikidata.org/entity/Q231696,
http://www.wikidata.org/entity/Q1405,Auguste,Caius,Julius,Caepias,Julii,masculin,-0062-09-21T00:00:00Z,http://www.wikidata.org/entity/Q220,0014-08-17T00:00:00Z,http://www.wikidata.org/entity/Q72288,http://www.wikidata.org/entity/Q363084,http://www.wikidata.org/entity/Q231696,
http://www.wikidata.org/entity/Q1405,Auguste,Caius,Octavius,Caepias,Julii,masculin,-0062-09-21T00:00:00Z,http://www.wikidata.org/entity/Q220,0014-08-17T00:00:00Z,http://www.wikidata.org/entity/Q72288,http://www.wikidata.org/entity/Q363084,http://www.wikidata.org/entity/Q231696,
http://www.wikidata.org/entity/Q1405,Auguste,Caius,Octavius,Caepias,Julii,masculin,-0062-09-21T00:00:00Z,http://www.wikidata.org/entity/Q220,0014-08-17T00:00:00Z,http://www.wikidata.org/entity/Q72288,http://www.wikidata.org/entity/Q363084,http://www.wikidata.org/entity/Q231696,
http://www.wikidata.org/entity/Q1405,Auguste,Caius,Julius,Thurinus,Julii,masculin,-0062-09-21T00:00:00Z,http://www.wikidata.org/entity/Q220,0014-08-17T00:00:00Z,http://www.wikidata.org/entity/Q72288,http://www.wikidata.org/entity/Q363084,http://www.wikidata.org/entity/Q231696,
http://www.wikidata.org/entity/Q1405,Auguste,Caius,Julius,Thurinus,Julii,masculin,-0062-09-21T00:00:00Z,http://www.wikidata.org/entity/Q220,0014-08-17T00:00:00Z,http://www.wikidata.org/entity/Q72288,http://www.wikidata.org/entity/Q363084,http://www.wikidata.org/entity/Q231696,
http://www.wikidata.org/entity/Q1405,Auguste,Caius,Octavius,Thurinus,Julii,masculin,-0062-09-21T00:00:00Z,http://www.wikidata.org/entity/Q220,0014-08-17T00:00:00Z,http://www.wikidata.org/entity/Q72288,http://www.wikidata.org/entity/Q363084,http://www.wikidata.org/entity/Q231696,
http://www.wikidata.org/entity/Q1405,Auguste,Caius,Octavius,Thurinus,Julii,masculin,-0062-09-21T00:00:00Z,http://www.wikidata.org/entity/Q220,0014-08-17T00:00:00Z,http://www.wikidata.org/entity/Q72288,http://www.wikidata.org/entity/Q363084,http://www.wikidata.org/entity/Q231696,
http://www.wikidata.org/entity/Q1405,Auguste,Caius,Julius,Caesar,Octavii,masculin,-0062-09-21T00:00:00Z,http://www.wikidata.org/entity/Q220,0014-08-17T00:00:00Z,http://www.wikidata.org/entity/Q72288,http://www.wikidata.org/entity/Q363084,http://www.wikidata.org/entity/Q231696,
http://www.wikidata.org/entity/Q1405,Auguste,Caius,Julius,Caesar,Octavii,masculin,-0062-09-21T00:00:00Z,http://www.wikidata.org/entity/Q220,0014-08-17T00:00:00Z,http://www.wikidata.org/entity/Q72288,http://www.wikidata.org/entity/Q363084,http://www.wikidata.org/entity/Q231696,
http://www.wikidata.org/entity/Q1405,Auguste,Caius,Octavius,Caesar,Octavii,masculin,-0062-09-21T00:00:00Z,http://www.wikidata.org/entity/Q220,0014-08-17T00:00:00Z,http://www.wikidata.org/entity/Q72288,http://www.wikidata.org/entity/Q363084,http://www.wikidata.org/entity/Q231696,
http://www.wikidata.org/entity/Q1405,Auguste,Caius,Octavius,Caesar,Octavii,masculin,-0062-09-21T00:00:00Z,http://www.wikidata.org/entity/Q220,0014-08-17T00:00:00Z,http://www.wikidata.org/entity/Q72288,http://www.wikidata.org/entity/Q363084,http://www.wikidata.org/entity/Q231696,
http://www.wikidata.org/entity/Q1405,Auguste,Caius,Julius,Caepias,Octavii,masculin,-0062-09-21T00:00:00Z,http://www.wikidata.org/entity/Q220,0014-08-17T00:00:00Z,http://www.wikidata.org/entity/Q72288,http://www.wikidata.org/entity/Q363084,http://www.wikidata.org/entity/Q231696,
http://www.wikidata.org/entity/Q1405,Auguste,Caius,Julius,Caepias,Octavii,masculin,-0062-09-21T00:00:00Z,http://www.wikidata.org/entity/Q220,0014-08-17T00:00:00Z,http://www.wikidata.org/entity/Q72288,http://www.wikidata.org/entity/Q363084,http://www.wikidata.org/entity/Q231696,
http://www.wikidata.org/entity/Q1405,Auguste,Caius,Octavius,Caepias,Octavii,masculin,-0062-09-21T00:00:00Z,http://www.wikidata.org/entity/Q220,0014-08-17T00:00:00Z,http://www.wikidata.org/entity/Q72288,http://www.wikidata.org/entity/Q363084,http://www.wikidata.org/entity/Q231696,
http://www.wikidata.org/entity/Q1405,Auguste,Caius,Octavius,Caepias,Octavii,masculin,-0062-09-21T00:00:00Z,http://www.wikidata.org/entity/Q220,0014-08-17T00:00:00Z,http://www.wikidata.org/entity/Q72288,http://www.wikidata.org/entity/Q363084,http://www.wikidata.org/entity/Q231696,
http://www.wikidata.org/entity/Q1405,Auguste,Caius,Julius,Thurinus,Octavii,masculin,-0062-09-21T00:00:00Z,http://www.wikidata.org/entity/Q220,0014-08-17T00:00:00Z,http://www.wikidata.org/entity/Q72288,http://www.wikidata.org/entity/Q363084,http://www.wikidata.org/entity/Q231696,
http://www.wikidata.org/entity/Q1405,Auguste,Caius,Julius,Thurinus,Octavii,masculin,-0062-09-21T00:00:00Z,http://www.wikidata.org/entity/Q220,0014-08-17T00:00:00Z,http://www.wikidata.org/entity/Q72288,http://www.wikidata.org/entity/Q363084,http://www.wikidata.org/entity/Q231696,
http://www.wikidata.org/entity/Q1405,Auguste,Caius,Octavius,Thurinus,Octavii,masculin,-0062-09-21T00:00:00Z,http://www.wikidata.org/entity/Q220,0014-08-17T00:00:00Z,http://www.wikidata.org/entity/Q72288,http://www.wikidata.org/entity/Q363084,http://www.wikidata.org/entity/Q231696,
http://www.wikidata.org/entity/Q1405,Auguste,Caius,Octavius,Thurinus,Octavii,masculin,-0062-09-21T00:00:00Z,http://www.wikidata.org/entity/Q220,0014-08-17T00:00:00Z,http://www.wikidata.org/entity/Q72288,http://www.wikidata.org/entity/Q363084,http://www.wikidata.org/entity/Q231696,
http://www.wikidata.org/entity/Q1407,Tibère,Tiberius,Julius,Caesar,Claudii,masculin,-0041-11-14T00:00:00Z,http://www.wikidata.org/entity/Q220,0037-03-14T00:00:00Z,http://www.wikidata.org/entity/Q401231,http://www.wikidata.org/entity/Q1405,http://www.wikidata.org/entity/Q469701,
http://www.wikidata.org/entity/Q1407,Tibère,Tiberius,Claudius,Caesar,Claudii,masculin,-0041-11-14T00:00:00Z,http://www.wikidata.org/entity/Q220,0037-03-14T00:00:00Z,http://www.wikidata.org/entity/Q401231,http://www.wikidata.org/entity/Q1405,http://www.wikidata.org/entity/Q469701,
http://www.wikidata.org/entity/Q1407,Tibère,Tiberius,Julius,Nero,Claudii,masculin,-0041-11-14T00:00:00Z,http://www.wikidata.org/entity/Q220,0037-03-14T00:00:00Z,http://www.wikidata.org/entity/Q401231,http://www.wikidata.org/entity/Q1405,http://www.wikidata.org/entity/Q469701,
http://www.wikidata.org/entity/Q1407,Tibère,Tiberius,Claudius,Nero,Claudii,masculin,-0041-11-14T00:00:00Z,http://www.wikidata.org/entity/Q220,0037-03-14T00:00:00Z,http://www.wikidata.org/entity/Q401231,http://www.wikidata.org/entity/Q1405,http://www.wikidata.org/entity/Q469701,
http://www.wikidata.org/entity/Q1407,Tibère,Tiberius,Julius,Caesar,Julii,masculin,-0041-11-14T00:00:00Z,http://www.wikidata.org/entity/Q220,0037-03-14T00:00:00Z,http://www.wikidata.org/entity/Q401231,http://www.wikidata.org/entity/Q1405,http://www.wikidata.org/entity/Q469701,
http://www.wikidata.org/entity/Q1407,Tibère,Tiberius,Claudius,Caesar,Julii,masculin,-0041-11-14T00:00:00Z,http://www.wikidata.org/entity/Q220,0037-03-14T00:00:00Z,http://www.wikidata.org/entity/Q401231,http://www.wikidata.org/entity/Q1405,http://www.wikidata.org/entity/Q469701,
http://www.wikidata.org/entity/Q1407,Tibère,Tiberius,Julius,Nero,Julii,masculin,-0041-11-14T00:00:00Z,http://www.wikidata.org/entity/Q220,0037-03-14T00:00:00Z,http://www.wikidata.org/entity/Q401231,http://www.wikidata.org/entity/Q1405,http://www.wikidata.org/entity/Q469701,
http://www.wikidata.org/entity/Q1407,Tibère,Tiberius,Claudius,Nero,Julii,masculin,-0041-11-14T00:00:00Z,http://www.wikidata.org/entity/Q220,0037-03-14T00:00:00Z,http://www.wikidata.org/entity/Q401231,http://www.wikidata.org/entity/Q1405,http://www.wikidata.org/entity/Q469701,
http://www.wikidata.org/entity/Q1407,Tibère,Tiberius,Julius,Caesar,Claudii,masculin,-0041-11-15T00:00:00Z,http://www.wikidata.org/entity/Q220,0037-03-14T00:00:00Z,http://www.wikidata.org/entity/Q401231,http://www.wikidata.org/entity/Q1405,http://www.wikidata.org/entity/Q469701,
http://www.wikidata.org/entity/Q1407,Tibère,Tiberius,Claudius,Caesar,Claudii,masculin,-0041-11-15T00:00:00Z,http://www.wikidata.org/entity/Q220,0037-03-14T00:00:00Z,http://www.wikidata.org/entity/Q401231,http://www.wikidata.org/entity/Q1405,http://www.wikidata.org/entity/Q469701,
http://www.wikidata.org/entity/Q1407,Tibère,Tiberius,Julius,Nero,Claudii,masculin,-0041-11-15T00:00:00Z,http://www.wikidata.org/entity/Q220,0037-03-14T00:00:00Z,http://www.wikidata.org/entity/Q401231,http://www.wikidata.org/entity/Q1405,http://www.wikidata.org/entity/Q469701,
http://www.wikidata.org/entity/Q1407,Tibère,Tiberius,Claudius,Nero,Claudii,masculin,-0041-11-15T00:00:00Z,http://www.wikidata.org/entity/Q220,0037-03-14T00:00:00Z,http://www.wikidata.org/entity/Q401231,http://www.wikidata.org/entity/Q1405,http://www.wikidata.org/entity/Q469701,
http://www.wikidata.org/entity/Q1407,Tibère,Tiberius,Julius,Caesar,Julii,masculin,-0041-11-15T00:00:00Z,http://www.wikidata.org/entity/Q220,0037-03-14T00:00:00Z,http://www.wikidata.org/entity/Q401231,http://www.wikidata.org/entity/Q1405,http://www.wikidata.org/entity/Q469701,
http://www.wikidata.org/entity/Q1407,Tibère,Tiberius,Claudius,Caesar,Julii,masculin,-0041-11-15T00:00:00Z,http://www.wikidata.org/entity/Q220,0037-03-14T00:00:00Z,http://www.wikidata.org/entity/Q401231,http://www.wikidata.org/entity/Q1405,http://www.wikidata.org/entity/Q469701,
http://www.wikidata.org/entity/Q1407,Tibère,Tiberius,Julius,Nero,Julii,masculin,-0041-11-15T00:00:00Z,http://www.wikidata.org/entity/Q220,0037-03-14T00:00:00Z,http://www.wikidata.org/entity/Q401231,http://www.wikidata.org/entity/Q1405,http://www.wikidata.org/entity/Q469701,
http://www.wikidata.org/entity/Q1407,Tibère,Tiberius,Claudius,Nero,Julii,masculin,-0041-11-15T00:00:00Z,http://www.wikidata.org/entity/Q220,0037-03-14T00:00:00Z,http://www.wikidata.org/entity/Q401231,http://www.wikidata.org/entity/Q1405,http://www.wikidata.org/entity/Q469701,
http://www.wikidata.org/entity/Q1407,Tibère,Tiberius,Julius,Caesar,Claudii,masculin,-0041-11-14T00:00:00Z,http://www.wikidata.org/entity/Q220,0037-03-14T00:00:00Z,http://www.wikidata.org/entity/Q401231,http://www.wikidata.org/entity/Q342512,http://www.wikidata.org/entity/Q469701,
http://www.wikidata.org/entity/Q1407,Tibère,Tiberius,Claudius,Caesar,Claudii,masculin,-0041-11-14T00:00:00Z,http://www.wikidata.org/entity/Q220,0037-03-14T00:00:00Z,http://www.wikidata.org/entity/Q401231,http://www.wikidata.org/entity/Q342512,http://www.wikidata.org/entity/Q469701,
http://www.wikidata.org/entity/Q1407,Tibère,Tiberius,Julius,Nero,Claudii,masculin,-0041-11-14T00:00:00Z,http://www.wikidata.org/entity/Q220,0037-03-14T00:00:00Z,http://www.wikidata.org/entity/Q401231,http://www.wikidata.org/entity/Q342512,http://www.wikidata.org/entity/Q469701,
http://www.wikidata.org/entity/Q1407,Tibère,Tiberius,Claudius,Nero,Claudii,masculin,-0041-11-14T00:00:00Z,http://www.wikidata.org/entity/Q220,0037-03-14T00:00:00Z,http://www.wikidata.org/entity/Q401231,http://www.wikidata.org/entity/Q342512,http://www.wikidata.org/entity/Q469701,
http://www.wikidata.org/entity/Q1407,Tibère,Tiberius,Julius,Caesar,Julii,masculin,-0041-11-14T00:00:00Z,http://www.wikidata.org/entity/Q220,0037-03-14T00:00:00Z,http://www.wikidata.org/entity/Q401231,http://www.wikidata.org/entity/Q342512,http://www.wikidata.org/entity/Q469701,
http://www.wikidata.org/entity/Q1407,Tibère,Tiberius,Claudius,Caesar,Julii,masculin,-0041-11-14T00:00:00Z,http://www.wikidata.org/entity/Q220,0037-03-14T00:00:00Z,http://www.wikidata.org/entity/Q401231,http://www.wikidata.org/entity/Q342512,http://www.wikidata.org/entity/Q469701,
http://www.wikidata.org/entity/Q1407,Tibère,Tiberius,Julius,Nero,Julii,masculin,-0041-11-14T00:00:00Z,http://www.wikidata.org/entity/Q220,0037-03-14T00:00:00Z,http://www.wikidata.org/entity/Q401231,http://www.wikidata.org/entity/Q342512,http://www.wikidata.org/entity/Q469701,
http://www.wikidata.org/entity/Q1407,Tibère,Tiberius,Claudius,Nero,Julii,masculin,-0041-11-14T00:00:00Z,http://www.wikidata.org/entity/Q220,0037-03-14T00:00:00Z,http://www.wikidata.org/entity/Q401231,http://www.wikidata.org/entity/Q342512,http://www.wikidata.org/entity/Q469701,
http://www.wikidata.org/entity/Q1407,Tibère,Tiberius,Julius,Caesar,Claudii,masculin,-0041-11-15T00:00:00Z,http://www.wikidata.org/entity/Q220,0037-03-14T00:00:00Z,http://www.wikidata.org/entity/Q401231,http://www.wikidata.org/entity/Q342512,http://www.wikidata.org/entity/Q469701,
http://www.wikidata.org/entity/Q1407,Tibère,Tiberius,Claudius,Caesar,Claudii,masculin,-0041-11-15T00:00:00Z,http://www.wikidata.org/entity/Q220,0037-03-14T00:00:00Z,http://www.wikidata.org/entity/Q401231,http://www.wikidata.org/entity/Q342512,http://www.wikidata.org/entity/Q469701,
http://www.wikidata.org/entity/Q1407,Tibère,Tiberius,Julius,Nero,Claudii,masculin,-0041-11-15T00:00:00Z,http://www.wikidata.org/entity/Q220,0037-03-14T00:00:00Z,http://www.wikidata.org/entity/Q401231,http://www.wikidata.org/entity/Q342512,http://www.wikidata.org/entity/Q469701,
http://www.wikidata.org/entity/Q1407,Tibère,Tiberius,Claudius,Nero,Claudii,masculin,-0041-11-15T00:00:00Z,http://www.wikidata.org/entity/Q220,0037-03-14T00:00:00Z,http://www.wikidata.org/entity/Q401231,http://www.wikidata.org/entity/Q342512,http://www.wikidata.org/entity/Q469701,
http://www.wikidata.org/entity/Q1407,Tibère,Tiberius,Julius,Caesar,Julii,masculin,-0041-11-15T00:00:00Z,http://www.wikidata.org/entity/Q220,0037-03-14T00:00:00Z,http://www.wikidata.org/entity/Q401231,http://www.wikidata.org/entity/Q342512,http://www.wikidata.org/entity/Q469701,
http://www.wikidata.org/entity/Q1407,Tibère,Tiberius,Claudius,Caesar,Julii,masculin,-0041-11-15T00:00:00Z,http://www.wikidata.org/entity/Q220,0037-03-14T00:00:00Z,http://www.wikidata.org/entity/Q401231,http://www.wikidata.org/entity/Q342512,http://www.wikidata.org/entity/Q469701,
http://www.wikidata.org/entity/Q1407,Tibère,Tiberius,Julius,Nero,Julii,masculin,-0041-11-15T00:00:00Z,http://www.wikidata.org/entity/Q220,0037-03-14T00:00:00Z,http://www.wikidata.org/entity/Q401231,http://www.wikidata.org/entity/Q342512,http://www.wikidata.org/entity/Q469701,
http://www.wikidata.org/entity/Q1407,Tibère,Tiberius,Claudius,Nero,Julii,masculin,-0041-11-15T00:00:00Z,http://www.wikidata.org/entity/Q220,0037-03-14T00:00:00Z,http://www.wikidata.org/entity/Q401231,http://www.wikidata.org/entity/Q342512,http://www.wikidata.org/entity/Q469701,
http://www.wikidata.org/entity/Q1407,Tibère,Tiberius,Julius,Caesar,Claudii,masculin,-0041-11-14T00:00:00Z,http://www.wikidata.org/entity/Q220,0037-03-14T00:00:00Z,http://www.wikidata.org/entity/Q401231,http://www.wikidata.org/entity/Q2165262,http://www.wikidata.org/entity/Q469701,
http://www.wikidata.org/entity/Q1407,Tibère,Tiberius,Claudius,Caesar,Claudii,masculin,-0041-11-14T00:00:00Z,http://www.wikidata.org/entity/Q220,0037-03-14T00:00:00Z,http://www.wikidata.org/entity/Q401231,http://www.wikidata.org/entity/Q2165262,http://www.wikidata.org/entity/Q469701,
http://www.wikidata.org/entity/Q1407,Tibère,Tiberius,Julius,Nero,Claudii,masculin,-0041-11-14T00:00:00Z,http://www.wikidata.org/entity/Q220,0037-03-14T00:00:00Z,http://www.wikidata.org/entity/Q401231,http://www.wikidata.org/entity/Q2165262,http://www.wikidata.org/entity/Q469701,
http://www.wikidata.org/entity/Q1407,Tibère,Tiberius,Claudius,Nero,Claudii,masculin,-0041-11-14T00:00:00Z,http://www.wikidata.org/entity/Q220,0037-03-14T00:00:00Z,http://www.wikidata.org/entity/Q401231,http://www.wikidata.org/entity/Q2165262,http://www.wikidata.org/entity/Q469701,
http://www.wikidata.org/entity/Q1407,Tibère,Tiberius,Julius,Caesar,Julii,masculin,-0041-11-14T00:00:00Z,http://www.wikidata.org/entity/Q220,0037-03-14T00:00:00Z,http://www.wikidata.org/entity/Q401231,http://www.wikidata.org/entity/Q2165262,http://www.wikidata.org/entity/Q469701,
http://www.wikidata.org/entity/Q1407,Tibère,Tiberius,Claudius,Caesar,Julii,masculin,-0041-11-14T00:00:00Z,http://www.wikidata.org/entity/Q220,0037-03-14T00:00:00Z,http://www.wikidata.org/entity/Q401231,http://www.wikidata.org/entity/Q2165262,http://www.wikidata.org/entity/Q469701,
http://www.wikidata.org/entity/Q1407,Tibère,Tiberius,Julius,Nero,Julii,masculin,-0041-11-14T00:00:00Z,http://www.wikidata.org/entity/Q220,0037-03-14T00:00:00Z,http://www.wikidata.org/entity/Q401231,http://www.wikidata.org/entity/Q2165262,http://www.wikidata.org/entity/Q469701,
http://www.wikidata.org/entity/Q1407,Tibère,Tiberius,Claudius,Nero,Julii,masculin,-0041-11-14T00:00:00Z,http://www.wikidata.org/entity/Q220,0037-03-14T00:00:00Z,http://www.wikidata.org/entity/Q401231,http://www.wikidata.org/entity/Q2165262,http://www.wikidata.org/entity/Q469701,
http://www.wikidata.org/entity/Q1407,Tibère,Tiberius,Julius,Caesar,Claudii,masculin,-0041-11-15T00:00:00Z,http://www.wikidata.org/entity/Q220,0037-03-14T00:00:00Z,http://www.wikidata.org/entity/Q401231,http://www.wikidata.org/entity/Q2165262,http://www.wikidata.org/entity/Q469701,
http://www.wikidata.org/entity/Q1407,Tibère,Tiberius,Claudius,Caesar,Claudii,masculin,-0041-11-15T00:00:00Z,http://www.wikidata.org/entity/Q220,0037-03-14T00:00:00Z,http://www.wikidata.org/entity/Q401231,http://www.wikidata.org/entity/Q2165262,http://www.wikidata.org/entity/Q469701,
http://www.wikidata.org/entity/Q1407,Tibère,Tiberius,Julius,Nero,Claudii,masculin,-0041-11-15T00:00:00Z,http://www.wikidata.org/entity/Q220,0037-03-14T00:00:00Z,http://www.wikidata.org/entity/Q401231,http://www.wikidata.org/entity/Q2165262,http://www.wikidata.org/entity/Q469701,
http://www.wikidata.org/entity/Q1407,Tibère,Tiberius,Claudius,Nero,Claudii,masculin,-0041-11-15T00:00:00Z,http://www.wikidata.org/entity/Q220,0037-03-14T00:00:00Z,http://www.wikidata.org/entity/Q401231,http://www.wikidata.org/entity/Q2165262,http://www.wikidata.org/entity/Q469701,
http://www.wikidata.org/entity/Q1407,Tibère,Tiberius,Julius,Caesar,Julii,masculin,-0041-11-15T00:00:00Z,http://www.wikidata.org/entity/Q220,0037-03-14T00:00:00Z,http://www.wikidata.org/entity/Q401231,http://www.wikidata.org/entity/Q2165262,http://www.wikidata.org/entity/Q469701,
http://www.wikidata.org/entity/Q1407,Tibère,Tiberius,Claudius,Caesar,Julii,masculin,-0041-11-15T00:00:00Z,http://www.wikidata.org/entity/Q220,0037-03-14T00:00:00Z,http://www.wikidata.org/entity/Q401231,http://www.wikidata.org/entity/Q2165262,http://www.wikidata.org/entity/Q469701,
http://www.wikidata.org/entity/Q1407,Tibère,Tiberius,Julius,Nero,Julii,masculin,-0041-11-15T00:00:00Z,http://www.wikidata.org/entity/Q220,0037-03-14T00:00:00Z,http://www.wikidata.org/entity/Q401231,http://www.wikidata.org/entity/Q2165262,http://www.wikidata.org/entity/Q469701,
http://www.wikidata.org/entity/Q1407,Tibère,Tiberius,Claudius,Nero,Julii,masculin,-0041-11-15T00:00:00Z,http://www.wikidata.org/entity/Q220,0037-03-14T00:00:00Z,http://www.wikidata.org/entity/Q401231,http://www.wikidata.org/entity/Q2165262,http://www.wikidata.org/entity/Q469701,
http://www.wikidata.org/entity/Q1409,Caligula,Caius,Julius,Caesar,Julii,masculin,0012-08-29T00:00:00Z,http://www.wikidata.org/entity/Q16010710,0041-01-22T00:00:00Z,http://www.wikidata.org/entity/Q200642,http://www.wikidata.org/entity/Q191039,http://www.wikidata.org/entity/Q229413,
http://www.wikidata.org/entity/Q1409,Caligula,Caius,Julius,Caesar,Julii,masculin,0012-08-29T00:00:00Z,http://www.wikidata.org/entity/Q16010710,0041-01-22T00:00:00Z,http://www.wikidata.org/entity/Q200642,http://www.wikidata.org/entity/Q191039,http://www.wikidata.org/entity/Q229413,
